item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target
9,English,B5,rep,noAdj,0.45,high,pl,1,0,the prints,of the park,prints,park,The critics judged very harshly the prints of the park that MASKTOKEN attracting the most visitors.,The critics judged very harshly the prints of the park that,$PL
9,English,B5,rep,NP1Adj,0.45,ambi,sg,1,0,the foreign print,of the park,print,park,The critics judged very harshly the foreign print of the park that MASKTOKEN attracting the most visitors.,The critics judged very harshly the foreign print of the park that,$SG
9,English,B5,rep,NP1Adj,0.45,low,sg,1,0,the foreign prints,of the park,prints,park,The critics judged very harshly the foreign prints of the park that MASKTOKEN attracting the most visitors.,The critics judged very harshly the foreign prints of the park that,$SG
9,English,B5,rep,NP1Adj,0.45,high,sg,1,0,the foreign print,of the parks,print,parks,The critics judged very harshly the foreign print of the parks that MASKTOKEN attracting the most visitors.,The critics judged very harshly the foreign print of the parks that,$SG
9,English,B5,rep,NP1Adj,0.45,ambi,pl,1,0,the foreign prints,of the parks,prints,parks,The critics judged very harshly the foreign prints of the parks that MASKTOKEN attracting the most visitors.,The critics judged very harshly the foreign prints of the parks that,$PL
9,English,B5,rep,NP1Adj,0.45,low,pl,1,0,the foreign print,of the parks,print,parks,The critics judged very harshly the foreign print of the parks that MASKTOKEN attracting the most visitors.,The critics judged very harshly the foreign print of the parks that,$PL
9,English,B5,rep,NP1Adj,0.45,high,pl,1,0,the foreign prints,of the park,prints,park,The critics judged very harshly the foreign prints of the park that MASKTOKEN attracting the most visitors.,The critics judged very harshly the foreign prints of the park that,$PL
9,English,B5,rep,NP2Adj,0.45,ambi,sg,1,0,the print,of the foreign park,print,park,The critics judged very harshly the print of the foreign park that MASKTOKEN attracting the most visitors.,The critics judged very harshly the print of the foreign park that,$SG
9,English,B5,rep,NP2Adj,0.45,low,sg,1,0,the prints,of the foreign park,prints,park,The critics judged very harshly the prints of the foreign park that MASKTOKEN attracting the most visitors.,The critics judged very harshly the prints of the foreign park that,$SG
9,English,B5,rep,NP2Adj,0.45,high,sg,1,0,the print,of the foreign parks,print,parks,The critics judged very harshly the print of the foreign parks that MASKTOKEN attracting the most visitors.,The critics judged very harshly the print of the foreign parks that,$SG
9,English,B5,rep,NP2Adj,0.45,ambi,pl,1,0,the prints,of the foreign parks,prints,parks,The critics judged very harshly the prints of the foreign parks that MASKTOKEN attracting the most visitors.,The critics judged very harshly the prints of the foreign parks that,$PL
9,English,B5,rep,NP2Adj,0.45,low,pl,1,0,the print,of the foreign parks,print,parks,The critics judged very harshly the print of the foreign parks that MASKTOKEN attracting the most visitors.,The critics judged very harshly the print of the foreign parks that,$PL
9,English,B5,rep,NP2Adj,0.45,high,pl,1,0,the prints,of the foreign park,prints,park,The critics judged very harshly the prints of the foreign park that MASKTOKEN attracting the most visitors.,The critics judged very harshly the prints of the foreign park that,$PL
1,English,B’,inanimposs,noAdj,0.43,ambi,sg,0,0,the book,of the student,book,student,The professor read the book of the student that MASKTOKEN in the dining-room.,The professor read the book of the student that,$SG
1,English,B’,inanimposs,noAdj,0.43,low,sg,0,0,the books,of the student,books,student,The professor read the books of the student that MASKTOKEN in the dining-room.,The professor read the books of the student that,$SG
1,English,B’,inanimposs,noAdj,0.43,high,sg,0,0,the book,of the students,book,students,The professor read the book of the students that MASKTOKEN in the dining-room.,The professor read the book of the students that,$SG
1,English,B’,inanimposs,noAdj,0.43,ambi,pl,0,0,the books,of the students,books,students,The professor read the books of the students that MASKTOKEN in the dining-room.,The professor read the books of the students that,$PL
1,English,B’,inanimposs,noAdj,0.43,low,pl,0,0,the book,of the students,book,students,The professor read the book of the students that MASKTOKEN in the dining-room.,The professor read the book of the students that,$PL
1,English,B’,inanimposs,noAdj,0.43,high,pl,0,0,the books,of the student,books,student,The professor read the books of the student that MASKTOKEN in the dining-room.,The professor read the books of the student that,$PL
1,English,B’,inanimposs,NP1Adj,0.43,ambi,sg,0,0,the new book,of the student,book,student,The professor read the new book of the student that MASKTOKEN in the dining-room.,The professor read the new book of the student that,$SG
1,English,B’,inanimposs,NP1Adj,0.43,low,sg,0,0,the new books,of the student,books,student,The professor read the new books of the student that MASKTOKEN in the dining-room.,The professor read the new books of the student that,$SG
1,English,B’,inanimposs,NP1Adj,0.43,high,sg,0,0,the new book,of the students,book,students,The professor read the new book of the students that MASKTOKEN in the dining-room.,The professor read the new book of the students that,$SG
1,English,B’,inanimposs,NP1Adj,0.43,ambi,pl,0,0,the new books,of the students,books,students,The professor read the new books of the students that MASKTOKEN in the dining-room.,The professor read the new books of the students that,$PL
1,English,B’,inanimposs,NP1Adj,0.43,low,pl,0,0,the new book,of the students,book,students,The professor read the new book of the students that MASKTOKEN in the dining-room.,The professor read the new book of the students that,$PL
1,English,B’,inanimposs,NP1Adj,0.43,high,pl,0,0,the new books,of the student,books,student,The professor read the new books of the student that MASKTOKEN in the dining-room.,The professor read the new books of the student that,$PL
1,English,B’,inanimposs,NP2Adj,0.43,ambi,sg,0,0,the book,of the new student,book,student,The professor read the book of the new student that MASKTOKEN in the dining-room.,The professor read the book of the new student that,$SG
1,English,B’,inanimposs,NP2Adj,0.43,low,sg,0,0,the books,of the new student,books,student,The professor read the books of the new student that MASKTOKEN in the dining-room.,The professor read the books of the new student that,$SG
1,English,B’,inanimposs,NP2Adj,0.43,high,sg,0,0,the book,of the new students,book,students,The professor read the book of the new students that MASKTOKEN in the dining-room.,The professor read the book of the new students that,$SG
1,English,B’,inanimposs,NP2Adj,0.43,ambi,pl,0,0,the books,of the new students,books,students,The professor read the books of the new students that MASKTOKEN in the dining-room.,The professor read the books of the new students that,$PL
1,English,B’,inanimposs,NP2Adj,0.43,low,pl,0,0,the book,of the new students,book,students,The professor read the book of the new students that MASKTOKEN in the dining-room.,The professor read the book of the new students that,$PL
1,English,B’,inanimposs,NP2Adj,0.43,high,pl,0,0,the books,of the new student,books,student,The professor read the books of the new student that MASKTOKEN in the dining-room.,The professor read the books of the new student that,$PL
2,English,B’,inanimposs,noAdj,0.55,ambi,sg,1,0,the case,of the traveler,case,traveler,The inspector observed the case of the traveler that MASKTOKEN in the station.,The inspector observed the case of the traveler that,$SG
2,English,B’,inanimposs,noAdj,0.55,low,sg,1,0,the cases,of the traveler,cases,traveler,The inspector observed the cases of the traveler that MASKTOKEN in the station.,The inspector observed the cases of the traveler that,$SG
2,English,B’,inanimposs,noAdj,0.55,high,sg,1,0,the case,of the travelers,case,travelers,The inspector observed the case of the travelers that MASKTOKEN in the station.,The inspector observed the case of the travelers that,$SG
2,English,B’,inanimposs,noAdj,0.55,ambi,pl,1,0,the cases,of the travelers,cases,travelers,The inspector observed the cases of the travelers that MASKTOKEN in the station.,The inspector observed the cases of the travelers that,$PL
2,English,B’,inanimposs,noAdj,0.55,low,pl,1,0,the case,of the travelers,case,travelers,The inspector observed the case of the travelers that MASKTOKEN in the station.,The inspector observed the case of the travelers that,$PL
2,English,B’,inanimposs,noAdj,0.55,high,pl,1,0,the cases,of the traveler,cases,traveler,The inspector observed the cases of the traveler that MASKTOKEN in the station.,The inspector observed the cases of the traveler that,$PL
2,English,B’,inanimposs,NP1Adj,0.55,ambi,sg,1,0,the suspicious case,of the traveler,case,traveler,The inspector observed the suspicious case of the traveler that MASKTOKEN in the station.,The inspector observed the suspicious case of the traveler that,$SG
2,English,B’,inanimposs,NP1Adj,0.55,low,sg,1,0,the suspicious cases,of the traveler,cases,traveler,The inspector observed the suspicious cases of the traveler that MASKTOKEN in the station.,The inspector observed the suspicious cases of the traveler that,$SG
2,English,B’,inanimposs,NP1Adj,0.55,high,sg,1,0,the suspicious case,of the travelers,case,travelers,The inspector observed the suspicious case of the travelers that MASKTOKEN in the station.,The inspector observed the suspicious case of the travelers that,$SG
2,English,B’,inanimposs,NP1Adj,0.55,ambi,pl,1,0,the suspicious cases,of the travelers,cases,travelers,The inspector observed the suspicious cases of the travelers that MASKTOKEN in the station.,The inspector observed the suspicious cases of the travelers that,$PL
2,English,B’,inanimposs,NP1Adj,0.55,low,pl,1,0,the suspicious case,of the travelers,case,travelers,The inspector observed the suspicious case of the travelers that MASKTOKEN in the station.,The inspector observed the suspicious case of the travelers that,$PL
2,English,B’,inanimposs,NP1Adj,0.55,high,pl,1,0,the suspicious cases,of the traveler,cases,traveler,The inspector observed the suspicious cases of the traveler that MASKTOKEN in the station.,The inspector observed the suspicious cases of the traveler that,$PL
2,English,B’,inanimposs,NP2Adj,0.55,ambi,sg,1,0,the case,of the suspicious traveler,case,traveler,The inspector observed the case of the suspicious traveler that MASKTOKEN in the station.,The inspector observed the case of the suspicious traveler that,$SG
2,English,B’,inanimposs,NP2Adj,0.55,low,sg,1,0,the cases,of the suspicious traveler,cases,traveler,The inspector observed the cases of the suspicious traveler that MASKTOKEN in the station.,The inspector observed the cases of the suspicious traveler that,$SG
2,English,B’,inanimposs,NP2Adj,0.55,high,sg,1,0,the case,of the suspicious travelers,case,travelers,The inspector observed the case of the suspicious travelers that MASKTOKEN in the station.,The inspector observed the case of the suspicious travelers that,$SG
2,English,B’,inanimposs,NP2Adj,0.55,ambi,pl,1,0,the cases,of the suspicious travelers,cases,travelers,The inspector observed the cases of the suspicious travelers that MASKTOKEN in the station.,The inspector observed the cases of the suspicious travelers that,$PL
2,English,B’,inanimposs,NP2Adj,0.55,low,pl,1,0,the case,of the suspicious travelers,case,travelers,The inspector observed the case of the suspicious travelers that MASKTOKEN in the station.,The inspector observed the case of the suspicious travelers that,$PL
2,English,B’,inanimposs,NP2Adj,0.55,high,pl,1,0,the cases,of the suspicious traveler,cases,traveler,The inspector observed the cases of the suspicious traveler that MASKTOKEN in the station.,The inspector observed the cases of the suspicious traveler that,$PL
3,English,B’,inanimposs,noAdj,0.48,ambi,sg,0,0,the car,of the driver,car,driver,The mechanics were modifying the car of the driver that MASKTOKEN in the race.,The mechanics were modifying the car of the driver that,$SG
3,English,B’,inanimposs,noAdj,0.48,low,sg,0,0,the cars,of the driver,cars,driver,The mechanics were modifying the cars of the driver that MASKTOKEN in the race.,The mechanics were modifying the cars of the driver that,$SG
3,English,B’,inanimposs,noAdj,0.48,high,sg,0,0,the car,of the drivers,car,drivers,The mechanics were modifying the car of the drivers that MASKTOKEN in the race.,The mechanics were modifying the car of the drivers that,$SG
3,English,B’,inanimposs,noAdj,0.48,ambi,pl,0,0,the cars,of the drivers,cars,drivers,The mechanics were modifying the cars of the drivers that MASKTOKEN in the race.,The mechanics were modifying the cars of the drivers that,$PL
3,English,B’,inanimposs,noAdj,0.48,low,pl,0,0,the car,of the drivers,car,drivers,The mechanics were modifying the car of the drivers that MASKTOKEN in the race.,The mechanics were modifying the car of the drivers that,$PL
3,English,B’,inanimposs,noAdj,0.48,high,pl,0,0,the cars,of the driver,cars,driver,The mechanics were modifying the cars of the driver that MASKTOKEN in the race.,The mechanics were modifying the cars of the driver that,$PL
3,English,B’,inanimposs,NP1Adj,0.48,ambi,sg,0,0,the dangerous car,of the driver,car,driver,The mechanics were modifying the dangerous car of the driver that MASKTOKEN in the race.,The mechanics were modifying the dangerous car of the driver that,$SG
3,English,B’,inanimposs,NP1Adj,0.48,low,sg,0,0,the dangerous cars,of the driver,cars,driver,The mechanics were modifying the dangerous cars of the driver that MASKTOKEN in the race.,The mechanics were modifying the dangerous cars of the driver that,$SG
3,English,B’,inanimposs,NP1Adj,0.48,high,sg,0,0,the dangerous car,of the drivers,car,drivers,The mechanics were modifying the dangerous car of the drivers that MASKTOKEN in the race.,The mechanics were modifying the dangerous car of the drivers that,$SG
3,English,B’,inanimposs,NP1Adj,0.48,ambi,pl,0,0,the dangerous cars,of the drivers,cars,drivers,The mechanics were modifying the dangerous cars of the drivers that MASKTOKEN in the race.,The mechanics were modifying the dangerous cars of the drivers that,$PL
3,English,B’,inanimposs,NP1Adj,0.48,low,pl,0,0,the dangerous car,of the drivers,car,drivers,The mechanics were modifying the dangerous car of the drivers that MASKTOKEN in the race.,The mechanics were modifying the dangerous car of the drivers that,$PL
3,English,B’,inanimposs,NP1Adj,0.48,high,pl,0,0,the dangerous cars,of the driver,cars,driver,The mechanics were modifying the dangerous cars of the driver that MASKTOKEN in the race.,The mechanics were modifying the dangerous cars of the driver that,$PL
3,English,B’,inanimposs,NP2Adj,0.48,ambi,sg,0,0,the car,of the dangerous driver,car,driver,The mechanics were modifying the car of the dangerous driver that MASKTOKEN in the race.,The mechanics were modifying the car of the dangerous driver that,$SG
3,English,B’,inanimposs,NP2Adj,0.48,low,sg,0,0,the cars,of the dangerous driver,cars,driver,The mechanics were modifying the cars of the dangerous driver that MASKTOKEN in the race.,The mechanics were modifying the cars of the dangerous driver that,$SG
3,English,B’,inanimposs,NP2Adj,0.48,high,sg,0,0,the car,of the dangerous drivers,car,drivers,The mechanics were modifying the car of the dangerous drivers that MASKTOKEN in the race.,The mechanics were modifying the car of the dangerous drivers that,$SG
3,English,B’,inanimposs,NP2Adj,0.48,ambi,pl,0,0,the cars,of the dangerous drivers,cars,drivers,The mechanics were modifying the cars of the dangerous drivers that MASKTOKEN in the race.,The mechanics were modifying the cars of the dangerous drivers that,$PL
3,English,B’,inanimposs,NP2Adj,0.48,low,pl,0,0,the car,of the dangerous drivers,car,drivers,The mechanics were modifying the car of the dangerous drivers that MASKTOKEN in the race.,The mechanics were modifying the car of the dangerous drivers that,$PL
3,English,B’,inanimposs,NP2Adj,0.48,high,pl,0,0,the cars,of the dangerous driver,cars,driver,The mechanics were modifying the cars of the dangerous driver that MASKTOKEN in the race.,The mechanics were modifying the cars of the dangerous driver that,$PL
4,English,B’,inanimposs,noAdj,0.5,ambi,sg,0,0,the dress,of the girl,dress,girl,The dressmaker was sewing the dress of the girl that MASKTOKEN on the floor.,The dressmaker was sewing the dress of the girl that,$SG
4,English,B’,inanimposs,noAdj,0.5,low,sg,0,0,the dresses,of the girl,dresses,girl,The dressmaker was sewing the dresses of the girl that MASKTOKEN on the floor.,The dressmaker was sewing the dresses of the girl that,$SG
4,English,B’,inanimposs,noAdj,0.5,high,sg,0,0,the dress,of the girls,dress,girls,The dressmaker was sewing the dress of the girls that MASKTOKEN on the floor.,The dressmaker was sewing the dress of the girls that,$SG
4,English,B’,inanimposs,noAdj,0.5,ambi,pl,0,0,the dresses,of the girls,dresses,girls,The dressmaker was sewing the dresses of the girls that MASKTOKEN on the floor.,The dressmaker was sewing the dresses of the girls that,$PL
4,English,B’,inanimposs,noAdj,0.5,low,pl,0,0,the dress,of the girls,dress,girls,The dressmaker was sewing the dress of the girls that MASKTOKEN on the floor.,The dressmaker was sewing the dress of the girls that,$PL
4,English,B’,inanimposs,noAdj,0.5,high,pl,0,0,the dresses,of the girl,dresses,girl,The dressmaker was sewing the dresses of the girl that MASKTOKEN on the floor.,The dressmaker was sewing the dresses of the girl that,$PL
4,English,B’,inanimposs,NP1Adj,0.5,ambi,sg,0,0,the dirty dress,of the girl,dress,girl,The dressmaker was sewing the dirty dress of the girl that MASKTOKEN on the floor.,The dressmaker was sewing the dirty dress of the girl that,$SG
4,English,B’,inanimposs,NP1Adj,0.5,low,sg,0,0,the dirty dresses,of the girl,dresses,girl,The dressmaker was sewing the dirty dresses of the girl that MASKTOKEN on the floor.,The dressmaker was sewing the dirty dresses of the girl that,$SG
4,English,B’,inanimposs,NP1Adj,0.5,high,sg,0,0,the dirty dress,of the girls,dress,girls,The dressmaker was sewing the dirty dress of the girls that MASKTOKEN on the floor.,The dressmaker was sewing the dirty dress of the girls that,$SG
4,English,B’,inanimposs,NP1Adj,0.5,ambi,pl,0,0,the dirty dresses,of the girls,dresses,girls,The dressmaker was sewing the dirty dresses of the girls that MASKTOKEN on the floor.,The dressmaker was sewing the dirty dresses of the girls that,$PL
4,English,B’,inanimposs,NP1Adj,0.5,low,pl,0,0,the dirty dress,of the girls,dress,girls,The dressmaker was sewing the dirty dress of the girls that MASKTOKEN on the floor.,The dressmaker was sewing the dirty dress of the girls that,$PL
4,English,B’,inanimposs,NP1Adj,0.5,high,pl,0,0,the dirty dresses,of the girl,dresses,girl,The dressmaker was sewing the dirty dresses of the girl that MASKTOKEN on the floor.,The dressmaker was sewing the dirty dresses of the girl that,$PL
4,English,B’,inanimposs,NP2Adj,0.5,ambi,sg,0,0,the dress,of the dirty girl,dress,girl,The dressmaker was sewing the dress of the dirty girl that MASKTOKEN on the floor.,The dressmaker was sewing the dress of the dirty girl that,$SG
4,English,B’,inanimposs,NP2Adj,0.5,low,sg,0,0,the dresses,of the dirty girl,dresses,girl,The dressmaker was sewing the dresses of the dirty girl that MASKTOKEN on the floor.,The dressmaker was sewing the dresses of the dirty girl that,$SG
4,English,B’,inanimposs,NP2Adj,0.5,high,sg,0,0,the dress,of the dirty girl,dress,girl,The dressmaker was sewing the dress of the dirty girl that MASKTOKEN on the floor.,The dressmaker was sewing the dress of the dirty girl that,$SG
4,English,B’,inanimposs,NP2Adj,0.5,ambi,pl,0,0,the dresses,of the dirty girl,dresses,girl,The dressmaker was sewing the dresses of the dirty girl that MASKTOKEN on the floor.,The dressmaker was sewing the dresses of the dirty girl that,$PL
4,English,B’,inanimposs,NP2Adj,0.5,low,pl,0,0,the dress,of the dirty girl,dress,girl,The dressmaker was sewing the dress of the dirty girl that MASKTOKEN on the floor.,The dressmaker was sewing the dress of the dirty girl that,$PL
4,English,B’,inanimposs,NP2Adj,0.5,high,pl,0,0,the dresses,of the dirty girl,dresses,girl,The dressmaker was sewing the dresses of the dirty girl that MASKTOKEN on the floor.,The dressmaker was sewing the dresses of the dirty girl that,$PL
5,English,B’,inanimposs,noAdj,0.55,ambi,sg,0,0,the car,of the neighbor,car,neighbor,We borrowed the car of the neighbor that MASKTOKEN nearby.,We borrowed the car of the neighbor that,$SG
5,English,B’,inanimposs,noAdj,0.55,low,sg,0,0,the cars,of the neighbor,cars,neighbor,We borrowed the cars of the neighbor that MASKTOKEN nearby.,We borrowed the cars of the neighbor that,$SG
5,English,B’,inanimposs,noAdj,0.55,high,sg,0,0,the car,of the neighbors,car,neighbors,We borrowed the car of the neighbors that MASKTOKEN nearby.,We borrowed the car of the neighbors that,$SG
5,English,B’,inanimposs,noAdj,0.55,ambi,pl,0,0,the cars,of the neighbors,cars,neighbors,We borrowed the cars of the neighbors that MASKTOKEN nearby.,We borrowed the cars of the neighbors that,$PL
5,English,B’,inanimposs,noAdj,0.55,low,pl,0,0,the car,of the neighbors,car,neighbors,We borrowed the car of the neighbors that MASKTOKEN nearby.,We borrowed the car of the neighbors that,$PL
5,English,B’,inanimposs,noAdj,0.55,high,pl,0,0,the cars,of the neighbor,cars,neighbor,We borrowed the cars of the neighbor that MASKTOKEN nearby.,We borrowed the cars of the neighbor that,$PL
5,English,B’,inanimposs,NP1Adj,0.55,ambi,sg,0,0,the old car,of the neighbor,car,neighbor,We borrowed the old car of the neighbor that MASKTOKEN nearby.,We borrowed the old car of the neighbor that,$SG
5,English,B’,inanimposs,NP1Adj,0.55,low,sg,0,0,the old cars,of the neighbor,cars,neighbor,We borrowed the old cars of the neighbor that MASKTOKEN nearby.,We borrowed the old cars of the neighbor that,$SG
5,English,B’,inanimposs,NP1Adj,0.55,high,sg,0,0,the old car,of the neighbors,car,neighbors,We borrowed the old car of the neighbors that MASKTOKEN nearby.,We borrowed the old car of the neighbors that,$SG
5,English,B’,inanimposs,NP1Adj,0.55,ambi,pl,0,0,the old cars,of the neighbors,cars,neighbors,We borrowed the old cars of the neighbors that MASKTOKEN nearby.,We borrowed the old cars of the neighbors that,$PL
5,English,B’,inanimposs,NP1Adj,0.55,low,pl,0,0,the old car,of the neighbors,car,neighbors,We borrowed the old car of the neighbors that MASKTOKEN nearby.,We borrowed the old car of the neighbors that,$PL
5,English,B’,inanimposs,NP1Adj,0.55,high,pl,0,0,the old cars,of the neighbor,cars,neighbor,We borrowed the old cars of the neighbor that MASKTOKEN nearby.,We borrowed the old cars of the neighbor that,$PL
5,English,B’,inanimposs,NP2Adj,0.55,ambi,sg,0,0,the car,of the old neighbor,car,neighbor,We borrowed the car of the old neighbor that MASKTOKEN nearby.,We borrowed the car of the old neighbor that,$SG
5,English,B’,inanimposs,NP2Adj,0.55,low,sg,0,0,the cars,of the old neighbor,cars,neighbor,We borrowed the cars of the old neighbor that MASKTOKEN nearby.,We borrowed the cars of the old neighbor that,$SG
5,English,B’,inanimposs,NP2Adj,0.55,high,sg,0,0,the car,of the old neighbors,car,neighbors,We borrowed the car of the old neighbors that MASKTOKEN nearby.,We borrowed the car of the old neighbors that,$SG
5,English,B’,inanimposs,NP2Adj,0.55,ambi,pl,0,0,the cars,of the old neighbors,cars,neighbors,We borrowed the cars of the old neighbors that MASKTOKEN nearby.,We borrowed the cars of the old neighbors that,$PL
5,English,B’,inanimposs,NP2Adj,0.55,low,pl,0,0,the car,of the old neighbors,car,neighbors,We borrowed the car of the old neighbors that MASKTOKEN nearby.,We borrowed the car of the old neighbors that,$PL
5,English,B’,inanimposs,NP2Adj,0.55,high,pl,0,0,the cars,of the old neighbor,cars,neighbor,We borrowed the cars of the old neighbor that MASKTOKEN nearby.,We borrowed the cars of the old neighbor that,$PL
6,English,B’,inanimposs,noAdj,0.55,ambi,sg,0,0,the computer,of the secretary,computer,secretary,I had to borrow the computer of the secretary that MASKTOKEN in the office close to mine.,I had to borrow the computer of the secretary that,$SG
6,English,B’,inanimposs,noAdj,0.55,low,sg,0,0,the computers,of the secretary,computers,secretary,I had to borrow the computers of the secretary that MASKTOKEN in the office close to mine.,I had to borrow the computers of the secretary that,$SG
6,English,B’,inanimposs,noAdj,0.55,high,sg,0,0,the computer,of the secretaries,computer,secretaries,I had to borrow the computer of the secretaries that MASKTOKEN in the office close to mine.,I had to borrow the computer of the secretaries that,$SG
6,English,B’,inanimposs,noAdj,0.55,ambi,pl,0,0,the computers,of the secretaries,computers,secretaries,I had to borrow the computers of the secretaries that MASKTOKEN in the office close to mine.,I had to borrow the computers of the secretaries that,$PL
6,English,B’,inanimposs,noAdj,0.55,low,pl,0,0,the computer,of the secretaries,computer,secretaries,I had to borrow the computer of the secretaries that MASKTOKEN in the office close to mine.,I had to borrow the computer of the secretaries that,$PL
6,English,B’,inanimposs,noAdj,0.55,high,pl,0,0,the computers,of the secretary,computers,secretary,I had to borrow the computers of the secretary that MASKTOKEN in the office close to mine.,I had to borrow the computers of the secretary that,$PL
6,English,B’,inanimposs,NP1Adj,0.55,ambi,sg,0,0,the new computer,of the secretary,computer,secretary,I had to borrow the new computer of the secretary that MASKTOKEN in the office close to mine.,I had to borrow the new computer of the secretary that,$SG
6,English,B’,inanimposs,NP1Adj,0.55,low,sg,0,0,the new computers,of the secretary,computers,secretary,I had to borrow the new computers of the secretary that MASKTOKEN in the office close to mine.,I had to borrow the new computers of the secretary that,$SG
6,English,B’,inanimposs,NP1Adj,0.55,high,sg,0,0,the new computer,of the secretaries,computer,secretaries,I had to borrow the new computer of the secretaries that MASKTOKEN in the office close to mine.,I had to borrow the new computer of the secretaries that,$SG
6,English,B’,inanimposs,NP1Adj,0.55,ambi,pl,0,0,the new computers,of the secretaries,computers,secretaries,I had to borrow the new computers of the secretaries that MASKTOKEN in the office close to mine.,I had to borrow the new computers of the secretaries that,$PL
6,English,B’,inanimposs,NP1Adj,0.55,low,pl,0,0,the new computer,of the secretaries,computer,secretaries,I had to borrow the new computer of the secretaries that MASKTOKEN in the office close to mine.,I had to borrow the new computer of the secretaries that,$PL
6,English,B’,inanimposs,NP1Adj,0.55,high,pl,0,0,the new computers,of the secretary,computers,secretary,I had to borrow the new computers of the secretary that MASKTOKEN in the office close to mine.,I had to borrow the new computers of the secretary that,$PL
6,English,B’,inanimposs,NP2Adj,0.55,ambi,sg,0,0,the computer,of the new secretary,computer,secretary,I had to borrow the computer of the new secretary that MASKTOKEN in the office close to mine.,I had to borrow the computer of the new secretary that,$SG
6,English,B’,inanimposs,NP2Adj,0.55,low,sg,0,0,the computers,of the new secretary,computers,secretary,I had to borrow the computers of the new secretary that MASKTOKEN in the office close to mine.,I had to borrow the computers of the new secretary that,$SG
6,English,B’,inanimposs,NP2Adj,0.55,high,sg,0,0,the computer,of the new secretaries,computer,secretaries,I had to borrow the computer of the new secretaries that MASKTOKEN in the office close to mine.,I had to borrow the computer of the new secretaries that,$SG
6,English,B’,inanimposs,NP2Adj,0.55,ambi,pl,0,0,the computers,of the new secretaries,computers,secretaries,I had to borrow the computers of the new secretaries that MASKTOKEN in the office close to mine.,I had to borrow the computers of the new secretaries that,$PL
6,English,B’,inanimposs,NP2Adj,0.55,low,pl,0,0,the computer,of the new secretaries,computer,secretaries,I had to borrow the computer of the new secretaries that MASKTOKEN in the office close to mine.,I had to borrow the computer of the new secretaries that,$PL
6,English,B’,inanimposs,NP2Adj,0.55,high,pl,0,0,the computers,of the new secretary,computers,secretary,I had to borrow the computers of the new secretary that MASKTOKEN in the office close to mine.,I had to borrow the computers of the new secretary that,$PL
1,English,C,with,def,0.74,ambi,sg,1,1,the sandwich,with the side,sandwich,side,The count ordered the sandwich with the side that MASKTOKEN prepared especially well.,The count ordered the sandwich with the side that,$SG
1,English,C,with,def,0.74,low,sg,1,1,the sandwiches,with the side,sandwiches,side,The count ordered the sandwiches with the side that MASKTOKEN prepared especially well.,The count ordered the sandwiches with the side that,$SG
1,English,C,with,def,0.74,high,sg,1,1,the sandwich,with the sides,sandwich,sides,The count ordered the sandwich with the sides that MASKTOKEN prepared especially well.,The count ordered the sandwich with the sides that,$SG
1,English,C,with,def,0.74,ambi,pl,1,1,the sandwiches,with the sides,sandwiches,sides,The count ordered the sandwiches with the sides that MASKTOKEN prepared especially well.,The count ordered the sandwiches with the sides that,$PL
1,English,C,with,def,0.74,low,pl,1,1,the sandwich,with the sides,sandwich,sides,The count ordered the sandwich with the sides that MASKTOKEN prepared especially well.,The count ordered the sandwich with the sides that,$PL
1,English,C,with,def,0.74,high,pl,1,1,the sandwiches,with the side,sandwiches,side,The count ordered the sandwiches with the side that MASKTOKEN prepared especially well.,The count ordered the sandwiches with the side that,$PL
1,English,C,with,NP1indef,0.74,ambi,sg,1,1,a sandwich,with the side,sandwich,side,The count ordered a sandwich with the side that MASKTOKEN prepared especially well.,The count ordered a sandwich with the side that,$SG
1,English,C,with,NP1indef,0.74,low,sg,1,1,the sandwiches,with the side,sandwiches,side,The count ordered the sandwiches with the side that MASKTOKEN prepared especially well.,The count ordered the sandwiches with the side that,$SG
1,English,C,with,NP1indef,0.74,high,sg,1,1,a sandwich,with the sides,sandwich,sides,The count ordered a sandwich with the sides that MASKTOKEN prepared especially well.,The count ordered a sandwich with the sides that,$SG
1,English,C,with,NP1indef,0.74,ambi,pl,1,1,the sandwiches,with the sides,sandwiches,sides,The count ordered the sandwiches with the sides that MASKTOKEN prepared especially well.,The count ordered the sandwiches with the sides that,$PL
1,English,C,with,NP1indef,0.74,low,pl,1,1,a sandwich,with the sides,sandwich,sides,The count ordered a sandwich with the sides that MASKTOKEN prepared especially well.,The count ordered a sandwich with the sides that,$PL
1,English,C,with,NP1indef,0.74,high,pl,1,1,the sandwiches,with the side,sandwiches,side,The count ordered the sandwiches with the side that MASKTOKEN prepared especially well.,The count ordered the sandwiches with the side that,$PL
1,English,C,with,NP2indef,0.74,ambi,sg,1,1,the sandwich,with a side,sandwich,side,The count ordered the sandwich with a side that MASKTOKEN prepared especially well.,The count ordered the sandwich with a side that,$SG
1,English,C,with,NP2indef,0.74,low,sg,1,1,some sandwiches,with a side,sandwiches,side,The count ordered some sandwiches with a side that MASKTOKEN prepared especially well.,The count ordered some sandwiches with a side that,$SG
1,English,C,with,NP2indef,0.74,high,sg,1,1,the sandwich,with some sides,sandwich,sides,The count ordered the sandwich with some sides that MASKTOKEN prepared especially well.,The count ordered the sandwich with some sides that,$SG
