item,lang,exp,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob
4,English,Cuetos_Mitchell,low,sg,0,0,the cases,of the tourist,cases,tourist,A thief was keeping an eye on the cases of the tourist that MASKTOKEN by the mailbox.,A thief was keeping an eye on the cases of the tourist that,$SG,A thief was keeping an eye on the cases of the tourist that MASKTOKEN by the mailbox.,wikitext-103_LSTM_400_21-d0.2.pt,0.1501622506455433
4,English,Cuetos_Mitchell,high,sg,0,0,the case,of the tourists,case,tourists,A thief was keeping an eye on the case of the tourists that MASKTOKEN by the mailbox.,A thief was keeping an eye on the case of the tourists that,$SG,A thief was keeping an eye on the case of the tourists that MASKTOKEN by the mailbox.,wikitext-103_LSTM_400_21-d0.2.pt,0.0574713635382968
4,English,Cuetos_Mitchell,low,pl,0,0,the case,of the tourists,case,tourists,A thief was keeping an eye on the case of the tourists that MASKTOKEN by the mailbox.,A thief was keeping an eye on the case of the tourists that,$PL,A thief was keeping an eye on the case of the tourists that MASKTOKEN by the mailbox.,wikitext-103_LSTM_400_21-d0.2.pt,0.1467767875900847
4,English,Cuetos_Mitchell,high,pl,0,0,the cases,of the tourist,cases,tourist,A thief was keeping an eye on the cases of the tourist that MASKTOKEN by the mailbox.,A thief was keeping an eye on the cases of the tourist that,$PL,A thief was keeping an eye on the cases of the tourist that MASKTOKEN by the mailbox.,wikitext-103_LSTM_400_21-d0.2.pt,0.0578924179801418
5,English,Cuetos_Mitchell,low,sg,1,0,the animals,of the peasant,animals,peasant,The tourist photographed the animals of the peasant that MASKTOKEN by the puddle.,The tourist photographed the animals of the peasant that,$SG,The tourist photographed the animals of the peasant that MASKTOKEN by the puddle.,wikitext-103_LSTM_400_21-d0.2.pt,0.1305473046330334
5,English,Cuetos_Mitchell,high,sg,1,0,the animal,of the peasants,animal,peasants,The tourist photographed the animal of the peasants that MASKTOKEN by the puddle.,The tourist photographed the animal of the peasants that,$SG,The tourist photographed the animal of the peasants that MASKTOKEN by the puddle.,wikitext-103_LSTM_400_21-d0.2.pt,0.0995281024050598
5,English,Cuetos_Mitchell,low,pl,1,0,the animal,of the peasants,animal,peasants,The tourist photographed the animal of the peasants that MASKTOKEN by the puddle.,The tourist photographed the animal of the peasants that,$PL,The tourist photographed the animal of the peasants that MASKTOKEN by the puddle.,wikitext-103_LSTM_400_21-d0.2.pt,0.2203222867972165
5,English,Cuetos_Mitchell,high,pl,1,0,the animals,of the peasant,animals,peasant,The tourist photographed the animals of the peasant that MASKTOKEN by the puddle.,The tourist photographed the animals of the peasant that,$PL,The tourist photographed the animals of the peasant that MASKTOKEN by the puddle.,wikitext-103_LSTM_400_21-d0.2.pt,0.2193304023625444
6,English,Cuetos_Mitchell,low,sg,0,1,the sisters,of the driver,sisters,driver,The police arrested the sisters of the driver who MASKTOKEN in Melilla.,The police arrested the sisters of the driver who,$SG,The police arrested the sisters of the driver who MASKTOKEN in Melilla.,wikitext-103_LSTM_400_21-d0.2.pt,0.1343387095449031
6,English,Cuetos_Mitchell,high,sg,0,1,the sister,of the driver,sister,driver,The police arrested the sister of the driver who MASKTOKEN in Melilla.,The police arrested the sister of the driver who,$SG,The police arrested the sister of the driver who MASKTOKEN in Melilla.,wikitext-103_LSTM_400_21-d0.2.pt,0.2399368882836821
6,English,Cuetos_Mitchell,low,pl,0,1,the sister,of the driver,sister,driver,The police arrested the sister of the driver who MASKTOKEN in Melilla.,The police arrested the sister of the driver who,$PL,The police arrested the sister of the driver who MASKTOKEN in Melilla.,wikitext-103_LSTM_400_21-d0.2.pt,0.0234835721697647
6,English,Cuetos_Mitchell,high,pl,0,1,the sisters,of the driver,sisters,driver,The police arrested the sisters of the driver who MASKTOKEN in Melilla.,The police arrested the sisters of the driver who,$PL,The police arrested the sisters of the driver who MASKTOKEN in Melilla.,wikitext-103_LSTM_400_21-d0.2.pt,0.0980392926352082
7,English,Cuetos_Mitchell,low,sg,1,0,the medicines,of the patient,medicines,patient,The nurse took the medicines of the patient that MASKTOKEN by the window.,The nurse took the medicines of the patient that,$SG,The nurse took the medicines of the patient that MASKTOKEN by the window.,wikitext-103_LSTM_400_21-d0.2.pt,0.2076571350013436
7,English,Cuetos_Mitchell,high,sg,1,0,the medicine,of the patients,medicine,patients,The nurse took the medicine of the patients that MASKTOKEN by the window.,The nurse took the medicine of the patients that,$SG,The nurse took the medicine of the patients that MASKTOKEN by the window.,wikitext-103_LSTM_400_21-d0.2.pt,0.0760714755849498
7,English,Cuetos_Mitchell,low,pl,1,0,the medicine,of the patients,medicine,patients,The nurse took the medicine of the patients that MASKTOKEN by the window.,The nurse took the medicine of the patients that,$PL,The nurse took the medicine of the patients that MASKTOKEN by the window.,wikitext-103_LSTM_400_21-d0.2.pt,0.1279101352923781
7,English,Cuetos_Mitchell,high,pl,1,0,the medicines,of the patient,medicines,patient,The nurse took the medicines of the patient that MASKTOKEN by the window.,The nurse took the medicines of the patient that,$PL,The nurse took the medicines of the patient that MASKTOKEN by the window.,wikitext-103_LSTM_400_21-d0.2.pt,0.0390629753098528
8,English,Cuetos_Mitchell,low,sg,1,1,the siblings,of the farmer,siblings,farmer,Andrew was speaking with the siblings of the farmer who MASKTOKEN in Brazil.,Andrew was speaking with the siblings of the farmer who,$SG,Andrew was speaking with the siblings of the farmer who MASKTOKEN in Brazil.,wikitext-103_LSTM_400_21-d0.2.pt,0.0922318821976793
8,English,Cuetos_Mitchell,high,sg,1,1,the sibling,of the farmers,sibling,farmers,Andrew was speaking with the sibling of the farmers who MASKTOKEN in Brazil.,Andrew was speaking with the sibling of the farmers who,$SG,Andrew was speaking with the sibling of the farmers who MASKTOKEN in Brazil.,wikitext-103_LSTM_400_21-d0.2.pt,0.0223694914195018
8,English,Cuetos_Mitchell,low,pl,1,1,the sibling,of the farmers,sibling,farmers,Andrew was speaking with the sibling of the farmers who MASKTOKEN in Brazil.,Andrew was speaking with the sibling of the farmers who,$PL,Andrew was speaking with the sibling of the farmers who MASKTOKEN in Brazil.,wikitext-103_LSTM_400_21-d0.2.pt,0.1782279086873477
8,English,Cuetos_Mitchell,high,pl,1,1,the siblings,of the farmer,siblings,farmer,Andrew was speaking with the siblings of the farmer who MASKTOKEN in Brazil.,Andrew was speaking with the siblings of the farmer who,$PL,Andrew was speaking with the siblings of the farmer who MASKTOKEN in Brazil.,wikitext-103_LSTM_400_21-d0.2.pt,0.1190712981318977
9,English,Cuetos_Mitchell,low,sg,0,0,the shoes,of the guest,shoes,guest,The servant contemplated the shoes of the guest that MASKTOKEN close to the fireplace.,The servant contemplated the shoes of the guest that,$SG,The servant contemplated the shoes of the guest that MASKTOKEN close to the fireplace.,wikitext-103_LSTM_400_21-d0.2.pt,0.0971372152533085
9,English,Cuetos_Mitchell,high,sg,0,0,the shoe,of the guests,shoe,guests,The servant contemplated the shoe of the guests that MASKTOKEN close to the fireplace.,The servant contemplated the shoe of the guests that,$SG,The servant contemplated the shoe of the guests that MASKTOKEN close to the fireplace.,wikitext-103_LSTM_400_21-d0.2.pt,0.0771257012778292
9,English,Cuetos_Mitchell,low,pl,0,0,the shoe,of the guests,shoe,guests,The servant contemplated the shoe of the guests that MASKTOKEN close to the fireplace.,The servant contemplated the shoe of the guests that,$PL,The servant contemplated the shoe of the guests that MASKTOKEN close to the fireplace.,wikitext-103_LSTM_400_21-d0.2.pt,0.1109849985025519
9,English,Cuetos_Mitchell,high,pl,0,0,the shoes,of the guest,shoes,guest,The servant contemplated the shoes of the guest that MASKTOKEN close to the fireplace.,The servant contemplated the shoes of the guest that,$PL,The servant contemplated the shoes of the guest that MASKTOKEN close to the fireplace.,wikitext-103_LSTM_400_21-d0.2.pt,0.1337427338853132
10,English,Cuetos_Mitchell,low,sg,0,1,the girlfriends,of the town leader,girlfriends,leader,Yesterday I met with the girlfriends of the town leader who MASKTOKEN in Australia.,Yesterday I met with the girlfriends of the town leader who,$SG,Yesterday I met with the girlfriends of the town leader who MASKTOKEN in Australia.,wikitext-103_LSTM_400_21-d0.2.pt,0.1396955600505869
10,English,Cuetos_Mitchell,high,sg,0,1,the girlfriend,of the town leaders,girlfriend,leaders,Yesterday I met with the girlfriend of the town leaders who MASKTOKEN in Australia.,Yesterday I met with the girlfriend of the town leaders who,$SG,Yesterday I met with the girlfriend of the town leaders who MASKTOKEN in Australia.,wikitext-103_LSTM_400_21-d0.2.pt,0.0418688650569492
10,English,Cuetos_Mitchell,low,pl,0,1,the girlfriend,of the town leaders,girlfriend,leaders,Yesterday I met with the girlfriend of the town leaders who MASKTOKEN in Australia.,Yesterday I met with the girlfriend of the town leaders who,$PL,Yesterday I met with the girlfriend of the town leaders who MASKTOKEN in Australia.,wikitext-103_LSTM_400_21-d0.2.pt,0.1707595633619183
10,English,Cuetos_Mitchell,high,pl,0,1,the girlfriends,of the town leader,girlfriends,leader,Yesterday I met with the girlfriends of the town leader who MASKTOKEN in Australia.,Yesterday I met with the girlfriends of the town leader who,$PL,Yesterday I met with the girlfriends of the town leader who MASKTOKEN in Australia.,wikitext-103_LSTM_400_21-d0.2.pt,0.1053233203921077
11,English,Cuetos_Mitchell,low,sg,0,1,the horses,of the traveler,horses,traveler,The bailiff locked up the horses of the traveler that MASKTOKEN by the bridge.,The bailiff locked up the horses of the traveler that,$SG,The bailiff locked up the horses of the traveler that MASKTOKEN by the bridge.,wikitext-103_LSTM_400_21-d0.2.pt,0.0510738462286255
11,English,Cuetos_Mitchell,high,sg,0,1,the horse,of the travelers,horse,travelers,The bailiff locked up the horse of the travelers that MASKTOKEN by the bridge.,The bailiff locked up the horse of the travelers that,$SG,The bailiff locked up the horse of the travelers that MASKTOKEN by the bridge.,wikitext-103_LSTM_400_21-d0.2.pt,0.1002750852093008
11,English,Cuetos_Mitchell,low,pl,0,1,the horse,of the travelers,horse,travelers,The bailiff locked up the horse of the travelers that MASKTOKEN by the bridge.,The bailiff locked up the horse of the travelers that,$PL,The bailiff locked up the horse of the travelers that MASKTOKEN by the bridge.,wikitext-103_LSTM_400_21-d0.2.pt,0.0993129452113557
11,English,Cuetos_Mitchell,high,pl,0,1,the horses,of the traveler,horses,traveler,The bailiff locked up the horses of the traveler that MASKTOKEN by the bridge.,The bailiff locked up the horses of the traveler that,$PL,The bailiff locked up the horses of the traveler that MASKTOKEN by the bridge.,wikitext-103_LSTM_400_21-d0.2.pt,0.0778334316812845
12,English,Cuetos_Mitchell,low,sg,0,0,the toys,of the baby,toys,baby,The old lady was observing the toys of the baby that MASKTOKEN on the bed.,The old lady was observing the toys of the baby that,$SG,The old lady was observing the toys of the baby that MASKTOKEN on the bed.,wikitext-103_LSTM_400_21-d0.2.pt,0.118071998937479
12,English,Cuetos_Mitchell,high,sg,0,0,the toy,of the babies,toy,babies,The old lady was observing the toy of the babies that MASKTOKEN on the bed.,The old lady was observing the toy of the babies that,$SG,The old lady was observing the toy of the babies that MASKTOKEN on the bed.,wikitext-103_LSTM_400_21-d0.2.pt,0.0863423530131459
12,English,Cuetos_Mitchell,low,pl,0,0,the toy,of the babies,toy,babies,The old lady was observing the toy of the babies that MASKTOKEN on the bed.,The old lady was observing the toy of the babies that,$PL,The old lady was observing the toy of the babies that MASKTOKEN on the bed.,wikitext-103_LSTM_400_21-d0.2.pt,0.1602274752364643
12,English,Cuetos_Mitchell,high,pl,0,0,the toys,of the baby,toys,baby,The old lady was observing the toys of the baby that MASKTOKEN on the bed.,The old lady was observing the toys of the baby that,$PL,The old lady was observing the toys of the baby that MASKTOKEN on the bed.,wikitext-103_LSTM_400_21-d0.2.pt,0.1487176096964901
13,English,Cuetos_Mitchell,low,sg,0,1,the daughters,of the captain,daughters,captain,The journalist interviewed the daughters of the captain who MASKTOKEN near the accident.,The journalist interviewed the daughters of the captain who,$SG,The journalist interviewed the daughters of the captain who MASKTOKEN near the accident.,wikitext-103_LSTM_400_21-d0.2.pt,0.1227644604235551
13,English,Cuetos_Mitchell,high,sg,0,1,the daughter,of the captains,daughter,captains,The journalist interviewed the daughter of the captains who MASKTOKEN near the accident.,The journalist interviewed the daughter of the captains who,$SG,The journalist interviewed the daughter of the captains who MASKTOKEN near the accident.,wikitext-103_LSTM_400_21-d0.2.pt,0.0174868185904331
13,English,Cuetos_Mitchell,low,pl,0,1,the daughter,of the captains,daughter,captains,The journalist interviewed the daughter of the captains who MASKTOKEN near the accident.,The journalist interviewed the daughter of the captains who,$PL,The journalist interviewed the daughter of the captains who MASKTOKEN near the accident.,wikitext-103_LSTM_400_21-d0.2.pt,0.1559035635616656
13,English,Cuetos_Mitchell,high,pl,0,1,the daughters,of the captain,daughters,captain,The journalist interviewed the daughters of the captain who MASKTOKEN near the accident.,The journalist interviewed the daughters of the captain who,$PL,The journalist interviewed the daughters of the captain who MASKTOKEN near the accident.,wikitext-103_LSTM_400_21-d0.2.pt,0.0678001128499721
14,English,Cuetos_Mitchell,low,sg,0,1,the bags,of the visitor,bags,visitor,The peasant was gazing at the bags of the visitor that MASKTOKEN under a tree.,The peasant was gazing at the bags of the visitor that,$SG,The peasant was gazing at the bags of the visitor that MASKTOKEN under a tree.,wikitext-103_LSTM_400_21-d0.2.pt,0.1543560290721366
14,English,Cuetos_Mitchell,high,sg,0,1,the bag,of the visitors,bag,visitors,The peasant was gazing at the bag of the visitors that MASKTOKEN under a tree.,The peasant was gazing at the bag of the visitors that,$SG,The peasant was gazing at the bag of the visitors that MASKTOKEN under a tree.,wikitext-103_LSTM_400_21-d0.2.pt,0.0665827624591681
14,English,Cuetos_Mitchell,low,pl,0,1,the bag,of the visitors,bag,visitors,The peasant was gazing at the bag of the visitors that MASKTOKEN under a tree.,The peasant was gazing at the bag of the visitors that,$PL,The peasant was gazing at the bag of the visitors that MASKTOKEN under a tree.,wikitext-103_LSTM_400_21-d0.2.pt,0.1409644814563009
14,English,Cuetos_Mitchell,high,pl,0,1,the bags,of the visitor,bags,visitor,The peasant was gazing at the bags of the visitor that MASKTOKEN under a tree.,The peasant was gazing at the bags of the visitor that,$PL,The peasant was gazing at the bags of the visitor that MASKTOKEN under a tree.,wikitext-103_LSTM_400_21-d0.2.pt,0.0581399542039058
15,English,Cuetos_Mitchell,low,sg,0,0,the boxes,of the soldier,boxes,soldier,The people watched the boxes of the soldier that MASKTOKEN on the platform.,The people watched the boxes of the soldier that,$SG,The people watched the boxes of the soldier that MASKTOKEN on the platform.,wikitext-103_LSTM_400_21-d0.2.pt,0.0991265932876466
15,English,Cuetos_Mitchell,high,sg,0,0,the box,of the soldiers,box,soldiers,The people watched the box of the soldiers that MASKTOKEN on the platform.,The people watched the box of the soldiers that,$SG,The people watched the box of the soldiers that MASKTOKEN on the platform.,wikitext-103_LSTM_400_21-d0.2.pt,0.0332723604127966
15,English,Cuetos_Mitchell,low,pl,0,0,the box,of the soldiers,box,soldiers,The people watched the box of the soldiers that MASKTOKEN on the platform.,The people watched the box of the soldiers that,$PL,The people watched the box of the soldiers that MASKTOKEN on the platform.,wikitext-103_LSTM_400_21-d0.2.pt,0.1982268949906398
15,English,Cuetos_Mitchell,high,pl,0,0,the boxes,of the soldier,boxes,soldier,The people watched the boxes of the soldier that MASKTOKEN on the platform.,The people watched the boxes of the soldier that,$PL,The people watched the boxes of the soldier that MASKTOKEN on the platform.,wikitext-103_LSTM_400_21-d0.2.pt,0.1147533263827753
16,English,Cuetos_Mitchell,low,sg,0,1,the dogs,of the fruit dealer,dogs,dealer,Lewis ran over the dogs of the fruit dealer that MASKTOKEN to this district.,Lewis ran over the dogs of the fruit dealer that,$SG,Lewis ran over the dogs of the fruit dealer that MASKTOKEN to this district.,wikitext-103_LSTM_400_21-d0.2.pt,0.1245773312534339
16,English,Cuetos_Mitchell,high,sg,0,1,the dog,of the fruit dealers,dog,dealers,Lewis ran over the dog of the fruit dealers that MASKTOKEN to this district.,Lewis ran over the dog of the fruit dealers that,$SG,Lewis ran over the dog of the fruit dealers that MASKTOKEN to this district.,wikitext-103_LSTM_400_21-d0.2.pt,0.0866800352397199
16,English,Cuetos_Mitchell,low,pl,0,1,the dog,of the fruit dealers,dog,dealers,Lewis ran over the dog of the fruit dealers that MASKTOKEN to this district.,Lewis ran over the dog of the fruit dealers that,$PL,Lewis ran over the dog of the fruit dealers that MASKTOKEN to this district.,wikitext-103_LSTM_400_21-d0.2.pt,0.0777311911113898
16,English,Cuetos_Mitchell,high,pl,0,1,the dogs,of the fruit dealer,dogs,dealer,Lewis ran over the dogs of the fruit dealer that MASKTOKEN to this district.,Lewis ran over the dogs of the fruit dealer that,$PL,Lewis ran over the dogs of the fruit dealer that MASKTOKEN to this district.,wikitext-103_LSTM_400_21-d0.2.pt,0.0519595065115723
17,English,Cuetos_Mitchell,low,sg,1,1,the relatives,of the worker,relatives,worker,Andrew had dinner with the relatives of the worker who MASKTOKEN a member of the communist party.,Andrew had dinner with the relatives of the worker who,$SG,Andrew had dinner with the relatives of the worker who MASKTOKEN a member of the communist party.,wikitext-103_LSTM_400_21-d0.2.pt,0.1579674308425109
17,English,Cuetos_Mitchell,high,sg,1,1,the relative,of the workers,relative,workers,Andrew had dinner with the relative of the workers who MASKTOKEN a member of the communist party.,Andrew had dinner with the relative of the workers who,$SG,Andrew had dinner with the relative of the workers who MASKTOKEN a member of the communist party.,wikitext-103_LSTM_400_21-d0.2.pt,0.0191555162052969
17,English,Cuetos_Mitchell,low,pl,1,1,the relative,of the workers,relative,workers,Andrew had dinner with the relative of the workers who MASKTOKEN a member of the communist party.,Andrew had dinner with the relative of the workers who,$PL,Andrew had dinner with the relative of the workers who MASKTOKEN a member of the communist party.,wikitext-103_LSTM_400_21-d0.2.pt,0.1470298407090107
17,English,Cuetos_Mitchell,high,pl,1,1,the relatives,of the worker,relatives,worker,Andrew had dinner with the relatives of the worker who MASKTOKEN a member of the communist party.,Andrew had dinner with the relatives of the worker who,$PL,Andrew had dinner with the relatives of the worker who MASKTOKEN a member of the communist party.,wikitext-103_LSTM_400_21-d0.2.pt,0.0419341058780613
18,English,Cuetos_Mitchell,low,sg,0,0,the cats,of the french girl,cats,girl,George was stroking the cats of the french girl that MASKTOKEN at the fountain.,George was stroking the cats of the french girl that,$SG,George was stroking the cats of the french girl that MASKTOKEN at the fountain.,wikitext-103_LSTM_400_21-d0.2.pt,0.1012364510424088
18,English,Cuetos_Mitchell,high,sg,0,0,the cat,of the french girls,cat,girls,George was stroking the cat of the french girls that MASKTOKEN at the fountain.,George was stroking the cat of the french girls that,$SG,George was stroking the cat of the french girls that MASKTOKEN at the fountain.,wikitext-103_LSTM_400_21-d0.2.pt,0.1115078944509182
18,English,Cuetos_Mitchell,low,pl,0,0,the cat,of the french girls,cat,girls,George was stroking the cat of the french girls that MASKTOKEN at the fountain.,George was stroking the cat of the french girls that,$PL,George was stroking the cat of the french girls that MASKTOKEN at the fountain.,wikitext-103_LSTM_400_21-d0.2.pt,0.0882054243623535
18,English,Cuetos_Mitchell,high,pl,0,0,the cats,of the french girl,cats,girl,George was stroking the cats of the french girl that MASKTOKEN at the fountain.,George was stroking the cats of the french girl that,$PL,George was stroking the cats of the french girl that MASKTOKEN at the fountain.,wikitext-103_LSTM_400_21-d0.2.pt,0.1266123893686916
19,English,Cuetos_Mitchell,low,sg,0,0,the brothers,of the priest,brothers,priest,Martha cheered the brothers of the priest who MASKTOKEN in the school.,Martha cheered the brothers of the priest who,$SG,Martha cheered the brothers of the priest who MASKTOKEN in the school.,wikitext-103_LSTM_400_21-d0.2.pt,0.1445074451058192
19,English,Cuetos_Mitchell,high,sg,0,0,the brother,of the priests,brother,priests,Martha cheered the brother of the priests who MASKTOKEN in the school.,Martha cheered the brother of the priests who,$SG,Martha cheered the brother of the priests who MASKTOKEN in the school.,wikitext-103_LSTM_400_21-d0.2.pt,0.0227392317038552
19,English,Cuetos_Mitchell,low,pl,0,0,the brother,of the priests,brother,priests,Martha cheered the brother of the priests who MASKTOKEN in the school.,Martha cheered the brother of the priests who,$PL,Martha cheered the brother of the priests who MASKTOKEN in the school.,wikitext-103_LSTM_400_21-d0.2.pt,0.1875133269846509
19,English,Cuetos_Mitchell,high,pl,0,0,the brothers,of the priest,brothers,priest,Martha cheered the brothers of the priest who MASKTOKEN in the school.,Martha cheered the brothers of the priest who,$PL,Martha cheered the brothers of the priest who MASKTOKEN in the school.,wikitext-103_LSTM_400_21-d0.2.pt,0.0558006284409033
20,English,Cuetos_Mitchell,low,sg,1,0,the containers,of the student,containers,student,The detective photographed the containers of the student that MASKTOKEN on the terrace.,The detective photographed the containers of the student that,$SG,The detective photographed the containers of the student that MASKTOKEN on the terrace.,wikitext-103_LSTM_400_21-d0.2.pt,0.1063659634205826
20,English,Cuetos_Mitchell,high,sg,1,0,the container,of the students,container,students,The detective photographed the container of the students that MASKTOKEN on the terrace.,The detective photographed the container of the students that,$SG,The detective photographed the container of the students that MASKTOKEN on the terrace.,wikitext-103_LSTM_400_21-d0.2.pt,0.0810106806803965
20,English,Cuetos_Mitchell,low,pl,1,0,the container,of the students,container,students,The detective photographed the container of the students that MASKTOKEN on the terrace.,The detective photographed the container of the students that,$PL,The detective photographed the container of the students that MASKTOKEN on the terrace.,wikitext-103_LSTM_400_21-d0.2.pt,0.1434452791579161
20,English,Cuetos_Mitchell,high,pl,1,0,the containers,of the student,containers,student,The detective photographed the containers of the student that MASKTOKEN on the terrace.,The detective photographed the containers of the student that,$PL,The detective photographed the containers of the student that MASKTOKEN on the terrace.,wikitext-103_LSTM_400_21-d0.2.pt,0.1743740346720557
21,English,Cuetos_Mitchell,low,sg,0,1,the cousins,of the man,cousins,man,Mary argued with the cousins of the man who MASKTOKEN in Argentina.,Mary argued with the cousins of the man who,$SG,Mary argued with the cousins of the man who MASKTOKEN in Argentina.,wikitext-103_LSTM_400_21-d0.2.pt,0.2039640964526827
21,English,Cuetos_Mitchell,high,sg,0,1,the cousin,of the men,cousin,men,Mary argued with the cousin of the men who MASKTOKEN in Argentina.,Mary argued with the cousin of the men who,$SG,Mary argued with the cousin of the men who MASKTOKEN in Argentina.,wikitext-103_LSTM_400_21-d0.2.pt,0.0294233436416155
21,English,Cuetos_Mitchell,low,pl,0,1,the cousin,of the men,cousin,men,Mary argued with the cousin of the men who MASKTOKEN in Argentina.,Mary argued with the cousin of the men who,$PL,Mary argued with the cousin of the men who MASKTOKEN in Argentina.,wikitext-103_LSTM_400_21-d0.2.pt,0.1831230839673105
21,English,Cuetos_Mitchell,high,pl,0,1,the cousins,of the man,cousins,man,Mary argued with the cousins of the man who MASKTOKEN in Argentina.,Mary argued with the cousins of the man who,$PL,Mary argued with the cousins of the man who MASKTOKEN in Argentina.,wikitext-103_LSTM_400_21-d0.2.pt,0.0363885837898596
22,English,Cuetos_Mitchell,low,sg,1,0,the children,of the teacher,children,teacher,The boys poked fun at the children of the teacher who MASKTOKEN in the park.,The boys poked fun at the children of the teacher who,$SG,The boys poked fun at the children of the teacher who MASKTOKEN in the park.,wikitext-103_LSTM_400_21-d0.2.pt,0.1065744262954804
22,English,Cuetos_Mitchell,high,sg,1,0,the child,of the teachers,child,teachers,The boys poked fun at the child of the teachers who MASKTOKEN in the park.,The boys poked fun at the child of the teachers who,$SG,The boys poked fun at the child of the teachers who MASKTOKEN in the park.,wikitext-103_LSTM_400_21-d0.2.pt,0.0129726514130416
22,English,Cuetos_Mitchell,low,pl,1,0,the child,of the teachers,child,teachers,The boys poked fun at the child of the teachers who MASKTOKEN in the park.,The boys poked fun at the child of the teachers who,$PL,The boys poked fun at the child of the teachers who MASKTOKEN in the park.,wikitext-103_LSTM_400_21-d0.2.pt,0.2384610182914346
22,English,Cuetos_Mitchell,high,pl,1,0,the children,of the teacher,children,teacher,The boys poked fun at the children of the teacher who MASKTOKEN in the park.,The boys poked fun at the children of the teacher who,$PL,The boys poked fun at the children of the teacher who MASKTOKEN in the park.,wikitext-103_LSTM_400_21-d0.2.pt,0.1263936904820646
23,English,Cuetos_Mitchell,low,sg,1,1,the servants,of the lady,servants,lady,My mother argued with the servants of the lady who MASKTOKEN in the house.,My mother argued with the servants of the lady who,$SG,My mother argued with the servants of the lady who MASKTOKEN in the house.,wikitext-103_LSTM_400_21-d0.2.pt,0.1509296635199577
23,English,Cuetos_Mitchell,high,sg,1,1,the servant,of the ladies,servant,ladies,My mother argued with the servant of the ladies who MASKTOKEN in the house.,My mother argued with the servant of the ladies who,$SG,My mother argued with the servant of the ladies who MASKTOKEN in the house.,wikitext-103_LSTM_400_21-d0.2.pt,0.0438493927350118
23,English,Cuetos_Mitchell,low,pl,1,1,the servant,of the ladies,servant,ladies,My mother argued with the servant of the ladies who MASKTOKEN in the house.,My mother argued with the servant of the ladies who,$PL,My mother argued with the servant of the ladies who MASKTOKEN in the house.,wikitext-103_LSTM_400_21-d0.2.pt,0.1737488602883239
23,English,Cuetos_Mitchell,high,pl,1,1,the servants,of the lady,servants,lady,My mother argued with the servants of the lady who MASKTOKEN in the house.,My mother argued with the servants of the lady who,$PL,My mother argued with the servants of the lady who MASKTOKEN in the house.,wikitext-103_LSTM_400_21-d0.2.pt,0.0806091534688437
24,English,Cuetos_Mitchell,low,sg,0,0,the sons,of the doctor,sons,doctor,This afternoon I saw the sons of the doctor who MASKTOKEN at our home.,This afternoon I saw the sons of the doctor who,$SG,This afternoon I saw the sons of the doctor who MASKTOKEN at our home.,wikitext-103_LSTM_400_21-d0.2.pt,0.0418773515154917
24,English,Cuetos_Mitchell,high,sg,0,0,the son,of the doctors,son,doctors,This afternoon I saw the son of the doctors who MASKTOKEN at our home.,This afternoon I saw the son of the doctors who,$SG,This afternoon I saw the son of the doctors who MASKTOKEN at our home.,wikitext-103_LSTM_400_21-d0.2.pt,0.0331188805794437
24,English,Cuetos_Mitchell,low,pl,0,0,the son,of the doctors,son,doctors,This afternoon I saw the son of the doctors who MASKTOKEN at our home.,This afternoon I saw the son of the doctors who,$PL,This afternoon I saw the son of the doctors who MASKTOKEN at our home.,wikitext-103_LSTM_400_21-d0.2.pt,0.1756117363713683
24,English,Cuetos_Mitchell,high,pl,0,0,the sons,of the doctor,sons,doctor,This afternoon I saw the sons of the doctor who MASKTOKEN at our home.,This afternoon I saw the sons of the doctor who,$PL,This afternoon I saw the sons of the doctor who MASKTOKEN at our home.,wikitext-103_LSTM_400_21-d0.2.pt,0.1140648235341856
1a,English,Fernandez,low,sg,1,0,the relatives,of the teacher,relatives,teacher,Andrew had dinner yesterday with the relatives of the teacher that MASKTOKEN divorced.,Andrew had dinner yesterday with the relatives of the teacher that,$SG,Andrew had dinner yesterday with the relatives of the teacher that MASKTOKEN divorced.,wikitext-103_LSTM_400_22-d0.2.pt,0.1097725888878216
1a,English,Fernandez,high,sg,1,0,the relative,of the teachers,relative,teachers,Andrew had dinner yesterday with the relative of the teachers that MASKTOKEN divorced.,Andrew had dinner yesterday with the relative of the teachers that,$SG,Andrew had dinner yesterday with the relative of the teachers that MASKTOKEN divorced.,wikitext-103_LSTM_400_22-d0.2.pt,0.0317682241826293
1a,English,Fernandez,low,pl,1,0,the relative,of the teachers,relative,teachers,Andrew had dinner yesterday with the relative of the teachers that MASKTOKEN divorced.,Andrew had dinner yesterday with the relative of the teachers that,$PL,Andrew had dinner yesterday with the relative of the teachers that MASKTOKEN divorced.,wikitext-103_LSTM_400_22-d0.2.pt,0.1115885424572598
1a,English,Fernandez,high,pl,1,0,the relatives,of the teacher,relatives,teacher,Andrew had dinner yesterday with the relatives of the teacher that MASKTOKEN divorced.,Andrew had dinner yesterday with the relatives of the teacher that,$PL,Andrew had dinner yesterday with the relatives of the teacher that MASKTOKEN divorced.,wikitext-103_LSTM_400_22-d0.2.pt,0.0565733763484352
