item,lang,expType,exp,contrast,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob,expCat,N2PropSource,N2Prop
5,Spanish,A2,quantity,noAdj,ambi,sg,0,1,el paquete,de carne,paquete,carne,El vendedor nos trajo el paquete de carne que MASKTOKEN en el mostrador.,El vendedor nos trajo el paquete de carne que,$ES_SG,El vendedor nos trajo el paquete de carne que MASKTOKEN en el mostrador.,RuPERTa-base,0.5292231259984987,A,model,1.0
6,Spanish,A2,quantity,noAdj,ambi,sg,0,0,la maleta,de ropa,maleta,ropa,Cuando vamos de camping llevamos la maleta de ropa que MASKTOKEN en verano.,Cuando vamos de camping llevamos la maleta de ropa que,$ES_SG,Cuando vamos de camping llevamos la maleta de ropa que MASKTOKEN en verano.,RuPERTa-base,0.5917514572095115,A,model,1.0
7,Spanish,A2,quantity,noAdj,ambi,sg,1,0,el caso,de manzana,caso,manzana,En el comedor encontrarás el caso de manzana que MASKTOKEN sobra la mesa.,En el comedor encontrarás el caso de manzana que,$ES_SG,En el comedor encontrarás el caso de manzana que MASKTOKEN sobra la mesa.,RuPERTa-base,0.0322010496201841,A,model,0.8333333333333334
8,Spanish,A2,quantity,noAdj,ambi,sg,1,1,el paquete,de color,paquete,color,Julia recogió el paquete de color que MASKTOKEN sobra la mesa.,Julia recogió el paquete de color que,$ES_SG,Julia recogió el paquete de color que MASKTOKEN sobra la mesa.,RuPERTa-base,0.0687483062090592,A,model,1.0
9,Spanish,A2,quantity,noAdj,ambi,sg,1,1,la copa,de jugo,copa,jugo,Mi madre no vió la copa de jugo que MASKTOKEN de hormigas.,Mi madre no vió la copa de jugo que,$ES_SG,Mi madre no vió la copa de jugo que MASKTOKEN de hormigas.,RuPERTa-base,0.3933654351556015,A,model,1.0
1,Spanish,B1,kinship,def,ambi,sg,0,1,la pariente,del chico,pariente,chico,La maestra estuvo hablando con la pariente del chico que MASKTOKEN en el hospital.,La maestra estuvo hablando con la pariente del chico que,$ES_SG,La maestra estuvo hablando con la pariente del chico que MASKTOKEN en el hospital.,RuPERTa-base,0.5366666774782374,B,model,1.0
2,Spanish,B1,kinship,def,ambi,sg,0,1,la hija,del maestro,hija,maestro,Los periodistas entrevistaron a la hija del maestro que MASKTOKEN un accidente.,Los periodistas entrevistaron a la hija del maestro que,$ES_SG,Los periodistas entrevistaron a la hija del maestro que MASKTOKEN un accidente.,RuPERTa-base,0.3148821544341444,B,model,1.0
3,Spanish,B1,kinship,def,ambi,sg,1,1,la chica,del trabajador,chica,trabajador,Andrés estuvo cenando con la sobrina del portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con la sobrina del portero que,$ES_SG,Andrés estuvo cenando con la sobrina del portero que MASKTOKEN el verano pasado.,RuPERTa-base,0.2189353043732893,B,model,1.0
4,Spanish,B1,kinship,def,ambi,sg,1,1,la hermana,del ingeniero,hermana,ingeniero,Esta mañana me econtré con la tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía del mecánico que,$ES_SG,Esta mañana me econtré con la tía del mecánico que MASKTOKEN en mi bloque de pisos.,RuPERTa-base,0.4926510251185192,B,model,1.0
5,Spanish,B1,kinship,def,ambi,sg,0,0,la prima,del pintor,prima,pintor,La policía detuvo a la prima del pintor que MASKTOKEN en Marbella.,La policía detuvo a la prima del pintor que,$ES_SG,La policía detuvo a la prima del pintor que MASKTOKEN en Marbella.,RuPERTa-base,0.3814432712003679,B,model,0.3333333333333333
6,Spanish,B1,kinship,def,ambi,sg,0,0,la hermana,de la enfermera,hermana,enfermera,El portero conversaba con la hermana de la enfermera que MASKTOKEN amiga de mi madre.,El portero conversaba con la hermana de la enfermera que,$ES_SG,El portero conversaba con la hermana de la enfermera que MASKTOKEN amiga de mi madre.,RuPERTa-base,0.960700755804922,B,model,0.5
7,Spanish,B1,kinship,def,ambi,sg,1,0,de la hermana,del directivo,hermana,directivo,Todos en la oficina sintieron la muerta de la hermana del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de la hermana del directivo que,$ES_SG,Todos en la oficina sintieron la muerta de la hermana del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,RuPERTa-base,0.2042010083878971,B,model,1.0
8,Spanish,B1,kinship,def,ambi,sg,1,0,el hermano,del estudiante extranjero,hermano,extranjero,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que,$ES_SG,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que MASKTOKEN el verano pasado.,RuPERTa-base,0.1605438021293821,B,model,0.6666666666666666
9,Spanish,B1,kinship,def,ambi,sg,1,1,la madre,de la muchacha,madre,muchacha,Estábamos preocupados por la madre de la muchacha que MASKTOKEN al hospital.,Estábamos preocupados por la madre de la muchacha que,$ES_SG,Estábamos preocupados por la madre de la muchacha que MASKTOKEN al hospital.,RuPERTa-base,0.5684055633075786,B,model,1.0
1,Spanish,B2,functional,def,ambi,sg,0,1,al ayudante,del ministro,ayudante,ministro,La explosión ensordeció al ayudante del ministro que MASKTOKEN junto al almaén.,La explosión ensordeció al ayudante del ministro que,$ES_SG,La explosión ensordeció al ayudante del ministro que MASKTOKEN junto al almaén.,RuPERTa-base,0.3706971354903317,B,model,0.6666666666666666
2,Spanish,B2,functional,def,ambi,sg,1,0,al ayudante,del actor,ayudante,actor,La policía también detuvo al ayudante del actor que MASKTOKEN en la empresa. ,La policía también detuvo al ayudante del actor que,$ES_SG,La policía también detuvo al ayudante del actor que MASKTOKEN en la empresa. ,RuPERTa-base,0.317847213586667,B,model,0.16666666666666666
3,Spanish,B2,functional,def,ambi,sg,1,1,al asistente,del director,asistente,director,El mes que viene envían al extranjero al asistente del director que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero al asistente del director que,$ES_SG,El mes que viene envían al extranjero al asistente del director que MASKTOKEN un montón de horas en la oficina.,RuPERTa-base,0.7594270351687555,B,model,0.16666666666666666
4,Spanish,B2,functional,def,ambi,sg,0,0,la enfermera,del doctor,enfermera,doctor,A la mayoría de los enfermos les gustaba la enfermera del doctor que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba la enfermera del doctor que,$ES_SG,A la mayoría de los enfermos les gustaba la enfermera del doctor que MASKTOKEN de empezar a trabajar en el hospital.,RuPERTa-base,0.2186606337914103,B,model,0.0
5,Spanish,B2,functional,def,ambi,sg,1,1,el alumno,del artista,alumno,artista,Estuve conversando con el alumno del artista que MASKTOKEN en Paris durante un tiempo.,Estuve conversando con el alumno del artista que,$ES_SG,Estuve conversando con el alumno del artista que MASKTOKEN en Paris durante un tiempo.,RuPERTa-base,0.618437072943685,B,model,0.8333333333333334
6,Spanish,B2,functional,def,ambi,sg,0,0,el asesor,del fiscal,asesor,fiscal,Mañana tengo una cita con el asesor del fiscal que MASKTOKEN en la fiesta de María.,Mañana tengo una cita con el asesor del fiscal que,$ES_SG,Mañana tengo una cita con el asesor del fiscal que MASKTOKEN en la fiesta de María.,RuPERTa-base,0.442931148306414,B,model,0.8333333333333334
7,Spanish,B2,functional,def,ambi,sg,1,1,el consejero,de la adolescente,consejero,adolescente,Me dijeron que el consejero de la adolescente que MASKTOKEN en la televisión.,Me dijeron que el consejero de la adolescente que,$ES_SG,Me dijeron que el consejero de la adolescente que MASKTOKEN en la televisión.,RuPERTa-base,0.6089769828349176,B,model,0.8333333333333334
8,Spanish,B2,functional,def,ambi,sg,0,0,al consejero,del director,consejero,director,Ayer ví al consejero del director que MASKTOKEN en la oficina.,Ayer ví al consejero del director que,$ES_SG,Ayer ví al consejero del director que MASKTOKEN en la oficina.,RuPERTa-base,0.6200625264321502,B,model,0.0
9,Spanish,B2,functional,def,ambi,sg,1,0,la analista,del embajador,analista,embajador,Durante la reunión el jefe de protocolo intentó hablar con la analista del embajador que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con la analista del embajador que,$ES_SG,Durante la reunión el jefe de protocolo intentó hablar con la analista del embajador que MASKTOKEN en la fiesta.,RuPERTa-base,0.4762252767601609,B,model,0.16666666666666666
1,Spanish,B3,possessive,noAdj,ambi,sg,0,0,el museo,de la ciudad,museo,ciudad,Los turistas admiraban el museo de la ciudad que MASKTOKEN en agosto.,Los turistas admiraban el museo de la ciudad que,$ES_SG,Los turistas admiraban el museo de la ciudad que MASKTOKEN en agosto.,RuPERTa-base,0.2279693787014025,B,model,0.5
2,Spanish,B3,possessive,noAdj,ambi,sg,0,1,el coche,de la empresa,coche,empresa,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_SG,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,RuPERTa-base,0.5237421651386285,B,model,1.0
3,Spanish,B3,possessive,noAdj,ambi,sg,1,1,el aparato,de la tela,aparato,tela,Varios hombres trasladaron el aparato de la tela que se MASKTOKEN incendiado.,Varios hombres trasladaron el aparato de la tela que se,$ES_SG,Varios hombres trasladaron el aparato de la tela que se MASKTOKEN incendiado.,RuPERTa-base,0.8661490889240326,B,model,0.6666666666666666
4,Spanish,B3,possessive,noAdj,ambi,sg,1,0,la demanda,de la empresa,demanda,empresa,Los consultores vendieron la demanda de la empresa que MASKTOKEN bajando la cotización.,Los consultores vendieron la demanda de la empresa que,$ES_SG,Los consultores vendieron la demanda de la empresa que MASKTOKEN bajando la cotización.,RuPERTa-base,0.5343656823126537,B,model,0.5
5,Spanish,B3,possessive,noAdj,ambi,sg,0,0,la biblioteca,de la escuela,biblioteca,escuela,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,El gobernador compró libros para la biblioteca de la escuela que,$ES_SG,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,RuPERTa-base,0.4775375273643618,B,model,1.0
6,Spanish,B3,possessive,noAdj,ambi,sg,1,1,la etiqueta,de la empresa,etiqueta,empresa,El columnista del periódico escribió sobre la mascota de la asociación que MASKTOKEN en agosto.,El columnista del periódico escribió sobre la mascota de la asociación que,$ES_SG,El columnista del periódico escribió sobre la mascota de la asociación que MASKTOKEN en agosto.,RuPERTa-base,0.095665016815559,B,model,1.0
1,Spanish,B4,inherentposs,noAdj,ambi,sg,1,1,la ventana,del barco,ventana,barco,El piloto contemplaba el aeropuerto desde la ventana del barco que MASKTOKEN limpiando.,El piloto contemplaba el aeropuerto desde la ventana del barco que,$ES_SG,El piloto contemplaba el aeropuerto desde la ventana del barco que MASKTOKEN limpiando.,RuPERTa-base,0.1002944034194399,B,model,1.0
2,Spanish,B4,inherentposs,noAdj,ambi,sg,0,1,la rama,del arbusto,rama,arbusto,Los ájaros no podán anidar en la rama del arbusto que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en la rama del arbusto que,$ES_SG,Los ájaros no podán anidar en la rama del arbusto que MASKTOKEN el ño pasado.,RuPERTa-base,0.6506895818730527,B,model,1.0
3,Spanish,B4,inherentposs,noAdj,ambi,sg,0,0,la puerta,de la casa,puerta,casa,El coche se detuvo ante la puerta de la casa que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante la puerta de la casa que,$ES_SG,El coche se detuvo ante la puerta de la casa que MASKTOKEN claros signos de deterioro.,RuPERTa-base,0.5426782000337766,B,model,1.0
4,Spanish,B4,inherentposs,noAdj,ambi,sg,1,1,la llave,de la cocina,llave,cocina,El fontanero nos recomendó cambiar la llave de la cocina que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar la llave de la cocina que,$ES_SG,El fontanero nos recomendó cambiar la llave de la cocina que MASKTOKEN el ño pasado.,RuPERTa-base,0.7114791286263085,B,model,0.8333333333333334
5,Spanish,B4,inherentposs,noAdj,ambi,sg,1,0,el verso,del libro,verso,libro,Me gustó mucho el verso del libro que MASKTOKEN ayer.,Me gustó mucho el verso del libro que,$ES_SG,Me gustó mucho el verso del libro que MASKTOKEN ayer.,RuPERTa-base,0.5674268888819824,B,model,1.0
6,Spanish,B4,inherentposs,noAdj,ambi,sg,1,1,la marca,del contenedor,marca,contenedor,Silvia no econtraba la marca del contenedor que MASKTOKEN de limpiar.,Silvia no econtraba la marca del contenedor que,$ES_SG,Silvia no econtraba la marca del contenedor que MASKTOKEN de limpiar.,RuPERTa-base,0.4080111794271843,B,model,0.8333333333333334
7,Spanish,B4,inherentposs,noAdj,ambi,sg,1,0,la campana,de la bicicleta,campana,bicicleta,Tenemos que pintar la campana de la bicicleta que MASKTOKEN ayer.,Tenemos que pintar la campana de la bicicleta que,$ES_SG,Tenemos que pintar la campana de la bicicleta que MASKTOKEN ayer.,RuPERTa-base,0.2357886066286028,B,model,0.16666666666666666
8,Spanish,B4,inherentposs,noAdj,ambi,sg,0,0,la etiqueta,de la botella,etiqueta,botella,En la reunión nos mostraron la etiqueta de la botella que MASKTOKEN ayer.,En la reunión nos mostraron la etiqueta de la botella que,$ES_SG,En la reunión nos mostraron la etiqueta de la botella que MASKTOKEN ayer.,RuPERTa-base,0.4106754528839929,B,model,0.16666666666666666
9,Spanish,B4,inherentposs,noAdj,ambi,sg,0,1,el motor,del barco,motor,barco,El inspector de seguros fotografió el motor del barco que MASKTOKEN de agua.,El inspector de seguros fotografió el motor del barco que,$ES_SG,El inspector de seguros fotografió el motor del barco que MASKTOKEN de agua.,RuPERTa-base,0.5645945496070794,B,model,0.8333333333333334
1,Spanish,B5,rep,noAdj,ambi,sg,1,0,el dibujo,de la escultura,dibujo,escultura,Me sorprendió el dibujo de la escultura que MASKTOKEN en el ayuntamiento.,Me sorprendió el dibujo de la escultura que,$ES_SG,Me sorprendió el dibujo de la escultura que MASKTOKEN en el ayuntamiento.,RuPERTa-base,0.5913046864235412,B,model,0.6666666666666666
2,Spanish,B5,rep,noAdj,ambi,sg,0,0,el esquema,de la casa,esquema,casa,El diseñador accedió a mostrarnos el esquema de la casa que MASKTOKEN acabar antes del fin del verano.,El diseñador accedió a mostrarnos el esquema de la casa que,$ES_SG,El diseñador accedió a mostrarnos el esquema de la casa que MASKTOKEN acabar antes del fin del verano.,RuPERTa-base,0.3184733427394128,B,model,1.0
3,Spanish,B5,rep,noAdj,ambi,sg,0,0,el dibujo,del edificio,dibujo,edificio,El arquitecto exhibió el dibujo del edificio que MASKTOKEN sobre la mesa.,El arquitecto exhibió el dibujo del edificio que,$ES_SG,El arquitecto exhibió el dibujo del edificio que MASKTOKEN sobre la mesa.,RuPERTa-base,0.6748669760288522,B,model,1.0
4,Spanish,B5,rep,noAdj,ambi,sg,0,0,el retrato,de la mujer,retrato,mujer,A Carlos le gustó el retrato de la mujer que MASKTOKEN en tu casa.,A Carlos le gustó el retrato de la mujer que,$ES_SG,A Carlos le gustó el retrato de la mujer que MASKTOKEN en tu casa.,RuPERTa-base,0.412459797456421,B,model,1.0
5,Spanish,B5,rep,noAdj,ambi,sg,1,1,la foto,del chico,foto,chico,En todos los periódicos publicaron la foto del chico que MASKTOKEN mucho.,En todos los periódicos publicaron la foto del chico que,$ES_SG,En todos los periódicos publicaron la foto del chico que MASKTOKEN mucho.,RuPERTa-base,0.5206566465129185,B,model,1.0
6,Spanish,B5,rep,noAdj,ambi,sg,0,0,el cuadro,de la cueva,cuadro,cueva,Sara pintó el cuadro de la cueva que MASKTOKEN cerca de la mesa.,Sara pintó el cuadro de la cueva que,$ES_SG,Sara pintó el cuadro de la cueva que MASKTOKEN cerca de la mesa.,RuPERTa-base,0.8502165931906802,B,model,0.6666666666666666
7,Spanish,B5,rep,noAdj,ambi,sg,1,0,la manta,de la casa,manta,casa,El coleccionista perdió la manta de la casa que MASKTOKEN cerca de la mesa.,El coleccionista perdió la manta de la casa que,$ES_SG,El coleccionista perdió la manta de la casa que MASKTOKEN cerca de la mesa.,RuPERTa-base,0.7432139358125482,B,model,1.0
8,Spanish,B5,rep,noAdj,ambi,sg,0,0,la pintura,de la playa,pintura,playa,Susana vendió la pintura de la playa que MASKTOKEN cera de sus amigos.,Susana vendió la pintura de la playa que,$ES_SG,Susana vendió la pintura de la playa que MASKTOKEN cera de sus amigos.,RuPERTa-base,0.5195901096793705,B,model,0.6666666666666666
9,Spanish,B5,rep,noAdj,ambi,sg,1,0,la pintura,del parque,pintura,parque,La crítica juzgó duramente la pintura del parque que MASKTOKEN ayer.,La crítica juzgó duramente la pintura del parque que,$ES_SG,La crítica juzgó duramente la pintura del parque que MASKTOKEN ayer.,RuPERTa-base,0.6268575382587187,B,model,0.5
1,Spanish,B’,inanimposs,noAdj,ambi,sg,0,0,el libro,del estudiante,libro,estudiante,El profesor leía el libro del estudiante que MASKTOKEN en el salón.,El profesor leía el libro del estudiante que,$ES_SG,El profesor leía el libro del estudiante que MASKTOKEN en el salón.,RuPERTa-base,0.3580863399141663,B,model,1.0
2,Spanish,B’,inanimposs,noAdj,ambi,sg,0,0,la maleta,del viajero,maleta,viajero,El revisor observaba la maleta del viajero que MASKTOKEN en la estación.,El revisor observaba la maleta del viajero que,$ES_SG,El revisor observaba la maleta del viajero que MASKTOKEN en la estación.,RuPERTa-base,0.6164853815947424,B,model,1.0
3,Spanish,B’,inanimposs,noAdj,ambi,sg,0,0,el coche,del piloto,coche,piloto,Los mecánicos revisaban el coche del piloto que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche del piloto que,$ES_SG,Los mecánicos revisaban el coche del piloto que MASKTOKEN en la carrera.,RuPERTa-base,0.6376881300720925,B,model,1.0
4,Spanish,B’,inanimposs,noAdj,ambi,sg,0,1,el vestido,de la chica,vestido,chica,La modista cosía el vestido de la chica que MASKTOKEN en el suelo.,La modista cosía el vestido de la chica que,$ES_SG,La modista cosía el vestido de la chica que MASKTOKEN en el suelo.,RuPERTa-base,0.5763272090862301,B,model,1.0
5,Spanish,B’,inanimposs,noAdj,ambi,sg,0,0,el coche,del vecino,coche,vecino,Pedimos prestado el coche del vecino que MASKTOKEN por allí cerca.,Pedimos prestado el coche del vecino que,$ES_SG,Pedimos prestado el coche del vecino que MASKTOKEN por allí cerca.,RuPERTa-base,0.6512364556456305,B,model,1.0
6,Spanish,B’,inanimposs,noAdj,ambi,sg,0,1,el ordenador,del ministro,ordenador,ministro,Tuve que pedir prestado el ordenador del ministro que MASKTOKEN en el despacho al lado del mío.,Tuve que pedir prestado el ordenador del ministro que,$ES_SG,Tuve que pedir prestado el ordenador del ministro que MASKTOKEN en el despacho al lado del mío.,RuPERTa-base,0.5493820765103692,B,model,1.0
1,Spanish,C,with,def,ambi,sg,1,1,la comida,con el tomate,comida,tomate,El conde pidió la comida con el tomate que MASKTOKEN especialmente bien.,El conde pidió la comida con el tomate que,$ES_SG,El conde pidió la comida con el tomate que MASKTOKEN especialmente bien.,RuPERTa-base,1.0033064048313918,C,model,1.0
2,Spanish,C,with,def,ambi,sg,1,1,el libro,con la cinta,libro,cinta,Laura perdió el libro con la cinta que MASKTOKEN en el salón.,Laura perdió el libro con la cinta que,$ES_SG,Laura perdió el libro con la cinta que MASKTOKEN en el salón.,RuPERTa-base,0.4357198650011469,C,model,1.0
3,Spanish,C,with,def,ambi,sg,1,1,el sombrero,con la cuerda,sombrero,cuerda,Marta se puso el sombrero con la cuerda que MASKTOKEN en verano.,Marta se puso el sombrero con la cuerda que,$ES_SG,Marta se puso el sombrero con la cuerda que MASKTOKEN en verano.,RuPERTa-base,0.4329790164163967,C,model,1.0
4,Spanish,C,with,def,ambi,sg,0,0,el ordenador,con la pantalla,ordenador,pantalla,Se decidió trasladar el ordenador con la pantalla que MASKTOKEN a otro edificio.,Se decidió trasladar el ordenador con la pantalla que,$ES_SG,Se decidió trasladar el ordenador con la pantalla que MASKTOKEN a otro edificio.,RuPERTa-base,0.4707627057855461,C,model,0.6666666666666666
5,Spanish,C,with,def,ambi,sg,0,1,la radio,con el cable,radio,cable,Quise llevarme la radio con el cable que MASKTOKEN por muy poco precio.,Quise llevarme la radio con el cable que,$ES_SG,Quise llevarme la radio con el cable que MASKTOKEN por muy poco precio.,RuPERTa-base,0.6259771715403986,C,model,1.0
6,Spanish,C,with,def,ambi,sg,0,1,la caja,con la flor,caja,flor,En la estantería guardo la caja con la flor que MASKTOKEN en el salón.,En la estantería guardo la caja con la flor que,$ES_SG,En la estantería guardo la caja con la flor que MASKTOKEN en el salón.,RuPERTa-base,0.6386908266846376,C,model,1.0
7,Spanish,C,with,def,ambi,sg,0,1,del buque,con el pilar,buque,pilar,El capitán autorizó la salida del buque con el pilar que MASKTOKEN.,El capitán autorizó la salida del buque con el pilar que,$ES_SG,El capitán autorizó la salida del buque con el pilar que MASKTOKEN.,RuPERTa-base,0.0245256334399854,C,model,1.0
8,Spanish,C,with,def,ambi,sg,1,1,la banda,con el diamante,banda,diamante,Llevé al joyero la banda con el diamante que MASKTOKEN en Colombia.,Llevé al joyero la banda con el diamante que,$ES_SG,Llevé al joyero la banda con el diamante que MASKTOKEN en Colombia.,RuPERTa-base,0.6516081440584003,C,model,0.5
9,Spanish,C,with,def,ambi,sg,0,0,la casa,con la piscina,casa,piscina,Al millonario se le mostró la casa con la piscina que MASKTOKEN en Colombia,Al millonario se le mostró la casa con la piscina que,$ES_SG,Al millonario se le mostró la casa con la piscina que MASKTOKEN en Colombia,RuPERTa-base,0.3922790041838766,C,model,1.0
1,Spanish,A1,substance,def,ambi,sg,0,1,la mesa,de material,mesa,material,En el garaje guardamos la mesa de material que MASKTOKEN estas Navidades.,En el garaje guardamos la mesa de material que,$ES_SG,En el garaje guardamos la mesa de material que MASKTOKEN estas Navidades.,gpt2-spanish,0.1890121894235505,A,model,0.8333333333333334
2,Spanish,A1,substance,def,ambi,sg,1,1,la vela,de mineral,vela,mineral,A mi hermana le regalaron la vela de mineral que MASKTOKEN en la bodega. ,A mi hermana le regalaron la vela de mineral que,$ES_SG,A mi hermana le regalaron la vela de mineral que MASKTOKEN en la bodega. ,gpt2-spanish,0.1246368327789682,A,model,1.0
3,Spanish,A1,substance,def,ambi,sg,1,1,la camisa,de tela,camisa,tela,Ayer me regalaron la camisa de tela que MASKTOKEN de contrabando.,Ayer me regalaron la camisa de tela que,$ES_SG,Ayer me regalaron la camisa de tela que MASKTOKEN de contrabando.,gpt2-spanish,0.1438565808664407,A,model,0.6666666666666666
4,Spanish,A1,substance,def,ambi,sg,0,1,la manta,de tela,manta,tela,Al final Tomás compró la manta de tela que MASKTOKEN muy cara.,Al final Tomás compró la manta de tela que,$ES_SG,Al final Tomás compró la manta de tela que MASKTOKEN muy cara.,gpt2-spanish,0.1223843629713812,A,model,0.16666666666666666
5,Spanish,A1,substance,def,ambi,sg,1,0,la bolsa,de piel,bolsa,piel,María hizo la bolsa de piel que MASKTOKEN mucho.,María hizo la bolsa de piel que,$ES_SG,María hizo la bolsa de piel que MASKTOKEN mucho.,gpt2-spanish,0.2049869040944418,A,model,0.5
6,Spanish,A1,substance,def,ambi,sg,0,1,la campana,de metal,campana,metal,Por fin colocaron la campana de metal que MASKTOKEN de la fundición.,Por fin colocaron la campana de metal que,$ES_SG,Por fin colocaron la campana de metal que MASKTOKEN de la fundición.,gpt2-spanish,0.1288537322621579,A,model,1.0
7,Spanish,A1,substance,def,ambi,sg,0,1,el pastel,de grano,pastel,grano,Ayer nos comimos el pastel de grano que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos el pastel de grano que,$ES_SG,Ayer nos comimos el pastel de grano que MASKTOKEN en la tienda de productos orientales.,gpt2-spanish,0.1126330220937106,A,model,0.6666666666666666
8,Spanish,A1,substance,def,ambi,sg,1,1,el vestido,de fibra,vestido,fibra,La joven actriz admiraba el vestido de fibra que MASKTOKEN muy bonita.,La joven actriz admiraba el vestido de fibra que,$ES_SG,La joven actriz admiraba el vestido de fibra que MASKTOKEN muy bonita.,gpt2-spanish,0.2481951015863361,A,model,0.8333333333333334
1,Spanish,A2,quantity,noAdj,ambi,sg,0,1,el vaso,de jugo,vaso,jugo,Juan pidió el vaso de jugo que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugo que,$ES_SG,Juan pidió el vaso de jugo que MASKTOKEN encima de la mesa.,gpt2-spanish,0.0943919412981078,A,model,1.0
2,Spanish,A2,quantity,noAdj,ambi,sg,0,1,la botella,de vino,botella,vino,A María le gustaba la botella de vino que MASKTOKEN en la bodega.,A María le gustaba la botella de vino que,$ES_SG,A María le gustaba la botella de vino que MASKTOKEN en la bodega.,gpt2-spanish,0.1251823501057529,A,model,1.0
3,Spanish,A2,quantity,noAdj,ambi,sg,1,1,la copa,de dulce,copa,dulce,Pedro se llevó la copa de dulce que MASKTOKEN al suelo.,Pedro se llevó la copa de dulce que,$ES_SG,Pedro se llevó la copa de dulce que MASKTOKEN al suelo.,gpt2-spanish,0.0957558455528122,A,model,1.0
4,Spanish,A2,quantity,noAdj,ambi,sg,0,0,el saco,de arena,saco,arena,Andrés recogió el saco de arena que MASKTOKEN de la obra.,Andrés recogió el saco de arena que,$ES_SG,Andrés recogió el saco de arena que MASKTOKEN de la obra.,gpt2-spanish,0.1755670541166401,A,model,0.8333333333333334
5,Spanish,A2,quantity,noAdj,ambi,sg,0,1,el paquete,de carne,paquete,carne,El vendedor nos trajo el paquete de carne que MASKTOKEN en el mostrador.,El vendedor nos trajo el paquete de carne que,$ES_SG,El vendedor nos trajo el paquete de carne que MASKTOKEN en el mostrador.,gpt2-spanish,0.0872720726451277,A,model,1.0
6,Spanish,A2,quantity,noAdj,ambi,sg,0,0,la maleta,de ropa,maleta,ropa,Cuando vamos de camping llevamos la maleta de ropa que MASKTOKEN en verano.,Cuando vamos de camping llevamos la maleta de ropa que,$ES_SG,Cuando vamos de camping llevamos la maleta de ropa que MASKTOKEN en verano.,gpt2-spanish,0.1051819394008752,A,model,0.8333333333333334
7,Spanish,A2,quantity,noAdj,ambi,sg,1,0,el caso,de manzana,caso,manzana,En el comedor encontrarás el caso de manzana que MASKTOKEN sobra la mesa.,En el comedor encontrarás el caso de manzana que,$ES_SG,En el comedor encontrarás el caso de manzana que MASKTOKEN sobra la mesa.,gpt2-spanish,0.0931571730565963,A,model,0.8333333333333334
8,Spanish,A2,quantity,noAdj,ambi,sg,1,1,el paquete,de color,paquete,color,Julia recogió el paquete de color que MASKTOKEN sobra la mesa.,Julia recogió el paquete de color que,$ES_SG,Julia recogió el paquete de color que MASKTOKEN sobra la mesa.,gpt2-spanish,0.1471316737986892,A,model,1.0
9,Spanish,A2,quantity,noAdj,ambi,sg,1,1,la copa,de jugo,copa,jugo,Mi madre no vió la copa de jugo que MASKTOKEN de hormigas.,Mi madre no vió la copa de jugo que,$ES_SG,Mi madre no vió la copa de jugo que MASKTOKEN de hormigas.,gpt2-spanish,0.128897958482625,A,model,1.0
1,Spanish,B1,kinship,def,ambi,sg,0,1,la pariente,del chico,pariente,chico,La maestra estuvo hablando con la pariente del chico que MASKTOKEN en el hospital.,La maestra estuvo hablando con la pariente del chico que,$ES_SG,La maestra estuvo hablando con la pariente del chico que MASKTOKEN en el hospital.,gpt2-spanish,0.2071746011814141,B,model,1.0
2,Spanish,B1,kinship,def,ambi,sg,0,1,la hija,del maestro,hija,maestro,Los periodistas entrevistaron a la hija del maestro que MASKTOKEN un accidente.,Los periodistas entrevistaron a la hija del maestro que,$ES_SG,Los periodistas entrevistaron a la hija del maestro que MASKTOKEN un accidente.,gpt2-spanish,0.2362650606185141,B,model,1.0
3,Spanish,B1,kinship,def,ambi,sg,1,1,la chica,del trabajador,chica,trabajador,Andrés estuvo cenando con la sobrina del portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con la sobrina del portero que,$ES_SG,Andrés estuvo cenando con la sobrina del portero que MASKTOKEN el verano pasado.,gpt2-spanish,0.1789442063237061,B,model,1.0
