item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/dccuchile/bert-base-spanish-wwm-uncased_prob,/data/mrm8488/RuPERTa-base_prob
6,Spanish,B5,rep,NP2Adj,0.51,high,sg,0,0,el cuadro,de las cuevas famosas,cuadro,famosas,Sara pintó el cuadro de las cuevas famosas que MASKTOKEN cerca de la mesa.,Sara pintó el cuadro de las cuevas famosas que,$ES_SG,Sara pintó el cuadro de las cuevas famosas que MASKTOKEN cerca de la mesa.,0.15743420290991095,0.015329348807505916
6,Spanish,B5,rep,NP2Adj,0.51,ambi,pl,0,0,los cuadros,de las cuevas famosas,cuadros,famosas,Sara pintó los cuadros de las cuevas famosas que MASKTOKEN cerca de la mesa.,Sara pintó los cuadros de las cuevas famosas que,$ES_PL,Sara pintó los cuadros de las cuevas famosas que MASKTOKEN cerca de la mesa.,0.16623823835263618,0.5577334190998045
6,Spanish,B5,rep,NP2Adj,0.51,low,pl,0,0,el cuadro,de las cuevas famosas,cuadro,famosas,Sara pintó el cuadro de las cuevas famosas que MASKTOKEN cerca de la mesa.,Sara pintó el cuadro de las cuevas famosas que,$ES_PL,Sara pintó el cuadro de las cuevas famosas que MASKTOKEN cerca de la mesa.,0.14701480905187658,0.5912461112974938
6,Spanish,B5,rep,NP2Adj,0.51,high,pl,0,0,los cuadros,de la cueva famosa,cuadros,famosa,Sara pintó los cuadros de la cueva famosa que MASKTOKEN cerca de la mesa.,Sara pintó los cuadros de la cueva famosa que,$ES_PL,Sara pintó los cuadros de la cueva famosa que MASKTOKEN cerca de la mesa.,0.036551341500643986,0.35985418606955477
7,Spanish,B5,rep,noAdj,0.45,ambi,sg,1,0,la manta,de la casa,manta,casa,El coleccionista perdió la manta de la casa que MASKTOKEN cerca de la mesa.,El coleccionista perdió la manta de la casa que,$ES_SG,El coleccionista perdió la manta de la casa que MASKTOKEN cerca de la mesa.,0.34148130095909757,0.7432139358125482
7,Spanish,B5,rep,noAdj,0.45,low,sg,1,0,las mantas,de la casa,mantas,casa,El coleccionista perdió las mantas de la casa que MASKTOKEN cerca de la mesa.,El coleccionista perdió las mantas de la casa que,$ES_SG,El coleccionista perdió las mantas de la casa que MASKTOKEN cerca de la mesa.,0.2690579262336419,0.08433913315580455
7,Spanish,B5,rep,noAdj,0.45,high,sg,1,0,la manta,de las casas,manta,casas,El coleccionista perdió la manta de las casas que MASKTOKEN cerca de la mesa.,El coleccionista perdió la manta de las casas que,$ES_SG,El coleccionista perdió la manta de las casas que MASKTOKEN cerca de la mesa.,0.1850492771676353,0.014682630042053724
7,Spanish,B5,rep,noAdj,0.45,ambi,pl,1,0,las mantas,de las casas,mantas,casas,El coleccionista perdió las mantas de las casas que MASKTOKEN cerca de la mesa.,El coleccionista perdió las mantas de las casas que,$ES_PL,El coleccionista perdió las mantas de las casas que MASKTOKEN cerca de la mesa.,0.347557295425176,0.6829914261150662
7,Spanish,B5,rep,noAdj,0.45,low,pl,1,0,la manta,de las casas,manta,casas,El coleccionista perdió la manta de las casas que MASKTOKEN cerca de la mesa.,El coleccionista perdió la manta de las casas que,$ES_PL,El coleccionista perdió la manta de las casas que MASKTOKEN cerca de la mesa.,0.2862612789191097,0.7135523657936389
7,Spanish,B5,rep,noAdj,0.45,high,pl,1,0,las mantas,de la casa,mantas,casa,El coleccionista perdió las mantas de la casa que MASKTOKEN cerca de la mesa.,El coleccionista perdió las mantas de la casa que,$ES_PL,El coleccionista perdió las mantas de la casa que MASKTOKEN cerca de la mesa.,0.30927825568858935,0.6652685345153557
7,Spanish,B5,rep,NP1Adj,0.45,ambi,sg,1,0,la manta enorme,de la casa,enorme,casa,El coleccionista perdió la manta enorme de la casa que MASKTOKEN cerca de la mesa.,El coleccionista perdió la manta enorme de la casa que,$ES_SG,El coleccionista perdió la manta enorme de la casa que MASKTOKEN cerca de la mesa.,0.3371005815766335,0.706105358270861
7,Spanish,B5,rep,NP1Adj,0.45,low,sg,1,0,las mantas enormes,de la casa,enormes,casa,El coleccionista perdió las mantas enormes de la casa que MASKTOKEN cerca de la mesa.,El coleccionista perdió las mantas enormes de la casa que,$ES_SG,El coleccionista perdió las mantas enormes de la casa que MASKTOKEN cerca de la mesa.,0.31013570564031356,0.07142645389127544
7,Spanish,B5,rep,NP1Adj,0.45,high,sg,1,0,la manta enorme,de las casas,enorme,casas,El coleccionista perdió la manta enorme de las casas que MASKTOKEN cerca de la mesa.,El coleccionista perdió la manta enorme de las casas que,$ES_SG,El coleccionista perdió la manta enorme de las casas que MASKTOKEN cerca de la mesa.,0.2316179723353966,0.008149498734843386
7,Spanish,B5,rep,NP1Adj,0.45,ambi,pl,1,0,las mantas enormes,de las casas,enormes,casas,El coleccionista perdió las mantas enormes de las casas que MASKTOKEN cerca de la mesa.,El coleccionista perdió las mantas enormes de las casas que,$ES_PL,El coleccionista perdió las mantas enormes de las casas que MASKTOKEN cerca de la mesa.,0.29097588070472113,0.6389832344393085
7,Spanish,B5,rep,NP1Adj,0.45,low,pl,1,0,la manta enorme,de las casas,enorme,casas,El coleccionista perdió la manta enorme de las casas que MASKTOKEN cerca de la mesa.,El coleccionista perdió la manta enorme de las casas que,$ES_PL,El coleccionista perdió la manta enorme de las casas que MASKTOKEN cerca de la mesa.,0.23715013699340304,0.6832698987725649
7,Spanish,B5,rep,NP1Adj,0.45,high,pl,1,0,las mantas enormes,de la casa,enormes,casa,El coleccionista perdió las mantas enormes de la casa que MASKTOKEN cerca de la mesa.,El coleccionista perdió las mantas enormes de la casa que,$ES_PL,El coleccionista perdió las mantas enormes de la casa que MASKTOKEN cerca de la mesa.,0.2091748940982363,0.6435600645788
7,Spanish,B5,rep,NP2Adj,0.45,ambi,sg,1,0,la manta,de la casa enorme,manta,enorme,El coleccionista perdió la manta de la casa enorme que MASKTOKEN cerca de la mesa.,El coleccionista perdió la manta de la casa enorme que,$ES_SG,El coleccionista perdió la manta de la casa enorme que MASKTOKEN cerca de la mesa.,0.3667332728525752,0.7264519757342214
7,Spanish,B5,rep,NP2Adj,0.45,low,sg,1,0,las mantas,de la casa enorme,mantas,enorme,El coleccionista perdió las mantas de la casa enorme que MASKTOKEN cerca de la mesa.,El coleccionista perdió las mantas de la casa enorme que,$ES_SG,El coleccionista perdió las mantas de la casa enorme que MASKTOKEN cerca de la mesa.,0.41131340629100155,0.3266403664087463
7,Spanish,B5,rep,NP2Adj,0.45,high,sg,1,0,la manta,de las casas enormes,manta,enormes,El coleccionista perdió la manta de las casas enormes que MASKTOKEN cerca de la mesa.,El coleccionista perdió la manta de las casas enormes que,$ES_SG,El coleccionista perdió la manta de las casas enormes que MASKTOKEN cerca de la mesa.,0.24486790420623983,0.016918135954452573
7,Spanish,B5,rep,NP2Adj,0.45,ambi,pl,1,0,las mantas,de las casas enormes,mantas,enormes,El coleccionista perdió las mantas de las casas enormes que MASKTOKEN cerca de la mesa.,El coleccionista perdió las mantas de las casas enormes que,$ES_PL,El coleccionista perdió las mantas de las casas enormes que MASKTOKEN cerca de la mesa.,0.21265068870464177,0.6593015479396556
7,Spanish,B5,rep,NP2Adj,0.45,low,pl,1,0,la manta,de las casas enormes,manta,enormes,El coleccionista perdió la manta de las casas enormes que MASKTOKEN cerca de la mesa.,El coleccionista perdió la manta de las casas enormes que,$ES_PL,El coleccionista perdió la manta de las casas enormes que MASKTOKEN cerca de la mesa.,0.30755587067449586,0.6490970493349693
7,Spanish,B5,rep,NP2Adj,0.45,high,pl,1,0,las mantas,de la casa enorme,mantas,enorme,El coleccionista perdió las mantas de la casa enorme que MASKTOKEN cerca de la mesa.,El coleccionista perdió las mantas de la casa enorme que,$ES_PL,El coleccionista perdió las mantas de la casa enorme que MASKTOKEN cerca de la mesa.,0.023853302706441204,0.3147385154184832
8,Spanish,B5,rep,noAdj,0.1,ambi,sg,0,0,la pintura,de la playa,pintura,playa,Susana vendió la pintura de la playa que MASKTOKEN cera de sus amigos.,Susana vendió la pintura de la playa que,$ES_SG,Susana vendió la pintura de la playa que MASKTOKEN cera de sus amigos.,0.5069158013109387,0.5195901096793705
8,Spanish,B5,rep,noAdj,0.1,low,sg,0,0,las pinturas,de la playa,pinturas,playa,Susana vendió las pinturas de la playa que MASKTOKEN cera de sus amigos.,Susana vendió las pinturas de la playa que,$ES_SG,Susana vendió las pinturas de la playa que MASKTOKEN cera de sus amigos.,0.1382164751715207,0.4594421247677758
8,Spanish,B5,rep,noAdj,0.1,high,sg,0,0,la pintura,de las playas,pintura,playas,Susana vendió la pintura de las playas que MASKTOKEN cera de sus amigos.,Susana vendió la pintura de las playas que,$ES_SG,Susana vendió la pintura de las playas que MASKTOKEN cera de sus amigos.,0.20450407674380955,0.27782083554563997
8,Spanish,B5,rep,noAdj,0.1,ambi,pl,0,0,las pinturas,de las playas,pinturas,playas,Susana vendió las pinturas de las playas que MASKTOKEN cera de sus amigos.,Susana vendió las pinturas de las playas que,$ES_PL,Susana vendió las pinturas de las playas que MASKTOKEN cera de sus amigos.,0.5985928922448807,0.4370411653797408
8,Spanish,B5,rep,noAdj,0.1,low,pl,0,0,la pintura,de las playas,pintura,playas,Susana vendió la pintura de las playas que MASKTOKEN cera de sus amigos.,Susana vendió la pintura de las playas que,$ES_PL,Susana vendió la pintura de las playas que MASKTOKEN cera de sus amigos.,0.5215271540432269,0.15659032628593295
8,Spanish,B5,rep,noAdj,0.1,high,pl,0,0,las pinturas,de la playa,pinturas,playa,Susana vendió las pinturas de la playa que MASKTOKEN cera de sus amigos.,Susana vendió las pinturas de la playa que,$ES_PL,Susana vendió las pinturas de la playa que MASKTOKEN cera de sus amigos.,0.5662900643642885,0.09612234885759108
8,Spanish,B5,rep,NP1Adj,0.1,ambi,sg,0,0,la pintura grande,de la playa,grande,playa,Susana vendió la pintura grande de la playa que MASKTOKEN cera de sus amigos.,Susana vendió la pintura grande de la playa que,$ES_SG,Susana vendió la pintura grande de la playa que MASKTOKEN cera de sus amigos.,0.6752127319415067,0.4738595983163236
8,Spanish,B5,rep,NP1Adj,0.1,low,sg,0,0,las pinturas grandes,de la playa,grandes,playa,Susana vendió las pinturas grandes de la playa que MASKTOKEN cera de sus amigos.,Susana vendió las pinturas grandes de la playa que,$ES_SG,Susana vendió las pinturas grandes de la playa que MASKTOKEN cera de sus amigos.,0.16596674251161136,0.27133829150074007
8,Spanish,B5,rep,NP1Adj,0.1,high,sg,0,0,la pintura grande,de las playas,grande,playas,Susana vendió la pintura grande de las playas que MASKTOKEN cera de sus amigos.,Susana vendió la pintura grande de las playas que,$ES_SG,Susana vendió la pintura grande de las playas que MASKTOKEN cera de sus amigos.,0.19294532776999773,0.195134100397496
8,Spanish,B5,rep,NP1Adj,0.1,ambi,pl,0,0,las pinturas grandes,de las playas,grandes,playas,Susana vendió las pinturas grandes de las playas que MASKTOKEN cera de sus amigos.,Susana vendió las pinturas grandes de las playas que,$ES_PL,Susana vendió las pinturas grandes de las playas que MASKTOKEN cera de sus amigos.,0.614647326313829,0.43788506637614155
8,Spanish,B5,rep,NP1Adj,0.1,low,pl,0,0,la pintura grande,de las playas,grande,playas,Susana vendió la pintura grande de las playas que MASKTOKEN cera de sus amigos.,Susana vendió la pintura grande de las playas que,$ES_PL,Susana vendió la pintura grande de las playas que MASKTOKEN cera de sus amigos.,0.46186357524305777,0.22306873221224421
8,Spanish,B5,rep,NP1Adj,0.1,high,pl,0,0,las pinturas grandes,de la playa,grandes,playa,Susana vendió las pinturas grandes de la playa que MASKTOKEN cera de sus amigos.,Susana vendió las pinturas grandes de la playa que,$ES_PL,Susana vendió las pinturas grandes de la playa que MASKTOKEN cera de sus amigos.,0.6164291772634911,0.20307185035592568
8,Spanish,B5,rep,NP2Adj,0.1,ambi,sg,0,0,la pintura,de la playa grande,pintura,grande,Susana vendió la pintura de la playa grande que MASKTOKEN cera de sus amigos.,Susana vendió la pintura de la playa grande que,$ES_SG,Susana vendió la pintura de la playa grande que MASKTOKEN cera de sus amigos.,0.6982193208089811,0.45354300737506037
8,Spanish,B5,rep,NP2Adj,0.1,low,sg,0,0,las pinturas,de la playa grande,pinturas,grande,Susana vendió las pinturas de la playa grande que MASKTOKEN cera de sus amigos.,Susana vendió las pinturas de la playa grande que,$ES_SG,Susana vendió las pinturas de la playa grande que MASKTOKEN cera de sus amigos.,0.2711768257456413,0.3669901378769964
8,Spanish,B5,rep,NP2Adj,0.1,high,sg,0,0,la pintura,de las playas grande,pintura,grande,Susana vendió la pintura de las playas grande que MASKTOKEN cera de sus amigos.,Susana vendió la pintura de las playas grande que,$ES_SG,Susana vendió la pintura de las playas grande que MASKTOKEN cera de sus amigos.,0.4719690487581971,0.32776948544693596
8,Spanish,B5,rep,NP2Adj,0.1,ambi,pl,0,0,las pinturas,de las playas grande,pinturas,grande,Susana vendió las pinturas de las playas grande que MASKTOKEN cera de sus amigos.,Susana vendió las pinturas de las playas grande que,$ES_PL,Susana vendió las pinturas de las playas grande que MASKTOKEN cera de sus amigos.,0.3111582756191922,0.3550629779194381
8,Spanish,B5,rep,NP2Adj,0.1,low,pl,0,0,la pintura,de las playas grande,pintura,grande,Susana vendió la pintura de las playas grande que MASKTOKEN cera de sus amigos.,Susana vendió la pintura de las playas grande que,$ES_PL,Susana vendió la pintura de las playas grande que MASKTOKEN cera de sus amigos.,0.16434855269149296,0.05793517030971884
8,Spanish,B5,rep,NP2Adj,0.1,high,pl,0,0,las pinturas,de la playa grande,pinturas,grande,Susana vendió las pinturas de la playa grande que MASKTOKEN cera de sus amigos.,Susana vendió las pinturas de la playa grande que,$ES_PL,Susana vendió las pinturas de la playa grande que MASKTOKEN cera de sus amigos.,0.6021098478464424,0.14735136322736508
9,Spanish,B5,rep,noAdj,0.56,ambi,sg,1,0,la pintura,del parque,pintura,parque,La crítica juzgó duramente la pintura del parque que MASKTOKEN ayer.,La crítica juzgó duramente la pintura del parque que,$ES_SG,La crítica juzgó duramente la pintura del parque que MASKTOKEN ayer.,0.16708793304317737,0.6268575382587187
9,Spanish,B5,rep,noAdj,0.56,low,sg,1,0,las pinturas,del parque,pinturas,parque,La crítica juzgó duramente las pinturas del parque que MASKTOKEN ayer.,La crítica juzgó duramente las pinturas del parque que,$ES_SG,La crítica juzgó duramente las pinturas del parque que MASKTOKEN ayer.,0.08375357666387195,0.43535004097333285
9,Spanish,B5,rep,noAdj,0.56,high,sg,1,0,la pintura,de los parques,pintura,parques,La crítica juzgó duramente la pintura de los parques que MASKTOKEN ayer.,La crítica juzgó duramente la pintura de los parques que,$ES_SG,La crítica juzgó duramente la pintura de los parques que MASKTOKEN ayer.,0.18454262386820197,0.058485542083886344
9,Spanish,B5,rep,noAdj,0.56,ambi,pl,1,0,las pinturas,de los parques,pinturas,parques,La crítica juzgó duramente las pinturas de los parques que MASKTOKEN ayer.,La crítica juzgó duramente las pinturas de los parques que,$ES_PL,La crítica juzgó duramente las pinturas de los parques que MASKTOKEN ayer.,0.173072176328688,0.33316372144250295
9,Spanish,B5,rep,noAdj,0.56,low,pl,1,0,la pintura,de los parques,pintura,parques,La crítica juzgó duramente la pintura de los parques que MASKTOKEN ayer.,La crítica juzgó duramente la pintura de los parques que,$ES_PL,La crítica juzgó duramente la pintura de los parques que MASKTOKEN ayer.,0.09837799304659445,0.474819692886733
9,Spanish,B5,rep,noAdj,0.56,high,pl,1,0,las pinturas,del parque,pinturas,parque,La crítica juzgó duramente las pinturas del parque que MASKTOKEN ayer.,La crítica juzgó duramente las pinturas del parque que,$ES_PL,La crítica juzgó duramente las pinturas del parque que MASKTOKEN ayer.,0.14140890301607634,0.19048078102753152
9,Spanish,B5,rep,NP1Adj,0.56,ambi,sg,1,0,la pintura extranjera,del parque,extranjera,parque,La crítica juzgó duramente la pintura extranjera del parque que MASKTOKEN ayer.,La crítica juzgó duramente la pintura extranjera del parque que,$ES_SG,La crítica juzgó duramente la pintura extranjera del parque que MASKTOKEN ayer.,0.14649695691180842,0.5638784240331347
9,Spanish,B5,rep,NP1Adj,0.56,low,sg,1,0,las pinturas extranjeras,del parque,extranjeras,parque,La crítica juzgó duramente las pinturas extranjeras del parque que MASKTOKEN ayer.,La crítica juzgó duramente las pinturas extranjeras del parque que,$ES_SG,La crítica juzgó duramente las pinturas extranjeras del parque que MASKTOKEN ayer.,0.10906003516957874,0.25911458908842633
9,Spanish,B5,rep,NP1Adj,0.56,high,sg,1,0,la pintura extranjera,de los parques,extranjera,parques,La crítica juzgó duramente la pintura extranjera de los parques que MASKTOKEN ayer.,La crítica juzgó duramente la pintura extranjera de los parques que,$ES_SG,La crítica juzgó duramente la pintura extranjera de los parques que MASKTOKEN ayer.,0.13752567948648853,0.08004037347593851
9,Spanish,B5,rep,NP1Adj,0.56,ambi,pl,1,0,las pinturas extranjeras,de los parques,extranjeras,parques,La crítica juzgó duramente las pinturas extranjeras de los parques que MASKTOKEN ayer.,La crítica juzgó duramente las pinturas extranjeras de los parques que,$ES_PL,La crítica juzgó duramente las pinturas extranjeras de los parques que MASKTOKEN ayer.,0.2962302476211325,0.2908489185319496
9,Spanish,B5,rep,NP1Adj,0.56,low,pl,1,0,la pintura extranjera,de los parques,extranjera,parques,La crítica juzgó duramente la pintura extranjera de los parques que MASKTOKEN ayer.,La crítica juzgó duramente la pintura extranjera de los parques que,$ES_PL,La crítica juzgó duramente la pintura extranjera de los parques que MASKTOKEN ayer.,0.21073510541861573,0.32028940988070076
9,Spanish,B5,rep,NP1Adj,0.56,high,pl,1,0,las pinturas extranjeras,del parque,extranjeras,parque,La crítica juzgó duramente las pinturas extranjeras del parque que MASKTOKEN ayer.,La crítica juzgó duramente las pinturas extranjeras del parque que,$ES_PL,La crítica juzgó duramente las pinturas extranjeras del parque que MASKTOKEN ayer.,0.1681214436391456,0.251139226319367
9,Spanish,B5,rep,NP2Adj,0.56,ambi,sg,1,0,la pintura,del parque extranjero,pintura,extranjero,La crítica juzgó duramente la pintura del parque extranjero que MASKTOKEN ayer.,La crítica juzgó duramente la pintura del parque extranjero que,$ES_SG,La crítica juzgó duramente la pintura del parque extranjero que MASKTOKEN ayer.,0.1830046657348845,0.5376319820518916
9,Spanish,B5,rep,NP2Adj,0.56,low,sg,1,0,las pinturas,del parque extranjero,pinturas,extranjero,La crítica juzgó duramente las pinturas del parque extranjero que MASKTOKEN ayer.,La crítica juzgó duramente las pinturas del parque extranjero que,$ES_SG,La crítica juzgó duramente las pinturas del parque extranjero que MASKTOKEN ayer.,0.09227674422901222,0.08676477958530882
9,Spanish,B5,rep,NP2Adj,0.56,high,sg,1,0,la pintura,de los parques extranjeros,pintura,extranjeros,La crítica juzgó duramente la pintura de los parques extranjeros que MASKTOKEN ayer.,La crítica juzgó duramente la pintura de los parques extranjeros que,$ES_SG,La crítica juzgó duramente la pintura de los parques extranjeros que MASKTOKEN ayer.,0.15722453963227245,0.06286727047162088
9,Spanish,B5,rep,NP2Adj,0.56,ambi,pl,1,0,las pinturas,de los parques extranjeros,pinturas,extranjeros,La crítica juzgó duramente las pinturas de los parques extranjeros que MASKTOKEN ayer.,La crítica juzgó duramente las pinturas de los parques extranjeros que,$ES_PL,La crítica juzgó duramente las pinturas de los parques extranjeros que MASKTOKEN ayer.,0.27543616971320883,0.17229757506017052
9,Spanish,B5,rep,NP2Adj,0.56,low,pl,1,0,la pintura,de los parques extranjeros,pintura,extranjeros,La crítica juzgó duramente la pintura de los parques extranjeros que MASKTOKEN ayer.,La crítica juzgó duramente la pintura de los parques extranjeros que,$ES_PL,La crítica juzgó duramente la pintura de los parques extranjeros que MASKTOKEN ayer.,0.18993463398127552,0.13977078738514592
9,Spanish,B5,rep,NP2Adj,0.56,high,pl,1,0,las pinturas,del parque extranjero,pinturas,extranjero,La crítica juzgó duramente las pinturas del parque extranjero que MASKTOKEN ayer.,La crítica juzgó duramente las pinturas del parque extranjero que,$ES_PL,La crítica juzgó duramente las pinturas del parque extranjero que MASKTOKEN ayer.,0.20220068033456062,0.48444812604674325
1,Spanish,B’,inanimposs,noAdj,0.53,ambi,sg,0,0,el libro,del estudiante,libro,estudiante,El profesor leía el libro del estudiante que MASKTOKEN en el salón.,El profesor leía el libro del estudiante que,$ES_SG,El profesor leía el libro del estudiante que MASKTOKEN en el salón.,0.5351488397411188,0.3580863399141663
1,Spanish,B’,inanimposs,noAdj,0.53,low,sg,0,0,los libros,del estudiante,libros,estudiante,El profesor leía los libros del estudiante que MASKTOKEN en el salón.,El profesor leía los libros del estudiante que,$ES_SG,El profesor leía los libros del estudiante que MASKTOKEN en el salón.,0.43992272722189796,0.30448709022817866
1,Spanish,B’,inanimposs,noAdj,0.53,high,sg,0,0,el libro,de los estudiantes,libro,estudiantes,El profesor leía el libro de los estudiantes que MASKTOKEN en el salón.,El profesor leía el libro de los estudiantes que,$ES_SG,El profesor leía el libro de los estudiantes que MASKTOKEN en el salón.,0.06242068795762279,0.09042520990269054
1,Spanish,B’,inanimposs,noAdj,0.53,ambi,pl,0,0,los libros,de los estudiantes,libros,estudiantes,El profesor leía los libros de los estudiantes que MASKTOKEN en el salón.,El profesor leía los libros de los estudiantes que,$ES_PL,El profesor leía los libros de los estudiantes que MASKTOKEN en el salón.,0.7443294684807427,0.44460106007421274
1,Spanish,B’,inanimposs,noAdj,0.53,low,pl,0,0,el libro,de los estudiantes,libro,estudiantes,El profesor leía el libro de los estudiantes que MASKTOKEN en el salón.,El profesor leía el libro de los estudiantes que,$ES_PL,El profesor leía el libro de los estudiantes que MASKTOKEN en el salón.,0.690212546186519,0.2531198800017478
1,Spanish,B’,inanimposs,noAdj,0.53,high,pl,0,0,los libros,del estudiante,libros,estudiante,El profesor leía los libros del estudiante que MASKTOKEN en el salón.,El profesor leía los libros del estudiante que,$ES_PL,El profesor leía los libros del estudiante que MASKTOKEN en el salón.,0.07601703083703804,0.03334667959437354
1,Spanish,B’,inanimposs,NP1Adj,0.53,ambi,sg,0,0,el libro nuevo,del estudiante,nuevo,estudiante,El profesor leía el libro nuevo del estudiante que MASKTOKEN en el salón.,El profesor leía el libro nuevo del estudiante que,$ES_SG,El profesor leía el libro nuevo del estudiante que MASKTOKEN en el salón.,0.5300027402243508,0.2700961264642956
1,Spanish,B’,inanimposs,NP1Adj,0.53,low,sg,0,0,los libros nuevos,del estudiante,nuevos,estudiante,El profesor leía los libros nuevos del estudiante que MASKTOKEN en el salón.,El profesor leía los libros nuevos del estudiante que,$ES_SG,El profesor leía los libros nuevos del estudiante que MASKTOKEN en el salón.,0.3976030206203447,0.22445330120584117
1,Spanish,B’,inanimposs,NP1Adj,0.53,high,sg,0,0,el libro nuevo,de los estudiantes,nuevo,estudiantes,El profesor leía el libro nuevo de los estudiantes que MASKTOKEN en el salón.,El profesor leía el libro nuevo de los estudiantes que,$ES_SG,El profesor leía el libro nuevo de los estudiantes que MASKTOKEN en el salón.,0.07595730816487745,0.06514161506800065
1,Spanish,B’,inanimposs,NP1Adj,0.53,ambi,pl,0,0,los libros nuevos,de los estudiantes,nuevos,estudiantes,El profesor leía los libros nuevos de los estudiantes que MASKTOKEN en el salón.,El profesor leía los libros nuevos de los estudiantes que,$ES_PL,El profesor leía los libros nuevos de los estudiantes que MASKTOKEN en el salón.,0.6266106357513301,0.4850160712179843
1,Spanish,B’,inanimposs,NP1Adj,0.53,low,pl,0,0,el libro nuevo,de los estudiantes,nuevo,estudiantes,El profesor leía el libro nuevo de los estudiantes que MASKTOKEN en el salón.,El profesor leía el libro nuevo de los estudiantes que,$ES_PL,El profesor leía el libro nuevo de los estudiantes que MASKTOKEN en el salón.,0.5879591740699865,0.3660354525425191
1,Spanish,B’,inanimposs,NP1Adj,0.53,high,pl,0,0,los libros nuevos,del estudiante,nuevos,estudiante,El profesor leía los libros nuevos del estudiante que MASKTOKEN en el salón.,El profesor leía los libros nuevos del estudiante que,$ES_PL,El profesor leía los libros nuevos del estudiante que MASKTOKEN en el salón.,0.08086073235694613,0.07237579084100787
1,Spanish,B’,inanimposs,NP2Adj,0.53,ambi,sg,0,0,el libro,del estudiante nuevo,libro,nuevo,El profesor leía el libro del estudiante nuevo que MASKTOKEN en el salón.,El profesor leía el libro del estudiante nuevo que,$ES_SG,El profesor leía el libro del estudiante nuevo que MASKTOKEN en el salón.,0.6236283002641656,0.3297290040359542
1,Spanish,B’,inanimposs,NP2Adj,0.53,low,sg,0,0,los libros,del estudiante nuevo,libros,nuevo,El profesor leía los libros del estudiante nuevo que MASKTOKEN en el salón.,El profesor leía los libros del estudiante nuevo que,$ES_SG,El profesor leía los libros del estudiante nuevo que MASKTOKEN en el salón.,0.6164826128495235,0.3188788429409186
1,Spanish,B’,inanimposs,NP2Adj,0.53,high,sg,0,0,el libro,de los estudiantes nuevos,libro,nuevos,El profesor leía el libro de los estudiantes nuevos que MASKTOKEN en el salón.,El profesor leía el libro de los estudiantes nuevos que,$ES_SG,El profesor leía el libro de los estudiantes nuevos que MASKTOKEN en el salón.,0.06459149774067718,0.034620199344466585
1,Spanish,B’,inanimposs,NP2Adj,0.53,ambi,pl,0,0,los libros,de los estudiantes nuevos,libros,nuevos,El profesor leía los libros de los estudiantes nuevos que MASKTOKEN en el salón.,El profesor leía los libros de los estudiantes nuevos que,$ES_PL,El profesor leía los libros de los estudiantes nuevos que MASKTOKEN en el salón.,0.5582271612844814,0.5195168417470484
1,Spanish,B’,inanimposs,NP2Adj,0.53,low,pl,0,0,el libro,de los estudiantes nuevos,libro,nuevos,El profesor leía el libro de los estudiantes nuevos que MASKTOKEN en el salón.,El profesor leía el libro de los estudiantes nuevos que,$ES_PL,El profesor leía el libro de los estudiantes nuevos que MASKTOKEN en el salón.,0.5979889446310622,0.4244542195901033
1,Spanish,B’,inanimposs,NP2Adj,0.53,high,pl,0,0,los libros,del estudiante nuevo,libros,nuevo,El profesor leía los libros del estudiante nuevo que MASKTOKEN en el salón.,El profesor leía los libros del estudiante nuevo que,$ES_PL,El profesor leía los libros del estudiante nuevo que MASKTOKEN en el salón.,0.0384610795743594,0.018154056202808633
2,Spanish,B’,inanimposs,noAdj,0.84,ambi,sg,0,0,la maleta,del viajero,maleta,viajero,El revisor observaba la maleta del viajero que MASKTOKEN en la estación.,El revisor observaba la maleta del viajero que,$ES_SG,El revisor observaba la maleta del viajero que MASKTOKEN en la estación.,0.5209136677448711,0.6164853815947424
2,Spanish,B’,inanimposs,noAdj,0.84,low,sg,0,0,las maletas,del viajero,maletas,viajero,El revisor observaba las maletas del viajero que MASKTOKEN en la estación.,El revisor observaba las maletas del viajero que,$ES_SG,El revisor observaba las maletas del viajero que MASKTOKEN en la estación.,0.34881126678449803,0.15781776333420083
2,Spanish,B’,inanimposs,noAdj,0.84,high,sg,0,0,la maleta,de los viajeros,maleta,viajeros,El revisor observaba la maleta de los viajeros que MASKTOKEN en la estación.,El revisor observaba la maleta de los viajeros que,$ES_SG,El revisor observaba la maleta de los viajeros que MASKTOKEN en la estación.,0.03394436273999779,0.014334677782732896
2,Spanish,B’,inanimposs,noAdj,0.84,ambi,pl,0,0,las maletas,de los viajeros,maletas,viajeros,El revisor observaba las maletas de los viajeros que MASKTOKEN en la estación.,El revisor observaba las maletas de los viajeros que,$ES_PL,El revisor observaba las maletas de los viajeros que MASKTOKEN en la estación.,0.9290431861778217,0.613734795667872
2,Spanish,B’,inanimposs,noAdj,0.84,low,pl,0,0,la maleta,de los viajeros,maleta,viajeros,El revisor observaba la maleta de los viajeros que MASKTOKEN en la estación.,El revisor observaba la maleta de los viajeros que,$ES_PL,El revisor observaba la maleta de los viajeros que MASKTOKEN en la estación.,0.9705345575402049,0.6331306142981887
