item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/gpt2-xl_prob
9,English,B5,rep,NP2Adj,0.45,high,sg,1,0,the print,of the foreign parks,print,parks,The critics judged very harshly the print of the foreign parks that MASKTOKEN attracting the most visitors.,The critics judged very harshly the print of the foreign parks that,$SG,The critics judged very harshly the print of the foreign parks that,0.018015314225163337
9,English,B5,rep,NP2Adj,0.45,ambi,pl,1,0,the prints,of the foreign parks,prints,parks,The critics judged very harshly the prints of the foreign parks that MASKTOKEN attracting the most visitors.,The critics judged very harshly the prints of the foreign parks that,$PL,The critics judged very harshly the prints of the foreign parks that,0.25312403882845347
9,English,B5,rep,NP2Adj,0.45,low,pl,1,0,the print,of the foreign parks,print,parks,The critics judged very harshly the print of the foreign parks that MASKTOKEN attracting the most visitors.,The critics judged very harshly the print of the foreign parks that,$PL,The critics judged very harshly the print of the foreign parks that,0.20446651062566623
9,English,B5,rep,NP2Adj,0.45,high,pl,1,0,the prints,of the foreign park,prints,park,The critics judged very harshly the prints of the foreign park that MASKTOKEN attracting the most visitors.,The critics judged very harshly the prints of the foreign park that,$PL,The critics judged very harshly the prints of the foreign park that,0.1785931065663533
1,English,B’,inanimposs,noAdj,0.43,ambi,sg,0,0,the book,of the student,book,student,The professor read the book of the student that MASKTOKEN in the dining-room.,The professor read the book of the student that,$SG,The professor read the book of the student that,0.19876904253506433
1,English,B’,inanimposs,noAdj,0.43,low,sg,0,0,the books,of the student,books,student,The professor read the books of the student that MASKTOKEN in the dining-room.,The professor read the books of the student that,$SG,The professor read the books of the student that,0.11537327444575052
1,English,B’,inanimposs,noAdj,0.43,high,sg,0,0,the book,of the students,book,students,The professor read the book of the students that MASKTOKEN in the dining-room.,The professor read the book of the students that,$SG,The professor read the book of the students that,0.17696020916696842
1,English,B’,inanimposs,noAdj,0.43,ambi,pl,0,0,the books,of the students,books,students,The professor read the books of the students that MASKTOKEN in the dining-room.,The professor read the books of the students that,$PL,The professor read the books of the students that,0.27699172601226074
1,English,B’,inanimposs,noAdj,0.43,low,pl,0,0,the book,of the students,book,students,The professor read the book of the students that MASKTOKEN in the dining-room.,The professor read the book of the students that,$PL,The professor read the book of the students that,0.07676656219686073
1,English,B’,inanimposs,noAdj,0.43,high,pl,0,0,the books,of the student,books,student,The professor read the books of the student that MASKTOKEN in the dining-room.,The professor read the books of the student that,$PL,The professor read the books of the student that,0.11488111315115823
1,English,B’,inanimposs,NP1Adj,0.43,ambi,sg,0,0,the new book,of the student,book,student,The professor read the new book of the student that MASKTOKEN in the dining-room.,The professor read the new book of the student that,$SG,The professor read the new book of the student that,0.18955121862113344
1,English,B’,inanimposs,NP1Adj,0.43,low,sg,0,0,the new books,of the student,books,student,The professor read the new books of the student that MASKTOKEN in the dining-room.,The professor read the new books of the student that,$SG,The professor read the new books of the student that,0.051913105496152134
1,English,B’,inanimposs,NP1Adj,0.43,high,sg,0,0,the new book,of the students,book,students,The professor read the new book of the students that MASKTOKEN in the dining-room.,The professor read the new book of the students that,$SG,The professor read the new book of the students that,0.2153177857729891
1,English,B’,inanimposs,NP1Adj,0.43,ambi,pl,0,0,the new books,of the students,books,students,The professor read the new books of the students that MASKTOKEN in the dining-room.,The professor read the new books of the students that,$PL,The professor read the new books of the students that,0.24162290420525956
1,English,B’,inanimposs,NP1Adj,0.43,low,pl,0,0,the new book,of the students,book,students,The professor read the new book of the students that MASKTOKEN in the dining-room.,The professor read the new book of the students that,$PL,The professor read the new book of the students that,0.029846616888127286
1,English,B’,inanimposs,NP1Adj,0.43,high,pl,0,0,the new books,of the student,books,student,The professor read the new books of the student that MASKTOKEN in the dining-room.,The professor read the new books of the student that,$PL,The professor read the new books of the student that,0.16645166101280218
1,English,B’,inanimposs,NP2Adj,0.43,ambi,sg,0,0,the book,of the new student,book,student,The professor read the book of the new student that MASKTOKEN in the dining-room.,The professor read the book of the new student that,$SG,The professor read the book of the new student that,0.18529847390464127
1,English,B’,inanimposs,NP2Adj,0.43,low,sg,0,0,the books,of the new student,books,student,The professor read the books of the new student that MASKTOKEN in the dining-room.,The professor read the books of the new student that,$SG,The professor read the books of the new student that,0.05872761359338918
1,English,B’,inanimposs,NP2Adj,0.43,high,sg,0,0,the book,of the new students,book,students,The professor read the book of the new students that MASKTOKEN in the dining-room.,The professor read the book of the new students that,$SG,The professor read the book of the new students that,0.17924112255035007
1,English,B’,inanimposs,NP2Adj,0.43,ambi,pl,0,0,the books,of the new students,books,students,The professor read the books of the new students that MASKTOKEN in the dining-room.,The professor read the books of the new students that,$PL,The professor read the books of the new students that,0.2421466948923161
1,English,B’,inanimposs,NP2Adj,0.43,low,pl,0,0,the book,of the new students,book,students,The professor read the book of the new students that MASKTOKEN in the dining-room.,The professor read the book of the new students that,$PL,The professor read the book of the new students that,0.029960564518278332
1,English,B’,inanimposs,NP2Adj,0.43,high,pl,0,0,the books,of the new student,books,student,The professor read the books of the new student that MASKTOKEN in the dining-room.,The professor read the books of the new student that,$PL,The professor read the books of the new student that,0.15079872567502584
2,English,B’,inanimposs,noAdj,0.55,ambi,sg,1,0,the case,of the traveler,case,traveler,The inspector observed the case of the traveler that MASKTOKEN in the station.,The inspector observed the case of the traveler that,$SG,The inspector observed the case of the traveler that,0.1445296096319293
2,English,B’,inanimposs,noAdj,0.55,low,sg,1,0,the cases,of the traveler,cases,traveler,The inspector observed the cases of the traveler that MASKTOKEN in the station.,The inspector observed the cases of the traveler that,$SG,The inspector observed the cases of the traveler that,0.02142617320849549
2,English,B’,inanimposs,noAdj,0.55,high,sg,1,0,the case,of the travelers,case,travelers,The inspector observed the case of the travelers that MASKTOKEN in the station.,The inspector observed the case of the travelers that,$SG,The inspector observed the case of the travelers that,0.06144383664428066
2,English,B’,inanimposs,noAdj,0.55,ambi,pl,1,0,the cases,of the travelers,cases,travelers,The inspector observed the cases of the travelers that MASKTOKEN in the station.,The inspector observed the cases of the travelers that,$PL,The inspector observed the cases of the travelers that,0.32258983219819015
2,English,B’,inanimposs,noAdj,0.55,low,pl,1,0,the case,of the travelers,case,travelers,The inspector observed the case of the travelers that MASKTOKEN in the station.,The inspector observed the case of the travelers that,$PL,The inspector observed the case of the travelers that,0.11610279971223214
2,English,B’,inanimposs,noAdj,0.55,high,pl,1,0,the cases,of the traveler,cases,traveler,The inspector observed the cases of the traveler that MASKTOKEN in the station.,The inspector observed the cases of the traveler that,$PL,The inspector observed the cases of the traveler that,0.29114713473295595
2,English,B’,inanimposs,NP1Adj,0.55,ambi,sg,1,0,the suspicious case,of the traveler,case,traveler,The inspector observed the suspicious case of the traveler that MASKTOKEN in the station.,The inspector observed the suspicious case of the traveler that,$SG,The inspector observed the suspicious case of the traveler that,0.22393586478504268
2,English,B’,inanimposs,NP1Adj,0.55,low,sg,1,0,the suspicious cases,of the traveler,cases,traveler,The inspector observed the suspicious cases of the traveler that MASKTOKEN in the station.,The inspector observed the suspicious cases of the traveler that,$SG,The inspector observed the suspicious cases of the traveler that,0.04362770054763132
2,English,B’,inanimposs,NP1Adj,0.55,high,sg,1,0,the suspicious case,of the travelers,case,travelers,The inspector observed the suspicious case of the travelers that MASKTOKEN in the station.,The inspector observed the suspicious case of the travelers that,$SG,The inspector observed the suspicious case of the travelers that,0.12630472486750843
2,English,B’,inanimposs,NP1Adj,0.55,ambi,pl,1,0,the suspicious cases,of the travelers,cases,travelers,The inspector observed the suspicious cases of the travelers that MASKTOKEN in the station.,The inspector observed the suspicious cases of the travelers that,$PL,The inspector observed the suspicious cases of the travelers that,0.3210469697379672
2,English,B’,inanimposs,NP1Adj,0.55,low,pl,1,0,the suspicious case,of the travelers,case,travelers,The inspector observed the suspicious case of the travelers that MASKTOKEN in the station.,The inspector observed the suspicious case of the travelers that,$PL,The inspector observed the suspicious case of the travelers that,0.12148819810341749
2,English,B’,inanimposs,NP1Adj,0.55,high,pl,1,0,the suspicious cases,of the traveler,cases,traveler,The inspector observed the suspicious cases of the traveler that MASKTOKEN in the station.,The inspector observed the suspicious cases of the traveler that,$PL,The inspector observed the suspicious cases of the traveler that,0.2647840229412708
2,English,B’,inanimposs,NP2Adj,0.55,ambi,sg,1,0,the case,of the suspicious traveler,case,traveler,The inspector observed the case of the suspicious traveler that MASKTOKEN in the station.,The inspector observed the case of the suspicious traveler that,$SG,The inspector observed the case of the suspicious traveler that,0.17247312356834277
2,English,B’,inanimposs,NP2Adj,0.55,low,sg,1,0,the cases,of the suspicious traveler,cases,traveler,The inspector observed the cases of the suspicious traveler that MASKTOKEN in the station.,The inspector observed the cases of the suspicious traveler that,$SG,The inspector observed the cases of the suspicious traveler that,0.015282878073964667
2,English,B’,inanimposs,NP2Adj,0.55,high,sg,1,0,the case,of the suspicious travelers,case,travelers,The inspector observed the case of the suspicious travelers that MASKTOKEN in the station.,The inspector observed the case of the suspicious travelers that,$SG,The inspector observed the case of the suspicious travelers that,0.0857142246994056
2,English,B’,inanimposs,NP2Adj,0.55,ambi,pl,1,0,the cases,of the suspicious travelers,cases,travelers,The inspector observed the cases of the suspicious travelers that MASKTOKEN in the station.,The inspector observed the cases of the suspicious travelers that,$PL,The inspector observed the cases of the suspicious travelers that,0.3112253651793768
2,English,B’,inanimposs,NP2Adj,0.55,low,pl,1,0,the case,of the suspicious travelers,case,travelers,The inspector observed the case of the suspicious travelers that MASKTOKEN in the station.,The inspector observed the case of the suspicious travelers that,$PL,The inspector observed the case of the suspicious travelers that,0.12003153389968624
2,English,B’,inanimposs,NP2Adj,0.55,high,pl,1,0,the cases,of the suspicious traveler,cases,traveler,The inspector observed the cases of the suspicious traveler that MASKTOKEN in the station.,The inspector observed the cases of the suspicious traveler that,$PL,The inspector observed the cases of the suspicious traveler that,0.29468501928601043
3,English,B’,inanimposs,noAdj,0.48,ambi,sg,0,0,the car,of the driver,car,driver,The mechanics were modifying the car of the driver that MASKTOKEN in the race.,The mechanics were modifying the car of the driver that,$SG,The mechanics were modifying the car of the driver that,0.339452168021003
3,English,B’,inanimposs,noAdj,0.48,low,sg,0,0,the cars,of the driver,cars,driver,The mechanics were modifying the cars of the driver that MASKTOKEN in the race.,The mechanics were modifying the cars of the driver that,$SG,The mechanics were modifying the cars of the driver that,0.18309490924797345
3,English,B’,inanimposs,noAdj,0.48,high,sg,0,0,the car,of the drivers,car,drivers,The mechanics were modifying the car of the drivers that MASKTOKEN in the race.,The mechanics were modifying the car of the drivers that,$SG,The mechanics were modifying the car of the drivers that,0.048133129634908345
3,English,B’,inanimposs,noAdj,0.48,ambi,pl,0,0,the cars,of the drivers,cars,drivers,The mechanics were modifying the cars of the drivers that MASKTOKEN in the race.,The mechanics were modifying the cars of the drivers that,$PL,The mechanics were modifying the cars of the drivers that,0.37171216965766884
3,English,B’,inanimposs,noAdj,0.48,low,pl,0,0,the car,of the drivers,car,drivers,The mechanics were modifying the car of the drivers that MASKTOKEN in the race.,The mechanics were modifying the car of the drivers that,$PL,The mechanics were modifying the car of the drivers that,0.3487584457934467
3,English,B’,inanimposs,noAdj,0.48,high,pl,0,0,the cars,of the driver,cars,driver,The mechanics were modifying the cars of the driver that MASKTOKEN in the race.,The mechanics were modifying the cars of the driver that,$PL,The mechanics were modifying the cars of the driver that,0.18392558094852518
3,English,B’,inanimposs,NP1Adj,0.48,ambi,sg,0,0,the dangerous car,of the driver,car,driver,The mechanics were modifying the dangerous car of the driver that MASKTOKEN in the race.,The mechanics were modifying the dangerous car of the driver that,$SG,The mechanics were modifying the dangerous car of the driver that,0.2720826243006469
3,English,B’,inanimposs,NP1Adj,0.48,low,sg,0,0,the dangerous cars,of the driver,cars,driver,The mechanics were modifying the dangerous cars of the driver that MASKTOKEN in the race.,The mechanics were modifying the dangerous cars of the driver that,$SG,The mechanics were modifying the dangerous cars of the driver that,0.17585654416979857
3,English,B’,inanimposs,NP1Adj,0.48,high,sg,0,0,the dangerous car,of the drivers,car,drivers,The mechanics were modifying the dangerous car of the drivers that MASKTOKEN in the race.,The mechanics were modifying the dangerous car of the drivers that,$SG,The mechanics were modifying the dangerous car of the drivers that,0.10156730418681104
3,English,B’,inanimposs,NP1Adj,0.48,ambi,pl,0,0,the dangerous cars,of the drivers,cars,drivers,The mechanics were modifying the dangerous cars of the drivers that MASKTOKEN in the race.,The mechanics were modifying the dangerous cars of the drivers that,$PL,The mechanics were modifying the dangerous cars of the drivers that,0.2939116778633375
3,English,B’,inanimposs,NP1Adj,0.48,low,pl,0,0,the dangerous car,of the drivers,car,drivers,The mechanics were modifying the dangerous car of the drivers that MASKTOKEN in the race.,The mechanics were modifying the dangerous car of the drivers that,$PL,The mechanics were modifying the dangerous car of the drivers that,0.22426399452771584
3,English,B’,inanimposs,NP1Adj,0.48,high,pl,0,0,the dangerous cars,of the driver,cars,driver,The mechanics were modifying the dangerous cars of the driver that MASKTOKEN in the race.,The mechanics were modifying the dangerous cars of the driver that,$PL,The mechanics were modifying the dangerous cars of the driver that,0.16018924673279145
3,English,B’,inanimposs,NP2Adj,0.48,ambi,sg,0,0,the car,of the dangerous driver,car,driver,The mechanics were modifying the car of the dangerous driver that MASKTOKEN in the race.,The mechanics were modifying the car of the dangerous driver that,$SG,The mechanics were modifying the car of the dangerous driver that,0.22385874143165996
3,English,B’,inanimposs,NP2Adj,0.48,low,sg,0,0,the cars,of the dangerous driver,cars,driver,The mechanics were modifying the cars of the dangerous driver that MASKTOKEN in the race.,The mechanics were modifying the cars of the dangerous driver that,$SG,The mechanics were modifying the cars of the dangerous driver that,0.20316287192144422
3,English,B’,inanimposs,NP2Adj,0.48,high,sg,0,0,the car,of the dangerous drivers,car,drivers,The mechanics were modifying the car of the dangerous drivers that MASKTOKEN in the race.,The mechanics were modifying the car of the dangerous drivers that,$SG,The mechanics were modifying the car of the dangerous drivers that,0.027117891352993473
3,English,B’,inanimposs,NP2Adj,0.48,ambi,pl,0,0,the cars,of the dangerous drivers,cars,drivers,The mechanics were modifying the cars of the dangerous drivers that MASKTOKEN in the race.,The mechanics were modifying the cars of the dangerous drivers that,$PL,The mechanics were modifying the cars of the dangerous drivers that,0.32033825331280674
3,English,B’,inanimposs,NP2Adj,0.48,low,pl,0,0,the car,of the dangerous drivers,car,drivers,The mechanics were modifying the car of the dangerous drivers that MASKTOKEN in the race.,The mechanics were modifying the car of the dangerous drivers that,$PL,The mechanics were modifying the car of the dangerous drivers that,0.3412874392689069
3,English,B’,inanimposs,NP2Adj,0.48,high,pl,0,0,the cars,of the dangerous driver,cars,driver,The mechanics were modifying the cars of the dangerous driver that MASKTOKEN in the race.,The mechanics were modifying the cars of the dangerous driver that,$PL,The mechanics were modifying the cars of the dangerous driver that,0.08866248596159565
4,English,B’,inanimposs,noAdj,0.5,ambi,sg,0,0,the dress,of the girl,dress,girl,The dressmaker was sewing the dress of the girl that MASKTOKEN on the floor.,The dressmaker was sewing the dress of the girl that,$SG,The dressmaker was sewing the dress of the girl that,0.20850434286721153
4,English,B’,inanimposs,noAdj,0.5,low,sg,0,0,the dresses,of the girl,dresses,girl,The dressmaker was sewing the dresses of the girl that MASKTOKEN on the floor.,The dressmaker was sewing the dresses of the girl that,$SG,The dressmaker was sewing the dresses of the girl that,0.1972276296524509
4,English,B’,inanimposs,noAdj,0.5,high,sg,0,0,the dress,of the girls,dress,girls,The dressmaker was sewing the dress of the girls that MASKTOKEN on the floor.,The dressmaker was sewing the dress of the girls that,$SG,The dressmaker was sewing the dress of the girls that,0.057548081138411256
4,English,B’,inanimposs,noAdj,0.5,ambi,pl,0,0,the dresses,of the girls,dresses,girls,The dressmaker was sewing the dresses of the girls that MASKTOKEN on the floor.,The dressmaker was sewing the dresses of the girls that,$PL,The dressmaker was sewing the dresses of the girls that,0.28569626164613204
4,English,B’,inanimposs,noAdj,0.5,low,pl,0,0,the dress,of the girls,dress,girls,The dressmaker was sewing the dress of the girls that MASKTOKEN on the floor.,The dressmaker was sewing the dress of the girls that,$PL,The dressmaker was sewing the dress of the girls that,0.25721442533911265
4,English,B’,inanimposs,noAdj,0.5,high,pl,0,0,the dresses,of the girl,dresses,girl,The dressmaker was sewing the dresses of the girl that MASKTOKEN on the floor.,The dressmaker was sewing the dresses of the girl that,$PL,The dressmaker was sewing the dresses of the girl that,0.019622064306560993
4,English,B’,inanimposs,NP1Adj,0.5,ambi,sg,0,0,the dirty dress,of the girl,dress,girl,The dressmaker was sewing the dirty dress of the girl that MASKTOKEN on the floor.,The dressmaker was sewing the dirty dress of the girl that,$SG,The dressmaker was sewing the dirty dress of the girl that,0.19190653280995384
4,English,B’,inanimposs,NP1Adj,0.5,low,sg,0,0,the dirty dresses,of the girl,dresses,girl,The dressmaker was sewing the dirty dresses of the girl that MASKTOKEN on the floor.,The dressmaker was sewing the dirty dresses of the girl that,$SG,The dressmaker was sewing the dirty dresses of the girl that,0.18373161654452197
4,English,B’,inanimposs,NP1Adj,0.5,high,sg,0,0,the dirty dress,of the girls,dress,girls,The dressmaker was sewing the dirty dress of the girls that MASKTOKEN on the floor.,The dressmaker was sewing the dirty dress of the girls that,$SG,The dressmaker was sewing the dirty dress of the girls that,0.08459948438565146
4,English,B’,inanimposs,NP1Adj,0.5,ambi,pl,0,0,the dirty dresses,of the girls,dresses,girls,The dressmaker was sewing the dirty dresses of the girls that MASKTOKEN on the floor.,The dressmaker was sewing the dirty dresses of the girls that,$PL,The dressmaker was sewing the dirty dresses of the girls that,0.25073488408237665
4,English,B’,inanimposs,NP1Adj,0.5,low,pl,0,0,the dirty dress,of the girls,dress,girls,The dressmaker was sewing the dirty dress of the girls that MASKTOKEN on the floor.,The dressmaker was sewing the dirty dress of the girls that,$PL,The dressmaker was sewing the dirty dress of the girls that,0.20639776553100653
4,English,B’,inanimposs,NP1Adj,0.5,high,pl,0,0,the dirty dresses,of the girl,dresses,girl,The dressmaker was sewing the dirty dresses of the girl that MASKTOKEN on the floor.,The dressmaker was sewing the dirty dresses of the girl that,$PL,The dressmaker was sewing the dirty dresses of the girl that,0.022823102533892303
4,English,B’,inanimposs,NP2Adj,0.5,ambi,sg,0,0,the dress,of the dirty girl,dress,girl,The dressmaker was sewing the dress of the dirty girl that MASKTOKEN on the floor.,The dressmaker was sewing the dress of the dirty girl that,$SG,The dressmaker was sewing the dress of the dirty girl that,0.1560231795734568
4,English,B’,inanimposs,NP2Adj,0.5,low,sg,0,0,the dresses,of the dirty girl,dresses,girl,The dressmaker was sewing the dresses of the dirty girl that MASKTOKEN on the floor.,The dressmaker was sewing the dresses of the dirty girl that,$SG,The dressmaker was sewing the dresses of the dirty girl that,0.15278533111221382
4,English,B’,inanimposs,NP2Adj,0.5,high,sg,0,0,the dress,of the dirty girl,dress,girl,The dressmaker was sewing the dress of the dirty girl that MASKTOKEN on the floor.,The dressmaker was sewing the dress of the dirty girl that,$SG,The dressmaker was sewing the dress of the dirty girl that,0.1560231386014026
4,English,B’,inanimposs,NP2Adj,0.5,ambi,pl,0,0,the dresses,of the dirty girl,dresses,girl,The dressmaker was sewing the dresses of the dirty girl that MASKTOKEN on the floor.,The dressmaker was sewing the dresses of the dirty girl that,$PL,The dressmaker was sewing the dresses of the dirty girl that,0.022062641304613884
4,English,B’,inanimposs,NP2Adj,0.5,low,pl,0,0,the dress,of the dirty girl,dress,girl,The dressmaker was sewing the dress of the dirty girl that MASKTOKEN on the floor.,The dressmaker was sewing the dress of the dirty girl that,$PL,The dressmaker was sewing the dress of the dirty girl that,0.013203871476021423
4,English,B’,inanimposs,NP2Adj,0.5,high,pl,0,0,the dresses,of the dirty girl,dresses,girl,The dressmaker was sewing the dresses of the dirty girl that MASKTOKEN on the floor.,The dressmaker was sewing the dresses of the dirty girl that,$PL,The dressmaker was sewing the dresses of the dirty girl that,0.022062635682558174
5,English,B’,inanimposs,noAdj,0.55,ambi,sg,0,0,the car,of the neighbor,car,neighbor,We borrowed the car of the neighbor that MASKTOKEN nearby.,We borrowed the car of the neighbor that,$SG,We borrowed the car of the neighbor that,0.2714188460706346
5,English,B’,inanimposs,noAdj,0.55,low,sg,0,0,the cars,of the neighbor,cars,neighbor,We borrowed the cars of the neighbor that MASKTOKEN nearby.,We borrowed the cars of the neighbor that,$SG,We borrowed the cars of the neighbor that,0.2337997049226157
5,English,B’,inanimposs,noAdj,0.55,high,sg,0,0,the car,of the neighbors,car,neighbors,We borrowed the car of the neighbors that MASKTOKEN nearby.,We borrowed the car of the neighbors that,$SG,We borrowed the car of the neighbors that,0.19205837436604956
5,English,B’,inanimposs,noAdj,0.55,ambi,pl,0,0,the cars,of the neighbors,cars,neighbors,We borrowed the cars of the neighbors that MASKTOKEN nearby.,We borrowed the cars of the neighbors that,$PL,We borrowed the cars of the neighbors that,0.2721128998743483
5,English,B’,inanimposs,noAdj,0.55,low,pl,0,0,the car,of the neighbors,car,neighbors,We borrowed the car of the neighbors that MASKTOKEN nearby.,We borrowed the car of the neighbors that,$PL,We borrowed the car of the neighbors that,0.1309820368810959
5,English,B’,inanimposs,noAdj,0.55,high,pl,0,0,the cars,of the neighbor,cars,neighbor,We borrowed the cars of the neighbor that MASKTOKEN nearby.,We borrowed the cars of the neighbor that,$PL,We borrowed the cars of the neighbor that,0.04036643672959084
5,English,B’,inanimposs,NP1Adj,0.55,ambi,sg,0,0,the old car,of the neighbor,car,neighbor,We borrowed the old car of the neighbor that MASKTOKEN nearby.,We borrowed the old car of the neighbor that,$SG,We borrowed the old car of the neighbor that,0.25521167469297446
5,English,B’,inanimposs,NP1Adj,0.55,low,sg,0,0,the old cars,of the neighbor,cars,neighbor,We borrowed the old cars of the neighbor that MASKTOKEN nearby.,We borrowed the old cars of the neighbor that,$SG,We borrowed the old cars of the neighbor that,0.1903348715599904
5,English,B’,inanimposs,NP1Adj,0.55,high,sg,0,0,the old car,of the neighbors,car,neighbors,We borrowed the old car of the neighbors that MASKTOKEN nearby.,We borrowed the old car of the neighbors that,$SG,We borrowed the old car of the neighbors that,0.22910205988705368
5,English,B’,inanimposs,NP1Adj,0.55,ambi,pl,0,0,the old cars,of the neighbors,cars,neighbors,We borrowed the old cars of the neighbors that MASKTOKEN nearby.,We borrowed the old cars of the neighbors that,$PL,We borrowed the old cars of the neighbors that,0.22534051019763268
5,English,B’,inanimposs,NP1Adj,0.55,low,pl,0,0,the old car,of the neighbors,car,neighbors,We borrowed the old car of the neighbors that MASKTOKEN nearby.,We borrowed the old car of the neighbors that,$PL,We borrowed the old car of the neighbors that,0.03813019511103111
5,English,B’,inanimposs,NP1Adj,0.55,high,pl,0,0,the old cars,of the neighbor,cars,neighbor,We borrowed the old cars of the neighbor that MASKTOKEN nearby.,We borrowed the old cars of the neighbor that,$PL,We borrowed the old cars of the neighbor that,0.057069197671020255
5,English,B’,inanimposs,NP2Adj,0.55,ambi,sg,0,0,the car,of the old neighbor,car,neighbor,We borrowed the car of the old neighbor that MASKTOKEN nearby.,We borrowed the car of the old neighbor that,$SG,We borrowed the car of the old neighbor that,0.2003794898383946
5,English,B’,inanimposs,NP2Adj,0.55,low,sg,0,0,the cars,of the old neighbor,cars,neighbor,We borrowed the cars of the old neighbor that MASKTOKEN nearby.,We borrowed the cars of the old neighbor that,$SG,We borrowed the cars of the old neighbor that,0.17302818958553434
5,English,B’,inanimposs,NP2Adj,0.55,high,sg,0,0,the car,of the old neighbors,car,neighbors,We borrowed the car of the old neighbors that MASKTOKEN nearby.,We borrowed the car of the old neighbors that,$SG,We borrowed the car of the old neighbors that,0.07943264104683134
5,English,B’,inanimposs,NP2Adj,0.55,ambi,pl,0,0,the cars,of the old neighbors,cars,neighbors,We borrowed the cars of the old neighbors that MASKTOKEN nearby.,We borrowed the cars of the old neighbors that,$PL,We borrowed the cars of the old neighbors that,0.16690639101166838
5,English,B’,inanimposs,NP2Adj,0.55,low,pl,0,0,the car,of the old neighbors,car,neighbors,We borrowed the car of the old neighbors that MASKTOKEN nearby.,We borrowed the car of the old neighbors that,$PL,We borrowed the car of the old neighbors that,0.12606607579589202
5,English,B’,inanimposs,NP2Adj,0.55,high,pl,0,0,the cars,of the old neighbor,cars,neighbor,We borrowed the cars of the old neighbor that MASKTOKEN nearby.,We borrowed the cars of the old neighbor that,$PL,We borrowed the cars of the old neighbor that,0.029306319761224664
6,English,B’,inanimposs,noAdj,0.55,ambi,sg,0,0,the computer,of the secretary,computer,secretary,I had to borrow the computer of the secretary that MASKTOKEN in the office close to mine.,I had to borrow the computer of the secretary that,$SG,I had to borrow the computer of the secretary that,0.22958477603407257
6,English,B’,inanimposs,noAdj,0.55,low,sg,0,0,the computers,of the secretary,computers,secretary,I had to borrow the computers of the secretary that MASKTOKEN in the office close to mine.,I had to borrow the computers of the secretary that,$SG,I had to borrow the computers of the secretary that,0.11161172808204078
6,English,B’,inanimposs,noAdj,0.55,high,sg,0,0,the computer,of the secretaries,computer,secretaries,I had to borrow the computer of the secretaries that MASKTOKEN in the office close to mine.,I had to borrow the computer of the secretaries that,$SG,I had to borrow the computer of the secretaries that,0.08705393834534325
6,English,B’,inanimposs,noAdj,0.55,ambi,pl,0,0,the computers,of the secretaries,computers,secretaries,I had to borrow the computers of the secretaries that MASKTOKEN in the office close to mine.,I had to borrow the computers of the secretaries that,$PL,I had to borrow the computers of the secretaries that,0.24160062717643438
6,English,B’,inanimposs,noAdj,0.55,low,pl,0,0,the computer,of the secretaries,computer,secretaries,I had to borrow the computer of the secretaries that MASKTOKEN in the office close to mine.,I had to borrow the computer of the secretaries that,$PL,I had to borrow the computer of the secretaries that,0.17232398657668035
6,English,B’,inanimposs,noAdj,0.55,high,pl,0,0,the computers,of the secretary,computers,secretary,I had to borrow the computers of the secretary that MASKTOKEN in the office close to mine.,I had to borrow the computers of the secretary that,$PL,I had to borrow the computers of the secretary that,0.15615885984374422
6,English,B’,inanimposs,NP1Adj,0.55,ambi,sg,0,0,the new computer,of the secretary,computer,secretary,I had to borrow the new computer of the secretary that MASKTOKEN in the office close to mine.,I had to borrow the new computer of the secretary that,$SG,I had to borrow the new computer of the secretary that,0.2261166083742645
6,English,B’,inanimposs,NP1Adj,0.55,low,sg,0,0,the new computers,of the secretary,computers,secretary,I had to borrow the new computers of the secretary that MASKTOKEN in the office close to mine.,I had to borrow the new computers of the secretary that,$SG,I had to borrow the new computers of the secretary that,0.048013700191580355
6,English,B’,inanimposs,NP1Adj,0.55,high,sg,0,0,the new computer,of the secretaries,computer,secretaries,I had to borrow the new computer of the secretaries that MASKTOKEN in the office close to mine.,I had to borrow the new computer of the secretaries that,$SG,I had to borrow the new computer of the secretaries that,0.16279138487179212
6,English,B’,inanimposs,NP1Adj,0.55,ambi,pl,0,0,the new computers,of the secretaries,computers,secretaries,I had to borrow the new computers of the secretaries that MASKTOKEN in the office close to mine.,I had to borrow the new computers of the secretaries that,$PL,I had to borrow the new computers of the secretaries that,0.3086488687245321
6,English,B’,inanimposs,NP1Adj,0.55,low,pl,0,0,the new computer,of the secretaries,computer,secretaries,I had to borrow the new computer of the secretaries that MASKTOKEN in the office close to mine.,I had to borrow the new computer of the secretaries that,$PL,I had to borrow the new computer of the secretaries that,0.09401714391530724
6,English,B’,inanimposs,NP1Adj,0.55,high,pl,0,0,the new computers,of the secretary,computers,secretary,I had to borrow the new computers of the secretary that MASKTOKEN in the office close to mine.,I had to borrow the new computers of the secretary that,$PL,I had to borrow the new computers of the secretary that,0.27856607958908697
6,English,B’,inanimposs,NP2Adj,0.55,ambi,sg,0,0,the computer,of the new secretary,computer,secretary,I had to borrow the computer of the new secretary that MASKTOKEN in the office close to mine.,I had to borrow the computer of the new secretary that,$SG,I had to borrow the computer of the new secretary that,0.15699710108342213
