item,lang,exp,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob
22,Spanish,Cuetos_Mitchell,high,pl,1,0,de las chicas,del maestro,chicas,maestro,Los chicos se burlaron de las chicas del maestro que MASKTOKEN en el parque.,Los chicos se burlaron de las chicas del maestro que,$ES_PL,Los chicos se burlaron de las chicas del maestro que MASKTOKEN en el parque.,RuPERTa-base,0.4502058240499593
23,Spanish,Cuetos_Mitchell,low,sg,1,1,los esclavos,del rey,esclavos,rey,Mi madre discutió con los esclavos del rey que MASKTOKEN de casa.,Mi madre discutió con los esclavos del rey que,$ES_SG,Mi madre discutió con los esclavos del rey que MASKTOKEN de casa.,RuPERTa-base,0.0421287568255799
23,Spanish,Cuetos_Mitchell,high,sg,1,1,el esclavo,de los reyes,esclavo,reyes,Mi madre discutió con el esclavo de los reyes que MASKTOKEN de casa.,Mi madre discutió con el esclavo de los reyes que,$ES_SG,Mi madre discutió con el esclavo de los reyes que MASKTOKEN de casa.,RuPERTa-base,0.1762049593113204
23,Spanish,Cuetos_Mitchell,low,pl,1,1,el esclavo,de los reyes,esclavo,reyes,Mi madre discutió con el esclavo de los reyes que MASKTOKEN de casa.,Mi madre discutió con el esclavo de los reyes que,$ES_PL,Mi madre discutió con el esclavo de los reyes que MASKTOKEN de casa.,RuPERTa-base,0.3582061586645295
23,Spanish,Cuetos_Mitchell,high,pl,1,1,los esclavos,del rey,esclavos,rey,Mi madre discutió con los esclavos del rey que MASKTOKEN de casa.,Mi madre discutió con los esclavos del rey que,$ES_PL,Mi madre discutió con los esclavos del rey que MASKTOKEN de casa.,RuPERTa-base,0.6557830260856576
24,Spanish,Cuetos_Mitchell,low,sg,0,0,a los hijos,del doctor,hijos,doctor,Esta tarde he visto a los hijos del doctor que MASKTOKEN en nuestra casa.,Esta tarde he visto a los hijos del doctor que,$ES_SG,Esta tarde he visto a los hijos del doctor que MASKTOKEN en nuestra casa.,RuPERTa-base,0.187949677980896
24,Spanish,Cuetos_Mitchell,high,sg,0,0,al hijo,de los doctores,hijo,doctores,Esta tarde he visto al hijo de los doctores que MASKTOKEN en nuestra casa.,Esta tarde he visto al hijo de los doctores que,$ES_SG,Esta tarde he visto al hijo de los doctores que MASKTOKEN en nuestra casa.,RuPERTa-base,0.0115083753666702
24,Spanish,Cuetos_Mitchell,low,pl,0,0,al hijo,de los doctores,hijo,doctores,Esta tarde he visto al hijo de los doctores que MASKTOKEN en nuestra casa.,Esta tarde he visto al hijo de los doctores que,$ES_PL,Esta tarde he visto al hijo de los doctores que MASKTOKEN en nuestra casa.,RuPERTa-base,0.5425888485271386
24,Spanish,Cuetos_Mitchell,high,pl,0,0,a los hijos,del doctor,hijos,doctor,Esta tarde he visto a los hijos del doctor que MASKTOKEN en nuestra casa.,Esta tarde he visto a los hijos del doctor que,$ES_PL,Esta tarde he visto a los hijos del doctor que MASKTOKEN en nuestra casa.,RuPERTa-base,0.3614632845557253
1a,Spanish,Fernandez,low,sg,1,0,los relativos,del maestro,relativos,maestro,Andrés cenó ayer con los relativos del maestro que MASKTOKEN en el partido comunista..,Andrés cenó ayer con los relativos del maestro que,$ES_SG,Andrés cenó ayer con los relativos del maestro que MASKTOKEN en el partido comunista..,gpt2-spanish,0.2835960675402305
1a,Spanish,Fernandez,high,sg,1,0,el relativo,de los maestros,relativo,maestros,Andrés cenó ayer con el relativo de los maestros que MASKTOKEN en el partido comunista..,Andrés cenó ayer con el relativo de los maestros que,$ES_SG,Andrés cenó ayer con el relativo de los maestros que MASKTOKEN en el partido comunista..,gpt2-spanish,0.0404173282412543
1a,Spanish,Fernandez,low,pl,1,0,el relativo,de los maestros,relativo,maestros,Andrés cenó ayer con el relativo de los maestros que MASKTOKEN en el partido comunista..,Andrés cenó ayer con el relativo de los maestros que,$ES_PL,Andrés cenó ayer con el relativo de los maestros que MASKTOKEN en el partido comunista..,gpt2-spanish,0.2886222546048884
1a,Spanish,Fernandez,high,pl,1,0,los relativos,del maestro,relativos,maestro,Andrés cenó ayer con los relativos del maestro que MASKTOKEN en el partido comunista..,Andrés cenó ayer con los relativos del maestro que,$ES_PL,Andrés cenó ayer con los relativos del maestro que MASKTOKEN en el partido comunista..,gpt2-spanish,0.0102007968907926
2a,Spanish,Fernandez,low,sg,0,1,a los entrenadores,del atleta,entrenadores,atleta,El periodista entrevistó a los entrenadores del atleta que MASKTOKEN en la competición.,El periodista entrevistó a los entrenadores del atleta que,$ES_SG,El periodista entrevistó a los entrenadores del atleta que MASKTOKEN en la competición.,gpt2-spanish,0.144283726040058
2a,Spanish,Fernandez,high,sg,0,1,al entrenador,de los atletas,entrenador,atletas,El periodista entrevistó al entrenador de los atletas que MASKTOKEN en la competición.,El periodista entrevistó al entrenador de los atletas que,$ES_SG,El periodista entrevistó al entrenador de los atletas que MASKTOKEN en la competición.,gpt2-spanish,0.0541865006870132
2a,Spanish,Fernandez,low,pl,0,1,al entrenador,de los atletas,entrenador,atletas,El periodista entrevistó al entrenador de los atletas que MASKTOKEN en la competición.,El periodista entrevistó al entrenador de los atletas que,$ES_PL,El periodista entrevistó al entrenador de los atletas que MASKTOKEN en la competición.,gpt2-spanish,0.197044022101565
2a,Spanish,Fernandez,high,pl,0,1,a los entrenadores,del atleta,entrenadores,atleta,El periodista entrevistó a los entrenadores del atleta que MASKTOKEN en la competición.,El periodista entrevistó a los entrenadores del atleta que,$ES_PL,El periodista entrevistó a los entrenadores del atleta que MASKTOKEN en la competición.,gpt2-spanish,0.0650735809745413
3a,Spanish,Fernandez,low,sg,1,1,a los asistentes,del trabajador,asistentes,trabajador,El gerente observaba a los asistentes del trabajador que MASKTOKEN en la oficina.,El gerente observaba a los asistentes del trabajador que,$ES_SG,El gerente observaba a los asistentes del trabajador que MASKTOKEN en la oficina.,gpt2-spanish,0.1257698765597119
3a,Spanish,Fernandez,high,sg,1,1,al asistente,de los trabajadores,asistente,trabajadores,El gerente observaba al asistente de los trabajadores que MASKTOKEN en la oficina.,El gerente observaba al asistente de los trabajadores que,$ES_SG,El gerente observaba al asistente de los trabajadores que MASKTOKEN en la oficina.,gpt2-spanish,0.0661810175181454
3a,Spanish,Fernandez,low,pl,1,1,al asistente,de los trabajadores,asistente,trabajadores,El gerente observaba al asistente de los trabajadores que MASKTOKEN en la oficina.,El gerente observaba al asistente de los trabajadores que,$ES_PL,El gerente observaba al asistente de los trabajadores que MASKTOKEN en la oficina.,gpt2-spanish,0.1844304823959284
3a,Spanish,Fernandez,high,pl,1,1,a los asistentes,del trabajador,asistentes,trabajador,El gerente observaba a los asistentes del trabajador que MASKTOKEN en la oficina.,El gerente observaba a los asistentes del trabajador que,$ES_PL,El gerente observaba a los asistentes del trabajador que MASKTOKEN en la oficina.,gpt2-spanish,0.0728989343282595
4a,Spanish,Fernandez,low,sg,1,0,a los asistentes,del abogado,asistentes,abogado,Julia había hablado con a los asistentes del abogado que MASKTOKEN de vacación.,Julia había hablado con a los asistentes del abogado que,$ES_SG,Julia había hablado con a los asistentes del abogado que MASKTOKEN de vacación.,gpt2-spanish,0.0957666290976853
4a,Spanish,Fernandez,high,sg,1,0,al asistente,de los abogados,asistente,abogados,Julia había hablado con al asistente de los abogados que MASKTOKEN de vacación.,Julia había hablado con al asistente de los abogados que,$ES_SG,Julia había hablado con al asistente de los abogados que MASKTOKEN de vacación.,gpt2-spanish,0.0546380606557761
4a,Spanish,Fernandez,low,pl,1,0,al asistente,de los abogados,asistente,abogados,Julia había hablado con al asistente de los abogados que MASKTOKEN de vacación.,Julia había hablado con al asistente de los abogados que,$ES_PL,Julia había hablado con al asistente de los abogados que MASKTOKEN de vacación.,gpt2-spanish,0.1174869856954625
4a,Spanish,Fernandez,high,pl,1,0,a los asistentes,del abogado,asistentes,abogado,Julia había hablado con a los asistentes del abogado que MASKTOKEN de vacación.,Julia había hablado con a los asistentes del abogado que,$ES_PL,Julia había hablado con a los asistentes del abogado que MASKTOKEN de vacación.,gpt2-spanish,0.0583502955930796
5a,Spanish,Fernandez,low,sg,0,0,a los ayudantes,del detective,ayudantes,detective,Mi amigo conoció a los ayudantes del detective que MASKTOKEN en la oficina.,Mi amigo conoció a los ayudantes del detective que,$ES_SG,Mi amigo conoció a los ayudantes del detective que MASKTOKEN en la oficina.,gpt2-spanish,0.129622596768101
5a,Spanish,Fernandez,high,sg,0,0,al ayudante,de los detectives,ayudante,detectives,Mi amigo conoció al ayudante de los detectives que MASKTOKEN en la oficina.,Mi amigo conoció al ayudante de los detectives que,$ES_SG,Mi amigo conoció al ayudante de los detectives que MASKTOKEN en la oficina.,gpt2-spanish,0.1843292245321137
5a,Spanish,Fernandez,low,pl,0,0,al ayudante,de los detectives,ayudante,detectives,Mi amigo conoció al ayudante de los detectives que MASKTOKEN en la oficina.,Mi amigo conoció al ayudante de los detectives que,$ES_PL,Mi amigo conoció al ayudante de los detectives que MASKTOKEN en la oficina.,gpt2-spanish,0.02666113521677
5a,Spanish,Fernandez,high,pl,0,0,a los ayudantes,del detective,ayudantes,detective,Mi amigo conoció a los ayudantes del detective que MASKTOKEN en la oficina.,Mi amigo conoció a los ayudantes del detective que,$ES_PL,Mi amigo conoció a los ayudantes del detective que MASKTOKEN en la oficina.,gpt2-spanish,0.0931721549998911
6a,Spanish,Fernandez,low,sg,1,0,a los analistas,del embajador,analistas,embajador,Carlos conoció a los analistas del embajador que MASKTOKEN en la compañia.,Carlos conoció a los analistas del embajador que,$ES_SG,Carlos conoció a los analistas del embajador que MASKTOKEN en la compañia.,gpt2-spanish,0.0549479050730781
6a,Spanish,Fernandez,high,sg,1,0,al analista,de los embajadores,analista,embajadores,Carlos conoció al analista de los embajadores que MASKTOKEN en la compañia.,Carlos conoció al analista de los embajadores que,$ES_SG,Carlos conoció al analista de los embajadores que MASKTOKEN en la compañia.,gpt2-spanish,0.0670732108728913
6a,Spanish,Fernandez,low,pl,1,0,al analista,de los embajadores,analista,embajadores,Carlos conoció al analista de los embajadores que MASKTOKEN en la compañia.,Carlos conoció al analista de los embajadores que,$ES_PL,Carlos conoció al analista de los embajadores que MASKTOKEN en la compañia.,gpt2-spanish,0.0982176607550471
6a,Spanish,Fernandez,high,pl,1,0,a los analistas,del embajador,analistas,embajador,Carlos conoció a los analistas del embajador que MASKTOKEN en la compañia.,Carlos conoció a los analistas del embajador que,$ES_PL,Carlos conoció a los analistas del embajador que MASKTOKEN en la compañia.,gpt2-spanish,0.1391015906087318
7a,Spanish,Fernandez,low,sg,1,1,los versos,de la poema,versos,poema,Rosa leyó los versos de la poema que MASKTOKEN en las últimas páginas de la revista.,Rosa leyó los versos de la poema que,$ES_SG,Rosa leyó los versos de la poema que MASKTOKEN en las últimas páginas de la revista.,gpt2-spanish,0.1315579958682349
7a,Spanish,Fernandez,high,sg,1,1,el verso,de las poemas,verso,poemas,Rosa leyó el verso de las poemas que MASKTOKEN en las últimas páginas de la revista.,Rosa leyó el verso de las poemas que,$ES_SG,Rosa leyó el verso de las poemas que MASKTOKEN en las últimas páginas de la revista.,gpt2-spanish,0.0778604493453585
7a,Spanish,Fernandez,low,pl,1,1,el verso,de las poemas,verso,poemas,Rosa leyó el verso de las poemas que MASKTOKEN en las últimas páginas de la revista.,Rosa leyó el verso de las poemas que,$ES_PL,Rosa leyó el verso de las poemas que MASKTOKEN en las últimas páginas de la revista.,gpt2-spanish,0.0439428074640417
7a,Spanish,Fernandez,high,pl,1,1,los versos,de la poema,versos,poema,Rosa leyó los versos de la poema que MASKTOKEN en las últimas páginas de la revista.,Rosa leyó los versos de la poema que,$ES_PL,Rosa leyó los versos de la poema que MASKTOKEN en las últimas páginas de la revista.,gpt2-spanish,0.0101936352361917
8a,Spanish,Fernandez,low,sg,0,1,los tubos,de la cocina,tubos,cocina,El plomero ajustó los tubos de la cocina que MASKTOKEN en la casa.,El plomero ajustó los tubos de la cocina que,$ES_SG,El plomero ajustó los tubos de la cocina que MASKTOKEN en la casa.,gpt2-spanish,0.0608699017739819
8a,Spanish,Fernandez,high,sg,0,1,el tubo,de las cocinas,tubo,cocinas,El plomero ajustó el tubo de las cocinas que MASKTOKEN en la casa.,El plomero ajustó el tubo de las cocinas que,$ES_SG,El plomero ajustó el tubo de las cocinas que MASKTOKEN en la casa.,gpt2-spanish,0.1170041629137266
8a,Spanish,Fernandez,low,pl,0,1,el tubo,de las cocinas,tubo,cocinas,El plomero ajustó el tubo de las cocinas que MASKTOKEN en la casa.,El plomero ajustó el tubo de las cocinas que,$ES_PL,El plomero ajustó el tubo de las cocinas que MASKTOKEN en la casa.,gpt2-spanish,0.0380852268362073
8a,Spanish,Fernandez,high,pl,0,1,los tubos,de la cocina,tubos,cocina,El plomero ajustó los tubos de la cocina que MASKTOKEN en la casa.,El plomero ajustó los tubos de la cocina que,$ES_PL,El plomero ajustó los tubos de la cocina que MASKTOKEN en la casa.,gpt2-spanish,0.0985115947289099
9a,Spanish,Fernandez,low,sg,0,1,los cables,del radio,cables,radio,María remplazó los cables del radio que MASKTOKEN en el coche.,María remplazó los cables del radio que,$ES_SG,María remplazó los cables del radio que MASKTOKEN en el coche.,gpt2-spanish,0.0693070628865806
9a,Spanish,Fernandez,high,sg,0,1,el cable,de los radios,cable,radios,María remplazó el cable de los radios que MASKTOKEN en el coche.,María remplazó el cable de los radios que,$ES_SG,María remplazó el cable de los radios que MASKTOKEN en el coche.,gpt2-spanish,0.108073838141415
9a,Spanish,Fernandez,low,pl,0,1,el cable,de los radios,cable,radios,María remplazó el cable de los radios que MASKTOKEN en el coche.,María remplazó el cable de los radios que,$ES_PL,María remplazó el cable de los radios que MASKTOKEN en el coche.,gpt2-spanish,0.0343416830751621
9a,Spanish,Fernandez,high,pl,0,1,los cables,del radio,cables,radio,María remplazó los cables del radio que MASKTOKEN en el coche.,María remplazó los cables del radio que,$ES_PL,María remplazó los cables del radio que MASKTOKEN en el coche.,gpt2-spanish,0.0867681559132549
10a,Spanish,Fernandez,low,sg,1,1,los ritmos,del canto,ritmos,canto,A mi hermano le gustaba escuchar los ritmos del canto que MASKTOKEN en la primera cara del álbum.,A mi hermano le gustaba escuchar los ritmos del canto que,$ES_SG,A mi hermano le gustaba escuchar los ritmos del canto que MASKTOKEN en la primera cara del álbum.,gpt2-spanish,0.0574980187030078
10a,Spanish,Fernandez,high,sg,1,1,el ritmo,de los cantos,ritmo,cantos,A mi hermano le gustaba escuchar el ritmo de los cantos que MASKTOKEN en la primera cara del álbum.,A mi hermano le gustaba escuchar el ritmo de los cantos que,$ES_SG,A mi hermano le gustaba escuchar el ritmo de los cantos que MASKTOKEN en la primera cara del álbum.,gpt2-spanish,0.0514474638160447
10a,Spanish,Fernandez,low,pl,1,1,el ritmo,de los cantos,ritmo,cantos,A mi hermano le gustaba escuchar el ritmo de los cantos que MASKTOKEN en la primera cara del álbum.,A mi hermano le gustaba escuchar el ritmo de los cantos que,$ES_PL,A mi hermano le gustaba escuchar el ritmo de los cantos que MASKTOKEN en la primera cara del álbum.,gpt2-spanish,0.0405925494355301
10a,Spanish,Fernandez,high,pl,1,1,los ritmos,del canto,ritmos,canto,A mi hermano le gustaba escuchar los ritmos del canto que MASKTOKEN en la primera cara del álbum.,A mi hermano le gustaba escuchar los ritmos del canto que,$ES_PL,A mi hermano le gustaba escuchar los ritmos del canto que MASKTOKEN en la primera cara del álbum.,gpt2-spanish,0.0218053475410044
11a,Spanish,Fernandez,low,sg,1,1,los colores,del plato,colores,plato,El cocinero no pudo encontrar los colores del plato que MASKTOKEN en el aparador.,El cocinero no pudo encontrar los colores del plato que,$ES_SG,El cocinero no pudo encontrar los colores del plato que MASKTOKEN en el aparador.,gpt2-spanish,0.1530157260773741
11a,Spanish,Fernandez,high,sg,1,1,el color,de los platos,color,platos,El cocinero no pudo encontrar el color de los platos que MASKTOKEN en el aparador.,El cocinero no pudo encontrar el color de los platos que,$ES_SG,El cocinero no pudo encontrar el color de los platos que MASKTOKEN en el aparador.,gpt2-spanish,0.0950081567443668
11a,Spanish,Fernandez,low,pl,1,1,el color,de los platos,color,platos,El cocinero no pudo encontrar el color de los platos que MASKTOKEN en el aparador.,El cocinero no pudo encontrar el color de los platos que,$ES_PL,El cocinero no pudo encontrar el color de los platos que MASKTOKEN en el aparador.,gpt2-spanish,0.083888820256945
11a,Spanish,Fernandez,high,pl,1,1,los colores,del plato,colores,plato,El cocinero no pudo encontrar los colores del plato que MASKTOKEN en el aparador.,El cocinero no pudo encontrar los colores del plato que,$ES_PL,El cocinero no pudo encontrar los colores del plato que MASKTOKEN en el aparador.,gpt2-spanish,0.0312378820353576
12a,Spanish,Fernandez,low,sg,0,1,las llaves,de la caja,llaves,caja,El ladrón se llevó las llaves de la caja que MASKTOKEN en al armario del pasillo.,El ladrón se llevó las llaves de la caja que,$ES_SG,El ladrón se llevó las llaves de la caja que MASKTOKEN en al armario del pasillo.,gpt2-spanish,0.2161065990743704
12a,Spanish,Fernandez,high,sg,0,1,la llave,de las cajas,llave,cajas,El ladrón se llevó la llave de las cajas que MASKTOKEN en al armario del pasillo.,El ladrón se llevó la llave de las cajas que,$ES_SG,El ladrón se llevó la llave de las cajas que MASKTOKEN en al armario del pasillo.,gpt2-spanish,0.1037439105710662
12a,Spanish,Fernandez,low,pl,0,1,la llave,de las cajas,llave,cajas,El ladrón se llevó la llave de las cajas que MASKTOKEN en al armario del pasillo.,El ladrón se llevó la llave de las cajas que,$ES_PL,El ladrón se llevó la llave de las cajas que MASKTOKEN en al armario del pasillo.,gpt2-spanish,0.0573368715856759
12a,Spanish,Fernandez,high,pl,0,1,las llaves,de la caja,llaves,caja,El ladrón se llevó las llaves de la caja que MASKTOKEN en al armario del pasillo.,El ladrón se llevó las llaves de la caja que,$ES_PL,El ladrón se llevó las llaves de la caja que MASKTOKEN en al armario del pasillo.,gpt2-spanish,0.009197122694073
13a,Spanish,Fernandez,low,sg,0,1,a las hijas,del prisionero,hijas,prisionero,El periodista no pudo entrevistar a las hijas del prisionero que MASKTOKEN en el avión.,El periodista no pudo entrevistar a las hijas del prisionero que,$ES_SG,El periodista no pudo entrevistar a las hijas del prisionero que MASKTOKEN en el avión.,gpt2-spanish,0.1167720146003432
13a,Spanish,Fernandez,high,sg,0,1,a la hija,de los prisioneros,hija,prisioneros,El periodista no pudo entrevistar a la hija de los prisioneros que MASKTOKEN en el avión.,El periodista no pudo entrevistar a la hija de los prisioneros que,$ES_SG,El periodista no pudo entrevistar a la hija de los prisioneros que MASKTOKEN en el avión.,gpt2-spanish,0.0877421521805672
13a,Spanish,Fernandez,low,pl,0,1,a la hija,de los prisioneros,hija,prisioneros,El periodista no pudo entrevistar a la hija de los prisioneros que MASKTOKEN en el avión.,El periodista no pudo entrevistar a la hija de los prisioneros que,$ES_PL,El periodista no pudo entrevistar a la hija de los prisioneros que MASKTOKEN en el avión.,gpt2-spanish,0.1570344543678032
13a,Spanish,Fernandez,high,pl,0,1,a las hijas,del prisionero,hijas,prisionero,El periodista no pudo entrevistar a las hijas del prisionero que MASKTOKEN en el avión.,El periodista no pudo entrevistar a las hijas del prisionero que,$ES_PL,El periodista no pudo entrevistar a las hijas del prisionero que MASKTOKEN en el avión.,gpt2-spanish,0.1100422162685959
14a,Spanish,Fernandez,low,sg,0,0,a los profesores,del estudiante,profesores,estudiante,Patricia vio a los profesores del estudiante que MASKTOKEN en clase.,Patricia vio a los profesores del estudiante que,$ES_SG,Patricia vio a los profesores del estudiante que MASKTOKEN en clase.,gpt2-spanish,0.0142523869511386
14a,Spanish,Fernandez,high,sg,0,0,al profesor,de los estudiantes,profesor,estudiantes,Patricia vio al profesor de los estudiantes que MASKTOKEN en clase.,Patricia vio al profesor de los estudiantes que,$ES_SG,Patricia vio al profesor de los estudiantes que MASKTOKEN en clase.,gpt2-spanish,0.0999936825827774
14a,Spanish,Fernandez,low,pl,0,0,al profesor,de los estudiantes,profesor,estudiantes,Patricia vio al profesor de los estudiantes que MASKTOKEN en clase.,Patricia vio al profesor de los estudiantes que,$ES_PL,Patricia vio al profesor de los estudiantes que MASKTOKEN en clase.,gpt2-spanish,0.0592943090148523
14a,Spanish,Fernandez,high,pl,0,0,a los profesores,del estudiante,profesores,estudiante,Patricia vio a los profesores del estudiante que MASKTOKEN en clase.,Patricia vio a los profesores del estudiante que,$ES_PL,Patricia vio a los profesores del estudiante que MASKTOKEN en clase.,gpt2-spanish,0.1849819715279181
15a,Spanish,Fernandez,low,sg,1,0,a los directores,del asistente,directores,asistente,Linda escribió a los directores del asistente que MASKTOKEN en la universidad.,Linda escribió a los directores del asistente que,$ES_SG,Linda escribió a los directores del asistente que MASKTOKEN en la universidad.,gpt2-spanish,0.075228546381787
15a,Spanish,Fernandez,high,sg,1,0,al director,de los asistentes,director,asistentes,Linda escribió al director de los asistentes que MASKTOKEN en la universidad.,Linda escribió al director de los asistentes que,$ES_SG,Linda escribió al director de los asistentes que MASKTOKEN en la universidad.,gpt2-spanish,0.0734251858024208
15a,Spanish,Fernandez,low,pl,1,0,al director,de los asistentes,director,asistentes,Linda escribió al director de los asistentes que MASKTOKEN en la universidad.,Linda escribió al director de los asistentes que,$ES_PL,Linda escribió al director de los asistentes que MASKTOKEN en la universidad.,gpt2-spanish,0.0483970546784533
15a,Spanish,Fernandez,high,pl,1,0,a los directores,del asistente,directores,asistente,Linda escribió a los directores del asistente que MASKTOKEN en la universidad.,Linda escribió a los directores del asistente que,$ES_PL,Linda escribió a los directores del asistente que MASKTOKEN en la universidad.,gpt2-spanish,0.0695999748429372
16a,Spanish,Fernandez,low,sg,1,0,a los conductores,del turista,conductores,turista,El director del hotel no quiso ver a los conductores del turista que MASKTOKEN en recepción..,El director del hotel no quiso ver a los conductores del turista que,$ES_SG,El director del hotel no quiso ver a los conductores del turista que MASKTOKEN en recepción..,gpt2-spanish,0.0138362240503671
16a,Spanish,Fernandez,high,sg,1,0,al conductor,de los turistas,conductor,turistas,El director del hotel no quiso ver al conductor de los turistas que MASKTOKEN en recepción..,El director del hotel no quiso ver al conductor de los turistas que,$ES_SG,El director del hotel no quiso ver al conductor de los turistas que MASKTOKEN en recepción..,gpt2-spanish,0.1371074251139257
16a,Spanish,Fernandez,low,pl,1,0,al conductor,de los turistas,conductor,turistas,El director del hotel no quiso ver al conductor de los turistas que MASKTOKEN en recepción..,El director del hotel no quiso ver al conductor de los turistas que,$ES_PL,El director del hotel no quiso ver al conductor de los turistas que MASKTOKEN en recepción..,gpt2-spanish,0.1122348263305035
16a,Spanish,Fernandez,high,pl,1,0,a los conductores,del turista,conductores,turista,El director del hotel no quiso ver a los conductores del turista que MASKTOKEN en recepción..,El director del hotel no quiso ver a los conductores del turista que,$ES_PL,El director del hotel no quiso ver a los conductores del turista que MASKTOKEN en recepción..,gpt2-spanish,0.2589959758756492
17a,Spanish,Fernandez,low,sg,0,0,a los clientes,del abogado,clientes,abogado,La recepcionista saludó a los clientes del abogado que MASKTOKEN en la sala de conferencias.,La recepcionista saludó a los clientes del abogado que,$ES_SG,La recepcionista saludó a los clientes del abogado que MASKTOKEN en la sala de conferencias.,gpt2-spanish,0.1297480863866642
17a,Spanish,Fernandez,high,sg,0,0,al cliente,de los abogados,cliente,abogados,La recepcionista saludó al cliente de los abogados que MASKTOKEN en la sala de conferencias.,La recepcionista saludó al cliente de los abogados que,$ES_SG,La recepcionista saludó al cliente de los abogados que MASKTOKEN en la sala de conferencias.,gpt2-spanish,0.1049074258700466
17a,Spanish,Fernandez,low,pl,0,0,al cliente,de los abogados,cliente,abogados,La recepcionista saludó al cliente de los abogados que MASKTOKEN en la sala de conferencias.,La recepcionista saludó al cliente de los abogados que,$ES_PL,La recepcionista saludó al cliente de los abogados que MASKTOKEN en la sala de conferencias.,gpt2-spanish,0.1053831534860236
17a,Spanish,Fernandez,high,pl,0,0,a los clientes,del abogado,clientes,abogado,La recepcionista saludó a los clientes del abogado que MASKTOKEN en la sala de conferencias.,La recepcionista saludó a los clientes del abogado que,$ES_PL,La recepcionista saludó a los clientes del abogado que MASKTOKEN en la sala de conferencias.,gpt2-spanish,0.1037981967945498
18a,Spanish,Fernandez,low,sg,1,0,a los guardas,del embajador,guardas,embajador,Nadie vio a los guardas del embajador que MASKTOKEN en la fiesta.,Nadie vio a los guardas del embajador que,$ES_SG,Nadie vio a los guardas del embajador que MASKTOKEN en la fiesta.,gpt2-spanish,0.0136847481711848
18a,Spanish,Fernandez,high,sg,1,0,al guarda,de los embajadores,guarda,embajadores,Nadie vio al guarda de los embajadores que MASKTOKEN en la fiesta.,Nadie vio al guarda de los embajadores que,$ES_SG,Nadie vio al guarda de los embajadores que MASKTOKEN en la fiesta.,gpt2-spanish,0.0621405287123684
18a,Spanish,Fernandez,low,pl,1,0,al guarda,de los embajadores,guarda,embajadores,Nadie vio al guarda de los embajadores que MASKTOKEN en la fiesta.,Nadie vio al guarda de los embajadores que,$ES_PL,Nadie vio al guarda de los embajadores que MASKTOKEN en la fiesta.,gpt2-spanish,0.0797750855373671
18a,Spanish,Fernandez,high,pl,1,0,a los guardas,del embajador,guardas,embajador,Nadie vio a los guardas del embajador que MASKTOKEN en la fiesta.,Nadie vio a los guardas del embajador que,$ES_PL,Nadie vio a los guardas del embajador que MASKTOKEN en la fiesta.,gpt2-spanish,0.1510661098135362
19a,Spanish,Fernandez,low,sg,0,0,a los hijos,del delegado,hijos,delegado,Ivana conoció a los hijos del delegado que MASKTOKEN en el salón.,Ivana conoció a los hijos del delegado que,$ES_SG,Ivana conoció a los hijos del delegado que MASKTOKEN en el salón.,gpt2-spanish,0.1999361733524125
19a,Spanish,Fernandez,high,sg,0,0,al hijo,de los delegados,hijo,delegados,Ivana conoció al hijo de los delegados que MASKTOKEN en el salón.,Ivana conoció al hijo de los delegados que,$ES_SG,Ivana conoció al hijo de los delegados que MASKTOKEN en el salón.,gpt2-spanish,0.0546783395829351
19a,Spanish,Fernandez,low,pl,0,0,al hijo,de los delegados,hijo,delegados,Ivana conoció al hijo de los delegados que MASKTOKEN en el salón.,Ivana conoció al hijo de los delegados que,$ES_PL,Ivana conoció al hijo de los delegados que MASKTOKEN en el salón.,gpt2-spanish,0.1573164576200412
19a,Spanish,Fernandez,high,pl,0,0,a los hijos,del delegado,hijos,delegado,Ivana conoció a los hijos del delegado que MASKTOKEN en el salón.,Ivana conoció a los hijos del delegado que,$ES_PL,Ivana conoció a los hijos del delegado que MASKTOKEN en el salón.,gpt2-spanish,0.013372980830006
20a,Spanish,Fernandez,low,sg,1,1,los componentes,de la pluma,componentes,pluma,Lisa no pudo encontrar los componentes de la pluma que MASKTOKEN de oferta.,Lisa no pudo encontrar los componentes de la pluma que,$ES_SG,Lisa no pudo encontrar los componentes de la pluma que MASKTOKEN de oferta.,gpt2-spanish,0.0942571322175638
20a,Spanish,Fernandez,high,sg,1,1,el componente,de las plumas,componente,plumas,Lisa no pudo encontrar el componente de las plumas que MASKTOKEN de oferta.,Lisa no pudo encontrar el componente de las plumas que,$ES_SG,Lisa no pudo encontrar el componente de las plumas que MASKTOKEN de oferta.,gpt2-spanish,0.0794438643669934
20a,Spanish,Fernandez,low,pl,1,1,el componente,de las plumas,componente,plumas,Lisa no pudo encontrar el componente de las plumas que MASKTOKEN de oferta.,Lisa no pudo encontrar el componente de las plumas que,$ES_PL,Lisa no pudo encontrar el componente de las plumas que MASKTOKEN de oferta.,gpt2-spanish,0.0784395708078165
20a,Spanish,Fernandez,high,pl,1,1,los componentes,de la pluma,componentes,pluma,Lisa no pudo encontrar los componentes de la pluma que MASKTOKEN de oferta.,Lisa no pudo encontrar los componentes de la pluma que,$ES_PL,Lisa no pudo encontrar los componentes de la pluma que MASKTOKEN de oferta.,gpt2-spanish,0.086968601136661
