item,lang,exp,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt_prob
16,Spanish,Cuetos_Mitchell,high,pl,0,1,a los perros,del vendedor,perros,vendedor,Luis atropelló a los perros del vendedor que viene a MASKTOKEN barrio.,Luis atropelló a los perros del vendedor que viene a,$ES_PL,Luis atropelló a los perros del vendedor que viene a,0.0003518397592463529,0.020351344250761016,0.022138098039203413,0.0002565156540104141,0.0007521112282358189
17,Spanish,Cuetos_Mitchell,ambi,sg,1,1,la prima,del obrero,prima,obrero,Andrés cenó ayer con la prima del obrero que MASKTOKEN en partido comunista.,Andrés cenó ayer con la prima del obrero que,$ES_SG,Andrés cenó ayer con la prima del obrero que,0.3410963878526445,0.05451118314855974,0.07880962395428903,0.30049034161379495,0.33297435058833
17,Spanish,Cuetos_Mitchell,low,sg,1,1,las primas,del obrero,primas,obrero,Andrés cenó ayer con las primas del obrero que MASKTOKEN en partido comunista.,Andrés cenó ayer con las primas del obrero que,$ES_SG,Andrés cenó ayer con las primas del obrero que,0.19377318607206462,0.051577660582013296,0.10600117709202062,0.20266334104221073,0.17424519770597158
17,Spanish,Cuetos_Mitchell,high,sg,1,1,la prima,de los obreros,prima,obreros,Andrés cenó ayer con la prima de los obreros que MASKTOKEN en partido comunista.,Andrés cenó ayer con la prima de los obreros que,$ES_SG,Andrés cenó ayer con la prima de los obreros que,0.11500572828117583,0.06294216552718304,0.11152284555730052,0.06870479936321772,0.08803930311516694
17,Spanish,Cuetos_Mitchell,ambi,pl,1,1,las primas,de los obreros,primas,obreros,Andrés cenó ayer con las primas de los obreros que MASKTOKEN en partido comunista.,Andrés cenó ayer con las primas de los obreros que,$ES_PL,Andrés cenó ayer con las primas de los obreros que,0.24787669619649932,0.021627987931977816,0.034358904017744274,0.27305834724768374,0.22779818803383023
17,Spanish,Cuetos_Mitchell,low,pl,1,1,la prima,de los obreros,prima,obreros,Andrés cenó ayer con la prima de los obreros que MASKTOKEN en partido comunista.,Andrés cenó ayer con la prima de los obreros que,$ES_PL,Andrés cenó ayer con la prima de los obreros que,0.1718620361317562,0.014126874282580304,0.02105769270589919,0.22900914604360878,0.23262884412633866
17,Spanish,Cuetos_Mitchell,high,pl,1,1,las primas,del obrero,primas,obrero,Andrés cenó ayer con las primas del obrero que MASKTOKEN en partido comunista.,Andrés cenó ayer con las primas del obrero que,$ES_PL,Andrés cenó ayer con las primas del obrero que,0.11866246280783344,0.01694710306299224,0.011280279709124486,0.09357722973680893,0.1097893686610405
18,Spanish,Cuetos_Mitchell,ambi,sg,0,0,al gato,de la francesa,gato,francesa,Jorge acariciaba al gato de la francesa que MASKTOKEN en la fuente.,Jorge acariciaba al gato de la francesa que,$ES_SG,Jorge acariciaba al gato de la francesa que,0.3480656307110621,0.05630338324415063,0.0649304460900253,0.3042399149433095,0.4047222616194972
18,Spanish,Cuetos_Mitchell,low,sg,0,0,a los gatos,de la francesa,gatos,francesa,Jorge acariciaba a los gatos de la francesa que MASKTOKEN en la fuente.,Jorge acariciaba a los gatos de la francesa que,$ES_SG,Jorge acariciaba a los gatos de la francesa que,0.04188552609788054,0.06782766288284003,0.042682784695686316,0.08686080027888465,0.1007848169325598
18,Spanish,Cuetos_Mitchell,high,sg,0,0,al gato,de las francesas,gato,francesas,Jorge acariciaba al gato de las francesas que MASKTOKEN en la fuente.,Jorge acariciaba al gato de las francesas que,$ES_SG,Jorge acariciaba al gato de las francesas que,0.18989981001173817,0.019789268163220797,0.04963853247326533,0.08206300338963501,0.2038285519770966
18,Spanish,Cuetos_Mitchell,ambi,pl,0,0,a los gatos,de las francesas,gatos,francesas,Jorge acariciaba a los gatos de las francesas que MASKTOKEN en la fuente.,Jorge acariciaba a los gatos de las francesas que,$ES_PL,Jorge acariciaba a los gatos de las francesas que,0.31698941259469393,0.022071515420241772,0.02679583812574693,0.32346716362172856,0.3191747759525754
18,Spanish,Cuetos_Mitchell,low,pl,0,0,al gato,de las francesas,gato,francesas,Jorge acariciaba al gato de las francesas que MASKTOKEN en la fuente.,Jorge acariciaba al gato de las francesas que,$ES_PL,Jorge acariciaba al gato de las francesas que,0.10419523915504669,0.033586997033564936,0.029677919500535666,0.2193156415020212,0.12828845626745533
18,Spanish,Cuetos_Mitchell,high,pl,0,0,a los gatos,de la francesa,gatos,francesa,Jorge acariciaba a los gatos de la francesa que MASKTOKEN en la fuente.,Jorge acariciaba a los gatos de la francesa que,$ES_PL,Jorge acariciaba a los gatos de la francesa que,0.416514035443015,0.01762399907855894,0.024739804785988806,0.271598055395998,0.35471808230107627
19,Spanish,Cuetos_Mitchell,ambi,sg,0,0,al hermano,del cura,hermano,cura,Marta saludó al hermano del cura que MASKTOKEN en el colegio.,Marta saludó al hermano del cura que,$ES_SG,Marta saludó al hermano del cura que,0.27366387642199363,0.10433546823881149,0.12367189159307757,0.2553837528566021,0.27934511949744945
19,Spanish,Cuetos_Mitchell,low,sg,0,0,a los hermanos,del cura,hermanos,cura,Marta saludó a los hermanos del cura que MASKTOKEN en el colegio.,Marta saludó a los hermanos del cura que,$ES_SG,Marta saludó a los hermanos del cura que,0.03466618205635896,0.059325589550192404,0.08192187887614942,0.03467753866032197,0.06473304294821958
19,Spanish,Cuetos_Mitchell,high,sg,0,0,al hermano,de los curas,hermano,curas,Marta saludó al hermano de los curas que MASKTOKEN en el colegio.,Marta saludó al hermano de los curas que,$ES_SG,Marta saludó al hermano de los curas que,0.05790845114944432,0.08727048626932915,0.0953836329600582,0.06228934183664947,0.06635967585047986
19,Spanish,Cuetos_Mitchell,ambi,pl,0,0,a los hermanos,de los curas,hermanos,curas,Marta saludó a los hermanos de los curas que MASKTOKEN en el colegio.,Marta saludó a los hermanos de los curas que,$ES_PL,Marta saludó a los hermanos de los curas que,0.20402765747112994,0.019939600798184243,0.033672474502455474,0.23770892950992106,0.23042209560395577
19,Spanish,Cuetos_Mitchell,low,pl,0,0,al hermano,de los curas,hermano,curas,Marta saludó al hermano de los curas que MASKTOKEN en el colegio.,Marta saludó al hermano de los curas que,$ES_PL,Marta saludó al hermano de los curas que,0.12067979376969618,0.01621043517583831,0.02389046968661962,0.17758595617095807,0.14712893244573877
19,Spanish,Cuetos_Mitchell,high,pl,0,0,a los hermanos,del cura,hermanos,cura,Marta saludó a los hermanos del cura que MASKTOKEN en el colegio.,Marta saludó a los hermanos del cura que,$ES_PL,Marta saludó a los hermanos del cura que,0.2341263464237784,0.017679086473598893,0.01043720090511574,0.24841211222667425,0.21494564516336823
20,Spanish,Cuetos_Mitchell,ambi,sg,0,0,la maleta,del estudiante,maleta,estudiante,El detective fotografió la maleta del estudiante que MASKTOKEN en la terraza.,El detective fotografió la maleta del estudiante que,$ES_SG,El detective fotografió la maleta del estudiante que,0.27471049350784327,0.012989778993342804,0.043696479507030705,0.32040828802678334,0.31305726043472504
20,Spanish,Cuetos_Mitchell,low,sg,0,0,las maletas,del estudiante,maletas,estudiante,El detective fotografió las maletas del estudiante que MASKTOKEN en la terraza.,El detective fotografió las maletas del estudiante que,$ES_SG,El detective fotografió las maletas del estudiante que,0.09330366841095383,0.02112764585665966,0.08696055166143174,0.17152950190512684,0.18205416660739004
20,Spanish,Cuetos_Mitchell,high,sg,0,0,la maleta,de los estudiantes,maleta,estudiantes,El detective fotografió la maleta de los estudiantes que MASKTOKEN en la terraza.,El detective fotografió la maleta de los estudiantes que,$ES_SG,El detective fotografió la maleta de los estudiantes que,0.04430697613885126,0.06436931733240336,0.04451770259179755,0.1105496837418869,0.08428683630973932
20,Spanish,Cuetos_Mitchell,ambi,pl,0,0,las maletas,de los estudiantes,maletas,estudiantes,El detective fotografió las maletas de los estudiantes que MASKTOKEN en la terraza.,El detective fotografió las maletas de los estudiantes que,$ES_PL,El detective fotografió las maletas de los estudiantes que,0.26509336308460885,0.024031854476765757,0.021095357315802865,0.3203770219575972,0.3528942224836342
20,Spanish,Cuetos_Mitchell,low,pl,0,0,la maleta,de los estudiantes,maleta,estudiantes,El detective fotografió la maleta de los estudiantes que MASKTOKEN en la terraza.,El detective fotografió la maleta de los estudiantes que,$ES_PL,El detective fotografió la maleta de los estudiantes que,0.23231699465982913,0.03005272682422977,0.012698383976736838,0.23084278530915014,0.25631718371055
20,Spanish,Cuetos_Mitchell,high,pl,0,0,las maletas,del estudiante,maletas,estudiante,El detective fotografió las maletas del estudiante que MASKTOKEN en la terraza.,El detective fotografió las maletas del estudiante que,$ES_PL,El detective fotografió las maletas del estudiante que,0.09603572114871639,0.028010716712376302,0.020245653485979488,0.10670882314916241,0.12120040241522645
21,Spanish,Cuetos_Mitchell,ambi,sg,0,0,la prima,del vaquero,prima,vaquero,María discutió con la prima del vaquero que MASKTOKEN en Argentina.,María discutió con la prima del vaquero que,$ES_SG,María discutió con la prima del vaquero que,0.18021836866689966,0.08614705115611976,0.0713422284818146,0.208550497895871,0.214977124531174
21,Spanish,Cuetos_Mitchell,low,sg,0,0,las primas,del vaquero,primas,vaquero,María discutió con las primas del vaquero que MASKTOKEN en Argentina.,María discutió con las primas del vaquero que,$ES_SG,María discutió con las primas del vaquero que,0.06216716969577618,0.030917643945272633,0.025153224449819517,0.12480998153469613,0.12562192266156735
21,Spanish,Cuetos_Mitchell,high,sg,0,0,la prima,de los vaqueros,prima,vaqueros,María discutió con la prima de los vaqueros que MASKTOKEN en Argentina.,María discutió con la prima de los vaqueros que,$ES_SG,María discutió con la prima de los vaqueros que,0.09799289353070506,0.038682328394557916,0.03653430302447142,0.07506278351262097,0.07360430551193886
21,Spanish,Cuetos_Mitchell,ambi,pl,0,0,las primas,de los vaqueros,primas,vaqueros,María discutió con las primas de los vaqueros que MASKTOKEN en Argentina.,María discutió con las primas de los vaqueros que,$ES_PL,María discutió con las primas de los vaqueros que,0.12511501292635785,0.006289397395775637,0.009930553790906627,0.18619728908805655,0.14360945081922694
21,Spanish,Cuetos_Mitchell,low,pl,0,0,la prima,de los vaqueros,prima,vaqueros,María discutió con la prima de los vaqueros que MASKTOKEN en Argentina.,María discutió con la prima de los vaqueros que,$ES_PL,María discutió con la prima de los vaqueros que,0.07156787172411327,0.004105560382910753,0.005051807133005876,0.09639256414885722,0.11316096372551954
21,Spanish,Cuetos_Mitchell,high,pl,0,0,las primas,del vaquero,primas,vaquero,María discutió con las primas del vaquero que MASKTOKEN en Argentina.,María discutió con las primas del vaquero que,$ES_PL,María discutió con las primas del vaquero que,0.08678088031788889,0.01755432940608387,0.029077436140860502,0.0795439056547309,0.061594524163069764
22,Spanish,Cuetos_Mitchell,ambi,sg,1,0,de la chica,del maestro,chica,maestro,Los chicos se burlaron de la chica del maestro que MASKTOKEN en el parque.,Los chicos se burlaron de la chica del maestro que,$ES_SG,Los chicos se burlaron de la chica del maestro que,0.27102535389937543,0.0775577267563474,0.04263889047201991,0.25929488035592385,0.3026766022363745
22,Spanish,Cuetos_Mitchell,low,sg,1,0,de las chicas,del maestro,chicas,maestro,Los chicos se burlaron de las chicas del maestro que MASKTOKEN en el parque.,Los chicos se burlaron de las chicas del maestro que,$ES_SG,Los chicos se burlaron de las chicas del maestro que,0.10821614480809671,0.04427413783209594,0.045259230849751475,0.03304874127269031,0.12317522447430918
22,Spanish,Cuetos_Mitchell,high,sg,1,0,de la chica,de los maestros,chica,maestros,Los chicos se burlaron de la chica de los maestros que MASKTOKEN en el parque.,Los chicos se burlaron de la chica de los maestros que,$ES_SG,Los chicos se burlaron de la chica de los maestros que,0.05076300305024262,0.03684026826908715,0.044619243899637784,0.06689430313038258,0.10276684125738456
22,Spanish,Cuetos_Mitchell,ambi,pl,1,0,de las chicas,de los maestros,chicas,maestros,Los chicos se burlaron de las chicas de los maestros que MASKTOKEN en el parque.,Los chicos se burlaron de las chicas de los maestros que,$ES_PL,Los chicos se burlaron de las chicas de los maestros que,0.2909034365342791,0.026717719918203153,0.031343576234500604,0.360680681841842,0.3264320738299631
22,Spanish,Cuetos_Mitchell,low,pl,1,0,de la chica,de los maestros,chica,maestros,Los chicos se burlaron de la chica de los maestros que MASKTOKEN en el parque.,Los chicos se burlaron de la chica de los maestros que,$ES_PL,Los chicos se burlaron de la chica de los maestros que,0.2747447638668348,0.014418501526789015,0.022287164100595835,0.2772286728192199,0.2231576022985564
22,Spanish,Cuetos_Mitchell,high,pl,1,0,de las chicas,del maestro,chicas,maestro,Los chicos se burlaron de las chicas del maestro que MASKTOKEN en el parque.,Los chicos se burlaron de las chicas del maestro que,$ES_PL,Los chicos se burlaron de las chicas del maestro que,0.18272748994289145,0.02072746381683216,0.018190678053007475,0.3601552117640665,0.1866616900497604
23,Spanish,Cuetos_Mitchell,ambi,sg,1,1,el esclavo,del rey,esclavo,rey,Mi madre discutió con el esclavo del rey que MASKTOKEN de casa.,Mi madre discutió con el esclavo del rey que,$ES_SG,Mi madre discutió con el esclavo del rey que,0.15999421515317636,0.06625808884338169,0.08476923831655325,0.12320181460993496,0.15389916973998652
23,Spanish,Cuetos_Mitchell,low,sg,1,1,los esclavos,del rey,esclavos,rey,Mi madre discutió con los esclavos del rey que MASKTOKEN de casa.,Mi madre discutió con los esclavos del rey que,$ES_SG,Mi madre discutió con los esclavos del rey que,0.05864842755038424,0.08414584790922552,0.08590739086893606,0.06467158558371189,0.08056620864758557
23,Spanish,Cuetos_Mitchell,high,sg,1,1,el esclavo,de los reyes,esclavo,reyes,Mi madre discutió con el esclavo de los reyes que MASKTOKEN de casa.,Mi madre discutió con el esclavo de los reyes que,$ES_SG,Mi madre discutió con el esclavo de los reyes que,0.09630821718590354,0.04743859556337715,0.04446303919291933,0.07313696071159725,0.0527326520470659
23,Spanish,Cuetos_Mitchell,ambi,pl,1,1,los esclavos,de los reyes,esclavos,reyes,Mi madre discutió con los esclavos de los reyes que MASKTOKEN de casa.,Mi madre discutió con los esclavos de los reyes que,$ES_PL,Mi madre discutió con los esclavos de los reyes que,0.167192628020139,0.006742784779831701,0.010581516209446695,0.13582879666121528,0.12106745749947834
23,Spanish,Cuetos_Mitchell,low,pl,1,1,el esclavo,de los reyes,esclavo,reyes,Mi madre discutió con el esclavo de los reyes que MASKTOKEN de casa.,Mi madre discutió con el esclavo de los reyes que,$ES_PL,Mi madre discutió con el esclavo de los reyes que,0.082612961543294,0.012641132406157163,0.014254832251972327,0.09980282149253128,0.09519819665773355
23,Spanish,Cuetos_Mitchell,high,pl,1,1,los esclavos,del rey,esclavos,rey,Mi madre discutió con los esclavos del rey que MASKTOKEN de casa.,Mi madre discutió con los esclavos del rey que,$ES_PL,Mi madre discutió con los esclavos del rey que,0.04715083060685643,0.011801796056243541,0.016110375473002758,0.09007249824263397,0.060537379246934364
24,Spanish,Cuetos_Mitchell,ambi,sg,0,0,al hijo,del doctor,hijo,doctor,Esta tarde he visto al hijo del doctor que MASKTOKEN en nuestra casa.,Esta tarde he visto al hijo del doctor que,$ES_SG,Esta tarde he visto al hijo del doctor que,0.3879945260989075,0.22036720978315344,0.20309314666306988,0.23907789030360505,0.40906633948435456
24,Spanish,Cuetos_Mitchell,low,sg,0,0,a los hijos,del doctor,hijos,doctor,Esta tarde he visto a los hijos del doctor que MASKTOKEN en nuestra casa.,Esta tarde he visto a los hijos del doctor que,$ES_SG,Esta tarde he visto a los hijos del doctor que,0.08787589370292892,0.1330727834380726,0.16057727244814668,0.06334423242772402,0.11345495929325011
24,Spanish,Cuetos_Mitchell,high,sg,0,0,al hijo,de los doctores,hijo,doctores,Esta tarde he visto al hijo de los doctores que MASKTOKEN en nuestra casa.,Esta tarde he visto al hijo de los doctores que,$ES_SG,Esta tarde he visto al hijo de los doctores que,0.23176471580038083,0.10755788631803265,0.08120806382837875,0.07590546439892876,0.20383638762423573
24,Spanish,Cuetos_Mitchell,ambi,pl,0,0,a los hijos,de los doctores,hijos,doctores,Esta tarde he visto a los hijos de los doctores que MASKTOKEN en nuestra casa.,Esta tarde he visto a los hijos de los doctores que,$ES_PL,Esta tarde he visto a los hijos de los doctores que,0.40388341396987926,0.018970902028248027,0.01902526172157004,0.279761415421774,0.4096698231727487
24,Spanish,Cuetos_Mitchell,low,pl,0,0,al hijo,de los doctores,hijo,doctores,Esta tarde he visto al hijo de los doctores que MASKTOKEN en nuestra casa.,Esta tarde he visto al hijo de los doctores que,$ES_PL,Esta tarde he visto al hijo de los doctores que,0.05246998610500242,0.015017212453002804,0.014599883141559022,0.2823766514641761,0.15783445062814394
24,Spanish,Cuetos_Mitchell,high,pl,0,0,a los hijos,del doctor,hijos,doctor,Esta tarde he visto a los hijos del doctor que MASKTOKEN en nuestra casa.,Esta tarde he visto a los hijos del doctor que,$ES_PL,Esta tarde he visto a los hijos del doctor que,0.29060384062029243,0.029216594823034486,0.01866424581461512,0.2408120374522582,0.3198077767071936
