item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/DeepESP/gpt2-spanish_prob,/data/mrm8488/spanish-gpt2_prob
9,Spanish,B5,rep,NP2Adj,0.56,high,pl,1,0,las pinturas,del parque extranjero,pinturas,extranjero,La crítica juzgó duramente las pinturas del parque extranjero que MASKTOKEN ayer.,La crítica juzgó duramente las pinturas del parque extranjero que,$ES_PL,La crítica juzgó duramente las pinturas del parque extranjero que,0.13220826785455841,0.17994347612655304
1,Spanish,B’,inanimposs,noAdj,0.53,ambi,sg,0,0,el libro,del estudiante,libro,estudiante,El profesor leía el libro del estudiante que MASKTOKEN en el salón.,El profesor leía el libro del estudiante que,$ES_SG,El profesor leía el libro del estudiante que,0.20037389013386075,0.2289149176515366
1,Spanish,B’,inanimposs,noAdj,0.53,low,sg,0,0,los libros,del estudiante,libros,estudiante,El profesor leía los libros del estudiante que MASKTOKEN en el salón.,El profesor leía los libros del estudiante que,$ES_SG,El profesor leía los libros del estudiante que,0.18518893694285055,0.17816367298496516
1,Spanish,B’,inanimposs,noAdj,0.53,high,sg,0,0,el libro,de los estudiantes,libro,estudiantes,El profesor leía el libro de los estudiantes que MASKTOKEN en el salón.,El profesor leía el libro de los estudiantes que,$ES_SG,El profesor leía el libro de los estudiantes que,0.08655198137602227,0.07849551766764762
1,Spanish,B’,inanimposs,noAdj,0.53,ambi,pl,0,0,los libros,de los estudiantes,libros,estudiantes,El profesor leía los libros de los estudiantes que MASKTOKEN en el salón.,El profesor leía los libros de los estudiantes que,$ES_PL,El profesor leía los libros de los estudiantes que,0.20460211657356098,0.21854878931466715
1,Spanish,B’,inanimposs,noAdj,0.53,low,pl,0,0,el libro,de los estudiantes,libro,estudiantes,El profesor leía el libro de los estudiantes que MASKTOKEN en el salón.,El profesor leía el libro de los estudiantes que,$ES_PL,El profesor leía el libro de los estudiantes que,0.11329782931935029,0.18675383580293214
1,Spanish,B’,inanimposs,noAdj,0.53,high,pl,0,0,los libros,del estudiante,libros,estudiante,El profesor leía los libros del estudiante que MASKTOKEN en el salón.,El profesor leía los libros del estudiante que,$ES_PL,El profesor leía los libros del estudiante que,0.023797541677168965,0.02922469750663481
1,Spanish,B’,inanimposs,NP1Adj,0.53,ambi,sg,0,0,el libro nuevo,del estudiante,nuevo,estudiante,El profesor leía el libro nuevo del estudiante que MASKTOKEN en el salón.,El profesor leía el libro nuevo del estudiante que,$ES_SG,El profesor leía el libro nuevo del estudiante que,0.20433615576891384,0.19859736998961353
1,Spanish,B’,inanimposs,NP1Adj,0.53,low,sg,0,0,los libros nuevos,del estudiante,nuevos,estudiante,El profesor leía los libros nuevos del estudiante que MASKTOKEN en el salón.,El profesor leía los libros nuevos del estudiante que,$ES_SG,El profesor leía los libros nuevos del estudiante que,0.18395442612069246,0.14227400324244854
1,Spanish,B’,inanimposs,NP1Adj,0.53,high,sg,0,0,el libro nuevo,de los estudiantes,nuevo,estudiantes,El profesor leía el libro nuevo de los estudiantes que MASKTOKEN en el salón.,El profesor leía el libro nuevo de los estudiantes que,$ES_SG,El profesor leía el libro nuevo de los estudiantes que,0.06407736011692933,0.056799332004857206
1,Spanish,B’,inanimposs,NP1Adj,0.53,ambi,pl,0,0,los libros nuevos,de los estudiantes,nuevos,estudiantes,El profesor leía los libros nuevos de los estudiantes que MASKTOKEN en el salón.,El profesor leía los libros nuevos de los estudiantes que,$ES_PL,El profesor leía los libros nuevos de los estudiantes que,0.24035182681519984,0.21904769698197413
1,Spanish,B’,inanimposs,NP1Adj,0.53,low,pl,0,0,el libro nuevo,de los estudiantes,nuevo,estudiantes,El profesor leía el libro nuevo de los estudiantes que MASKTOKEN en el salón.,El profesor leía el libro nuevo de los estudiantes que,$ES_PL,El profesor leía el libro nuevo de los estudiantes que,0.17871590122734915,0.19440848857118453
1,Spanish,B’,inanimposs,NP1Adj,0.53,high,pl,0,0,los libros nuevos,del estudiante,nuevos,estudiante,El profesor leía los libros nuevos del estudiante que MASKTOKEN en el salón.,El profesor leía los libros nuevos del estudiante que,$ES_PL,El profesor leía los libros nuevos del estudiante que,0.01592727992803944,0.05191687168358783
1,Spanish,B’,inanimposs,NP2Adj,0.53,ambi,sg,0,0,el libro,del estudiante nuevo,libro,nuevo,El profesor leía el libro del estudiante nuevo que MASKTOKEN en el salón.,El profesor leía el libro del estudiante nuevo que,$ES_SG,El profesor leía el libro del estudiante nuevo que,0.1574219938250181,0.21020787149001308
1,Spanish,B’,inanimposs,NP2Adj,0.53,low,sg,0,0,los libros,del estudiante nuevo,libros,nuevo,El profesor leía los libros del estudiante nuevo que MASKTOKEN en el salón.,El profesor leía los libros del estudiante nuevo que,$ES_SG,El profesor leía los libros del estudiante nuevo que,0.1485812972706384,0.17065222178510453
1,Spanish,B’,inanimposs,NP2Adj,0.53,high,sg,0,0,el libro,de los estudiantes nuevos,libro,nuevos,El profesor leía el libro de los estudiantes nuevos que MASKTOKEN en el salón.,El profesor leía el libro de los estudiantes nuevos que,$ES_SG,El profesor leía el libro de los estudiantes nuevos que,0.09298923560545092,0.06520733001525514
1,Spanish,B’,inanimposs,NP2Adj,0.53,ambi,pl,0,0,los libros,de los estudiantes nuevos,libros,nuevos,El profesor leía los libros de los estudiantes nuevos que MASKTOKEN en el salón.,El profesor leía los libros de los estudiantes nuevos que,$ES_PL,El profesor leía los libros de los estudiantes nuevos que,0.1036955279482612,0.2572671391126562
1,Spanish,B’,inanimposs,NP2Adj,0.53,low,pl,0,0,el libro,de los estudiantes nuevos,libro,nuevos,El profesor leía el libro de los estudiantes nuevos que MASKTOKEN en el salón.,El profesor leía el libro de los estudiantes nuevos que,$ES_PL,El profesor leía el libro de los estudiantes nuevos que,0.038391037169091646,0.23096362514195334
1,Spanish,B’,inanimposs,NP2Adj,0.53,high,pl,0,0,los libros,del estudiante nuevo,libros,nuevo,El profesor leía los libros del estudiante nuevo que MASKTOKEN en el salón.,El profesor leía los libros del estudiante nuevo que,$ES_PL,El profesor leía los libros del estudiante nuevo que,0.01791003898415866,0.04438316312361934
2,Spanish,B’,inanimposs,noAdj,0.84,ambi,sg,0,0,la maleta,del viajero,maleta,viajero,El revisor observaba la maleta del viajero que MASKTOKEN en la estación.,El revisor observaba la maleta del viajero que,$ES_SG,El revisor observaba la maleta del viajero que,0.20842054568966617,0.2663330551729821
2,Spanish,B’,inanimposs,noAdj,0.84,low,sg,0,0,las maletas,del viajero,maletas,viajero,El revisor observaba las maletas del viajero que MASKTOKEN en la estación.,El revisor observaba las maletas del viajero que,$ES_SG,El revisor observaba las maletas del viajero que,0.15473794871895574,0.16239850200763684
2,Spanish,B’,inanimposs,noAdj,0.84,high,sg,0,0,la maleta,de los viajeros,maleta,viajeros,El revisor observaba la maleta de los viajeros que MASKTOKEN en la estación.,El revisor observaba la maleta de los viajeros que,$ES_SG,El revisor observaba la maleta de los viajeros que,0.03470380903678605,0.12211210681169149
2,Spanish,B’,inanimposs,noAdj,0.84,ambi,pl,0,0,las maletas,de los viajeros,maletas,viajeros,El revisor observaba las maletas de los viajeros que MASKTOKEN en la estación.,El revisor observaba las maletas de los viajeros que,$ES_PL,El revisor observaba las maletas de los viajeros que,0.34927551756285613,0.31084955931962455
2,Spanish,B’,inanimposs,noAdj,0.84,low,pl,0,0,la maleta,de los viajeros,maleta,viajeros,El revisor observaba la maleta de los viajeros que MASKTOKEN en la estación.,El revisor observaba la maleta de los viajeros que,$ES_PL,El revisor observaba la maleta de los viajeros que,0.2651483017620344,0.1887508403306164
2,Spanish,B’,inanimposs,noAdj,0.84,high,pl,0,0,las maletas,del viajero,maletas,viajero,El revisor observaba las maletas del viajero que MASKTOKEN en la estación.,El revisor observaba las maletas del viajero que,$ES_PL,El revisor observaba las maletas del viajero que,0.09437606445050717,0.14245427834423907
2,Spanish,B’,inanimposs,NP1Adj,0.84,ambi,sg,0,0,la maleta vieja,del viajero,vieja,viajero,El revisor observaba la maleta vieja del viajero que MASKTOKEN en la estación.,El revisor observaba la maleta vieja del viajero que,$ES_SG,El revisor observaba la maleta vieja del viajero que,0.19828120270048544,0.21114825119131098
2,Spanish,B’,inanimposs,NP1Adj,0.84,low,sg,0,0,las maletas viejas,del viajero,viejas,viajero,El revisor observaba las maletas viejas del viajero que MASKTOKEN en la estación.,El revisor observaba las maletas viejas del viajero que,$ES_SG,El revisor observaba las maletas viejas del viajero que,0.1440986694893196,0.11698553387089206
2,Spanish,B’,inanimposs,NP1Adj,0.84,high,sg,0,0,la maleta vieja,de los viajeros,vieja,viajeros,El revisor observaba la maleta vieja de los viajeros que MASKTOKEN en la estación.,El revisor observaba la maleta vieja de los viajeros que,$ES_SG,El revisor observaba la maleta vieja de los viajeros que,0.042508205297909996,0.12522890181280388
2,Spanish,B’,inanimposs,NP1Adj,0.84,ambi,pl,0,0,las maletas viejas,de los viajeros,viejas,viajeros,El revisor observaba las maletas viejas de los viajeros que MASKTOKEN en la estación.,El revisor observaba las maletas viejas de los viajeros que,$ES_PL,El revisor observaba las maletas viejas de los viajeros que,0.36138249047387827,0.28715282000124986
2,Spanish,B’,inanimposs,NP1Adj,0.84,low,pl,0,0,la maleta vieja,de los viajeros,vieja,viajeros,El revisor observaba la maleta vieja de los viajeros que MASKTOKEN en la estación.,El revisor observaba la maleta vieja de los viajeros que,$ES_PL,El revisor observaba la maleta vieja de los viajeros que,0.262497405490667,0.12208692758984441
2,Spanish,B’,inanimposs,NP1Adj,0.84,high,pl,0,0,las maletas viejas,del viajero,viejas,viajero,El revisor observaba las maletas viejas del viajero que MASKTOKEN en la estación.,El revisor observaba las maletas viejas del viajero que,$ES_PL,El revisor observaba las maletas viejas del viajero que,0.09549652531636532,0.13151761143706153
2,Spanish,B’,inanimposs,NP2Adj,0.84,ambi,sg,0,0,la maleta,del viajero viejo,maleta,viejo,El revisor observaba la maleta del viajero viejo que MASKTOKEN en la estación.,El revisor observaba la maleta del viajero viejo que,$ES_SG,El revisor observaba la maleta del viajero viejo que,0.17895623288695894,0.24265443467130154
2,Spanish,B’,inanimposs,NP2Adj,0.84,low,sg,0,0,las maletas,del viajero viejo,maletas,viejo,El revisor observaba las maletas del viajero viejo que MASKTOKEN en la estación.,El revisor observaba las maletas del viajero viejo que,$ES_SG,El revisor observaba las maletas del viajero viejo que,0.1514807199584034,0.1754623332458678
2,Spanish,B’,inanimposs,NP2Adj,0.84,high,sg,0,0,la maleta,de los viajeros viejos,maleta,viejos,El revisor observaba la maleta de los viajeros viejos que MASKTOKEN en la estación.,El revisor observaba la maleta de los viajeros viejos que,$ES_SG,El revisor observaba la maleta de los viajeros viejos que,0.033916142428775276,0.05849822600630006
2,Spanish,B’,inanimposs,NP2Adj,0.84,ambi,pl,0,0,las maletas,de los viajeros viejos,maletas,viejos,El revisor observaba las maletas de los viajeros viejos que MASKTOKEN en la estación.,El revisor observaba las maletas de los viajeros viejos que,$ES_PL,El revisor observaba las maletas de los viajeros viejos que,0.2751023151077252,0.2904559659438526
2,Spanish,B’,inanimposs,NP2Adj,0.84,low,pl,0,0,la maleta,de los viajeros viejos,maleta,viejos,El revisor observaba la maleta de los viajeros viejos que MASKTOKEN en la estación.,El revisor observaba la maleta de los viajeros viejos que,$ES_PL,El revisor observaba la maleta de los viajeros viejos que,0.19221501365485505,0.22125104278323704
2,Spanish,B’,inanimposs,NP2Adj,0.84,high,pl,0,0,las maletas,del viajero viejo,maletas,viejo,El revisor observaba las maletas del viajero viejo que MASKTOKEN en la estación.,El revisor observaba las maletas del viajero viejo que,$ES_PL,El revisor observaba las maletas del viajero viejo que,0.04659432416840037,0.10380068812102294
3,Spanish,B’,inanimposs,noAdj,0.72,ambi,sg,0,0,el coche,del piloto,coche,piloto,Los mecánicos revisaban el coche del piloto que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche del piloto que,$ES_SG,Los mecánicos revisaban el coche del piloto que,0.2557498840624941,0.26918648532417677
3,Spanish,B’,inanimposs,noAdj,0.72,low,sg,0,0,los coches,del piloto,coches,piloto,Los mecánicos revisaban los coches del piloto que MASKTOKEN en la carrera.,Los mecánicos revisaban los coches del piloto que,$ES_SG,Los mecánicos revisaban los coches del piloto que,0.10180205307968304,0.04902538430948589
3,Spanish,B’,inanimposs,noAdj,0.72,high,sg,0,0,el coche,de los pilotos,coche,pilotos,Los mecánicos revisaban el coche de los pilotos que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche de los pilotos que,$ES_SG,Los mecánicos revisaban el coche de los pilotos que,0.03718503544605656,0.034855137108182
3,Spanish,B’,inanimposs,noAdj,0.72,ambi,pl,0,0,los coches,de los pilotos,coches,pilotos,Los mecánicos revisaban los coches de los pilotos que MASKTOKEN en la carrera.,Los mecánicos revisaban los coches de los pilotos que,$ES_PL,Los mecánicos revisaban los coches de los pilotos que,0.35613537022107344,0.4156335558891371
3,Spanish,B’,inanimposs,noAdj,0.72,low,pl,0,0,el coche,de los pilotos,coche,pilotos,Los mecánicos revisaban el coche de los pilotos que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche de los pilotos que,$ES_PL,Los mecánicos revisaban el coche de los pilotos que,0.36812731498506324,0.4427878974767978
3,Spanish,B’,inanimposs,noAdj,0.72,high,pl,0,0,los coches,del piloto,coches,piloto,Los mecánicos revisaban los coches del piloto que MASKTOKEN en la carrera.,Los mecánicos revisaban los coches del piloto que,$ES_PL,Los mecánicos revisaban los coches del piloto que,0.17404915769355966,0.27978073821876137
3,Spanish,B’,inanimposs,NP1Adj,0.72,ambi,sg,0,0,el coche peligroso,del piloto,peligroso,piloto,Los mecánicos revisaban el coche peligroso del piloto que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche peligroso del piloto que,$ES_SG,Los mecánicos revisaban el coche peligroso del piloto que,0.20621645075793893,0.22397479108724383
3,Spanish,B’,inanimposs,NP1Adj,0.72,low,sg,0,0,los coches peligrosos,del piloto,peligrosos,piloto,Los mecánicos revisaban los coches peligrosos del piloto que MASKTOKEN en la carrera.,Los mecánicos revisaban los coches peligrosos del piloto que,$ES_SG,Los mecánicos revisaban los coches peligrosos del piloto que,0.15844605132138412,0.06990041483588527
3,Spanish,B’,inanimposs,NP1Adj,0.72,high,sg,0,0,el coche peligroso,de los pilotos,peligroso,pilotos,Los mecánicos revisaban el coche peligroso de los pilotos que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche peligroso de los pilotos que,$ES_SG,Los mecánicos revisaban el coche peligroso de los pilotos que,0.02651215537503182,0.07062249130046894
3,Spanish,B’,inanimposs,NP1Adj,0.72,ambi,pl,0,0,los coches peligrosos,de los pilotos,peligrosos,pilotos,Los mecánicos revisaban los coches peligrosos de los pilotos que MASKTOKEN en la carrera.,Los mecánicos revisaban los coches peligrosos de los pilotos que,$ES_PL,Los mecánicos revisaban los coches peligrosos de los pilotos que,0.2754665953642004,0.33332057399359627
3,Spanish,B’,inanimposs,NP1Adj,0.72,low,pl,0,0,el coche peligroso,de los pilotos,peligroso,pilotos,Los mecánicos revisaban el coche peligroso de los pilotos que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche peligroso de los pilotos que,$ES_PL,Los mecánicos revisaban el coche peligroso de los pilotos que,0.300052025504403,0.25186238011943374
3,Spanish,B’,inanimposs,NP1Adj,0.72,high,pl,0,0,los coches peligrosos,del piloto,peligrosos,piloto,Los mecánicos revisaban los coches peligrosos del piloto que MASKTOKEN en la carrera.,Los mecánicos revisaban los coches peligrosos del piloto que,$ES_PL,Los mecánicos revisaban los coches peligrosos del piloto que,0.031499282450994315,0.1898841305129224
3,Spanish,B’,inanimposs,NP2Adj,0.72,ambi,sg,0,0,el coche,del piloto peligroso,coche,peligroso,Los mecánicos revisaban el coche del piloto peligroso que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche del piloto peligroso que,$ES_SG,Los mecánicos revisaban el coche del piloto peligroso que,0.18838912314627265,0.2602407916272682
3,Spanish,B’,inanimposs,NP2Adj,0.72,low,sg,0,0,los coches,del piloto peligroso,coches,peligroso,Los mecánicos revisaban los coches del piloto peligroso que MASKTOKEN en la carrera.,Los mecánicos revisaban los coches del piloto peligroso que,$ES_SG,Los mecánicos revisaban los coches del piloto peligroso que,0.13227421551104612,0.11266391409393961
3,Spanish,B’,inanimposs,NP2Adj,0.72,high,sg,0,0,el coche,de los pilotos peligrosos,coche,peligrosos,Los mecánicos revisaban el coche de los pilotos peligrosos que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche de los pilotos peligrosos que,$ES_SG,Los mecánicos revisaban el coche de los pilotos peligrosos que,0.015848977414278487,0.03177694273734444
3,Spanish,B’,inanimposs,NP2Adj,0.72,ambi,pl,0,0,los coches,de los pilotos peligrosos,coches,peligrosos,Los mecánicos revisaban los coches de los pilotos peligrosos que MASKTOKEN en la carrera.,Los mecánicos revisaban los coches de los pilotos peligrosos que,$ES_PL,Los mecánicos revisaban los coches de los pilotos peligrosos que,0.2206329012860273,0.3077274732443769
3,Spanish,B’,inanimposs,NP2Adj,0.72,low,pl,0,0,el coche,de los pilotos peligrosos,coche,peligrosos,Los mecánicos revisaban el coche de los pilotos peligrosos que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche de los pilotos peligrosos que,$ES_PL,Los mecánicos revisaban el coche de los pilotos peligrosos que,0.26013716615563,0.3302219705683811
3,Spanish,B’,inanimposs,NP2Adj,0.72,high,pl,0,0,los coches,del piloto peligroso,coches,peligroso,Los mecánicos revisaban los coches del piloto peligroso que MASKTOKEN en la carrera.,Los mecánicos revisaban los coches del piloto peligroso que,$ES_PL,Los mecánicos revisaban los coches del piloto peligroso que,0.06880610208883908,0.15618897858676917
4,Spanish,B’,inanimposs,noAdj,0.68,ambi,sg,0,1,el vestido,de la chica,vestido,chica,La modista cosía el vestido de la chica que MASKTOKEN en el suelo.,La modista cosía el vestido de la chica que,$ES_SG,La modista cosía el vestido de la chica que,0.23430655513172383,0.23207002796635834
4,Spanish,B’,inanimposs,noAdj,0.68,low,sg,0,1,los vestidos,de la chica,vestidos,chica,La modista cosía los vestidos de la chica que MASKTOKEN en el suelo.,La modista cosía los vestidos de la chica que,$ES_SG,La modista cosía los vestidos de la chica que,0.24717593691103446,0.23255191153894117
4,Spanish,B’,inanimposs,noAdj,0.68,high,sg,0,1,el vestido,de las chicas,vestido,chicas,La modista cosía el vestido de las chicas que MASKTOKEN en el suelo.,La modista cosía el vestido de las chicas que,$ES_SG,La modista cosía el vestido de las chicas que,0.06211153719604212,0.13546614832110393
4,Spanish,B’,inanimposs,noAdj,0.68,ambi,pl,0,1,los vestidos,de las chicas,vestidos,chicas,La modista cosía los vestidos de las chicas que MASKTOKEN en el suelo.,La modista cosía los vestidos de las chicas que,$ES_PL,La modista cosía los vestidos de las chicas que,0.31947384453211214,0.28152304662599015
4,Spanish,B’,inanimposs,noAdj,0.68,low,pl,0,1,el vestido,de las chicas,vestido,chicas,La modista cosía el vestido de las chicas que MASKTOKEN en el suelo.,La modista cosía el vestido de las chicas que,$ES_PL,La modista cosía el vestido de las chicas que,0.23305089195237372,0.17571694449856778
4,Spanish,B’,inanimposs,noAdj,0.68,high,pl,0,1,los vestidos,de la chica,vestidos,chica,La modista cosía los vestidos de la chica que MASKTOKEN en el suelo.,La modista cosía los vestidos de la chica que,$ES_PL,La modista cosía los vestidos de la chica que,0.009239225726894063,0.015355122505833485
4,Spanish,B’,inanimposs,NP1Adj,0.68,ambi,sg,0,1,el vestido sucio,de la chica,sucio,chica,La modista cosía el vestido sucio de la chica que MASKTOKEN en el suelo.,La modista cosía el vestido sucio de la chica que,$ES_SG,La modista cosía el vestido sucio de la chica que,0.20503417982870076,0.1878603527037903
4,Spanish,B’,inanimposs,NP1Adj,0.68,low,sg,0,1,los vestidos sucios,de la chica,sucios,chica,La modista cosía los vestidos sucios de la chica que MASKTOKEN en el suelo.,La modista cosía los vestidos sucios de la chica que,$ES_SG,La modista cosía los vestidos sucios de la chica que,0.2102749944942488,0.19678299763802087
4,Spanish,B’,inanimposs,NP1Adj,0.68,high,sg,0,1,el vestido sucio,de las chicas,sucio,chicas,La modista cosía el vestido sucio de las chicas que MASKTOKEN en el suelo.,La modista cosía el vestido sucio de las chicas que,$ES_SG,La modista cosía el vestido sucio de las chicas que,0.04735334422876036,0.10549762741600421
4,Spanish,B’,inanimposs,NP1Adj,0.68,ambi,pl,0,1,los vestidos sucios,de las chicas,sucios,chicas,La modista cosía los vestidos sucios de las chicas que MASKTOKEN en el suelo.,La modista cosía los vestidos sucios de las chicas que,$ES_PL,La modista cosía los vestidos sucios de las chicas que,0.2595149827758121,0.2209015337502045
4,Spanish,B’,inanimposs,NP1Adj,0.68,low,pl,0,1,el vestido sucio,de las chicas,sucio,chicas,La modista cosía el vestido sucio de las chicas que MASKTOKEN en el suelo.,La modista cosía el vestido sucio de las chicas que,$ES_PL,La modista cosía el vestido sucio de las chicas que,0.21341814104391688,0.14698845538985061
4,Spanish,B’,inanimposs,NP1Adj,0.68,high,pl,0,1,los vestidos sucios,de la chica,sucios,chica,La modista cosía los vestidos sucios de la chica que MASKTOKEN en el suelo.,La modista cosía los vestidos sucios de la chica que,$ES_PL,La modista cosía los vestidos sucios de la chica que,0.005806850292485066,0.009957914395389622
4,Spanish,B’,inanimposs,NP2Adj,0.68,ambi,sg,0,1,el vestido,de la chica sucia,vestido,sucia,La modista cosía el vestido de la chica sucia que MASKTOKEN en el suelo.,La modista cosía el vestido de la chica sucia que,$ES_SG,La modista cosía el vestido de la chica sucia que,0.2030060869008139,0.19851844481222258
4,Spanish,B’,inanimposs,NP2Adj,0.68,low,sg,0,1,los vestidos,de la chica sucia,vestidos,sucia,La modista cosía los vestidos de la chica sucia que MASKTOKEN en el suelo.,La modista cosía los vestidos de la chica sucia que,$ES_SG,La modista cosía los vestidos de la chica sucia que,0.2042503380992855,0.184051701462554
4,Spanish,B’,inanimposs,NP2Adj,0.68,high,sg,0,1,el vestido,de las chicas sucias,vestido,sucias,La modista cosía el vestido de las chicas sucias que MASKTOKEN en el suelo.,La modista cosía el vestido de las chicas sucias que,$ES_SG,La modista cosía el vestido de las chicas sucias que,0.059483208976555346,0.09043995619448442
4,Spanish,B’,inanimposs,NP2Adj,0.68,ambi,pl,0,1,los vestidos,de las chicas sucias,vestidos,sucias,La modista cosía los vestidos de las chicas sucias que MASKTOKEN en el suelo.,La modista cosía los vestidos de las chicas sucias que,$ES_PL,La modista cosía los vestidos de las chicas sucias que,0.20383489838236812,0.18572230912619858
4,Spanish,B’,inanimposs,NP2Adj,0.68,low,pl,0,1,el vestido,de las chicas sucias,vestido,sucias,La modista cosía el vestido de las chicas sucias que MASKTOKEN en el suelo.,La modista cosía el vestido de las chicas sucias que,$ES_PL,La modista cosía el vestido de las chicas sucias que,0.14737226830651196,0.13894679329040294
4,Spanish,B’,inanimposs,NP2Adj,0.68,high,pl,0,1,los vestidos,de la chica sucia,vestidos,sucia,La modista cosía los vestidos de la chica sucia que MASKTOKEN en el suelo.,La modista cosía los vestidos de la chica sucia que,$ES_PL,La modista cosía los vestidos de la chica sucia que,0.006591820609770593,0.015577993913777899
5,Spanish,B’,inanimposs,noAdj,0.56,ambi,sg,0,0,el coche,del vecino,coche,vecino,Pedimos prestado el coche del vecino que MASKTOKEN por allí cerca.,Pedimos prestado el coche del vecino que,$ES_SG,Pedimos prestado el coche del vecino que,0.3346761535910616,0.3746614350118733
5,Spanish,B’,inanimposs,noAdj,0.56,low,sg,0,0,los coches,del vecino,coches,vecino,Pedimos prestado los coches del vecino que MASKTOKEN por allí cerca.,Pedimos prestado los coches del vecino que,$ES_SG,Pedimos prestado los coches del vecino que,0.23708787237688966,0.13280540608377578
5,Spanish,B’,inanimposs,noAdj,0.56,high,sg,0,0,el coche,de los vecinos,coche,vecinos,Pedimos prestado el coche de los vecinos que MASKTOKEN por allí cerca.,Pedimos prestado el coche de los vecinos que,$ES_SG,Pedimos prestado el coche de los vecinos que,0.06914622404536885,0.29455931550256764
5,Spanish,B’,inanimposs,noAdj,0.56,ambi,pl,0,0,los coches,de los vecinos,coches,vecinos,Pedimos prestado los coches de los vecinos que MASKTOKEN por allí cerca.,Pedimos prestado los coches de los vecinos que,$ES_PL,Pedimos prestado los coches de los vecinos que,0.3113057117218858,0.33209738249794185
5,Spanish,B’,inanimposs,noAdj,0.56,low,pl,0,0,el coche,de los vecinos,coche,vecinos,Pedimos prestado el coche de los vecinos que MASKTOKEN por allí cerca.,Pedimos prestado el coche de los vecinos que,$ES_PL,Pedimos prestado el coche de los vecinos que,0.23649636606970148,0.038810987293574684
5,Spanish,B’,inanimposs,noAdj,0.56,high,pl,0,0,los coches,del vecino,coches,vecino,Pedimos prestado los coches del vecino que MASKTOKEN por allí cerca.,Pedimos prestado los coches del vecino que,$ES_PL,Pedimos prestado los coches del vecino que,0.0703652145055429,0.23123578731488692
5,Spanish,B’,inanimposs,NP1Adj,0.56,ambi,sg,0,0,el coche viejo,del vecino,viejo,vecino,Pedimos prestado el coche viejo del vecino que MASKTOKEN por allí cerca.,Pedimos prestado el coche viejo del vecino que,$ES_SG,Pedimos prestado el coche viejo del vecino que,0.3299373694718213,0.26422103865701274
5,Spanish,B’,inanimposs,NP1Adj,0.56,low,sg,0,0,los coches viejos,del vecino,viejos,vecino,Pedimos prestado los coches viejos del vecino que MASKTOKEN por allí cerca.,Pedimos prestado los coches viejos del vecino que,$ES_SG,Pedimos prestado los coches viejos del vecino que,0.2551486717210878,0.07879445094391002
5,Spanish,B’,inanimposs,NP1Adj,0.56,high,sg,0,0,el coche viejo,de los vecinos,viejo,vecinos,Pedimos prestado el coche viejo de los vecinos que MASKTOKEN por allí cerca.,Pedimos prestado el coche viejo de los vecinos que,$ES_SG,Pedimos prestado el coche viejo de los vecinos que,0.0945268337487164,0.20650210896576482
5,Spanish,B’,inanimposs,NP1Adj,0.56,ambi,pl,0,0,los coches viejos,de los vecinos,viejos,vecinos,Pedimos prestado los coches viejos de los vecinos que MASKTOKEN por allí cerca.,Pedimos prestado los coches viejos de los vecinos que,$ES_PL,Pedimos prestado los coches viejos de los vecinos que,0.29121337749707266,0.2514642694617919
5,Spanish,B’,inanimposs,NP1Adj,0.56,low,pl,0,0,el coche viejo,de los vecinos,viejo,vecinos,Pedimos prestado el coche viejo de los vecinos que MASKTOKEN por allí cerca.,Pedimos prestado el coche viejo de los vecinos que,$ES_PL,Pedimos prestado el coche viejo de los vecinos que,0.1963281345037302,0.028896510793303243
5,Spanish,B’,inanimposs,NP1Adj,0.56,high,pl,0,0,los coches viejos,del vecino,viejos,vecino,Pedimos prestado los coches viejos del vecino que MASKTOKEN por allí cerca.,Pedimos prestado los coches viejos del vecino que,$ES_PL,Pedimos prestado los coches viejos del vecino que,0.05065999762958029,0.2250521963988774
5,Spanish,B’,inanimposs,NP2Adj,0.56,ambi,sg,0,0,el coche,del vecino viejo,coche,viejo,Pedimos prestado el coche del vecino viejo que MASKTOKEN por allí cerca.,Pedimos prestado el coche del vecino viejo que,$ES_SG,Pedimos prestado el coche del vecino viejo que,0.24510368264186866,0.31311943060276803
5,Spanish,B’,inanimposs,NP2Adj,0.56,low,sg,0,0,los coches,del vecino viejo,coches,viejo,Pedimos prestado los coches del vecino viejo que MASKTOKEN por allí cerca.,Pedimos prestado los coches del vecino viejo que,$ES_SG,Pedimos prestado los coches del vecino viejo que,0.22647646095992968,0.17761599695597852
5,Spanish,B’,inanimposs,NP2Adj,0.56,high,sg,0,0,el coche,de los vecinos viejos,coche,viejos,Pedimos prestado el coche de los vecinos viejos que MASKTOKEN por allí cerca.,Pedimos prestado el coche de los vecinos viejos que,$ES_SG,Pedimos prestado el coche de los vecinos viejos que,0.05601958215580538,0.16763479878869703
