item,cond,adjunct,contrast,pronoun,og_sent,sent,mask_sents,auto_sents,target,model,surp
24,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"Before sending him the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending him the secret contract, the MASKTOKEN repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending him the secret contract, the MASKTOKEN repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending him the secret contract, the",woman,roberta-base,10.18050479888916
1,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"Before offering her a fancy pastry, Michael politely asked Emily whether he had any preference.","Before offering her a fancy pastry, the MASKTOKEN politely asked Emily whether he had any preference.","Before offering her a fancy pastry, the MASKTOKEN politely asked Emily whether he had any preference.","Before offering her a fancy pastry, the",man,gpt2-xl,7.2107744216918945
1,CATAMARAN-OBJ-Match,Constraint,Match,him,"Before offering him a fancy pastry, Michael politely asked Tyler whether he had any preference.","Before offering him a fancy pastry, the MASKTOKEN politely asked Tyler whether he had any preference.","Before offering him a fancy pastry, the MASKTOKEN politely asked Tyler whether he had any preference.","Before offering him a fancy pastry, the",man,gpt2-xl,5.857128620147705
1,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"Before offering her son a fancy pastry, Michael politely asked Emily whether he had any preference.","Before offering her son a fancy pastry, the MASKTOKEN politely asked Emily whether he had any preference.","Before offering her son a fancy pastry, the MASKTOKEN politely asked Emily whether he had any preference.","Before offering her son a fancy pastry, the",man,gpt2-xl,6.761271953582764
1,CATAMARAN-GEN-Match,No Constraint,Match,his,"Before offering his son a fancy pastry, Michael politely asked Tyler whether he had any preference.","Before offering his son a fancy pastry, the MASKTOKEN politely asked Tyler whether he had any preference.","Before offering his son a fancy pastry, the MASKTOKEN politely asked Tyler whether he had any preference.","Before offering his son a fancy pastry, the",man,gpt2-xl,6.172660827636719
2,CATAMARAN-GEN-Match,No Constraint,Match,his,"While driving his daughter to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","While driving his daughter to school on Friday, the MASKTOKEN casually told Juan that he would pick up everyone early for a surprise.","While driving his daughter to school on Friday, the MASKTOKEN casually told Juan that he would pick up everyone early for a surprise.","While driving his daughter to school on Friday, the",man,gpt2-xl,3.4406754970550537
2,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"While driving her to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While driving her to school on Friday, the MASKTOKEN casually told Hannah that he would pick up everyone early for a surprise.","While driving her to school on Friday, the MASKTOKEN casually told Hannah that he would pick up everyone early for a surprise.","While driving her to school on Friday, the",man,gpt2-xl,5.843792915344238
2,CATAMARAN-OBJ-Match,Constraint,Match,him,"While driving him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","While driving him to school on Friday, the MASKTOKEN casually told Juan that he would pick up everyone early for a surprise.","While driving him to school on Friday, the MASKTOKEN casually told Juan that he would pick up everyone early for a surprise.","While driving him to school on Friday, the",man,gpt2-xl,4.868386745452881
2,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"While driving her daughter to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While driving her daughter to school on Friday, the MASKTOKEN casually told Hannah that he would pick up everyone early for a surprise.","While driving her daughter to school on Friday, the MASKTOKEN casually told Hannah that he would pick up everyone early for a surprise.","While driving her daughter to school on Friday, the",man,gpt2-xl,6.108276844024658
3,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"While baking her friends some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While baking her friends some cookies, the MASKTOKEN happily informed Kayla about all the positive new changes in his life.","While baking her friends some cookies, the MASKTOKEN happily informed Kayla about all the positive new changes in his life.","While baking her friends some cookies, the",man,gpt2-xl,7.991523742675781
3,CATAMARAN-GEN-Match,No Constraint,Match,his,"While baking his friends some cookies, Nicholas happily informed Luke about all the positive new changes in his life.","While baking his friends some cookies, the MASKTOKEN happily informed Luke about all the positive new changes in his life.","While baking his friends some cookies, the MASKTOKEN happily informed Luke about all the positive new changes in his life.","While baking his friends some cookies, the",man,gpt2-xl,5.0669450759887695
3,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While baking her some cookies, the MASKTOKEN happily informed Kayla about all the positive new changes in his life.","While baking her some cookies, the MASKTOKEN happily informed Kayla about all the positive new changes in his life.","While baking her some cookies, the",man,gpt2-xl,6.600577831268311
3,CATAMARAN-OBJ-Match,Constraint,Match,him,"While baking him some cookies, Nicholas happily informed Luke about all the positive new changes in his life.","While baking him some cookies, the MASKTOKEN happily informed Luke about all the positive new changes in his life.","While baking him some cookies, the MASKTOKEN happily informed Luke about all the positive new changes in his life.","While baking him some cookies, the",man,gpt2-xl,5.897690773010254
4,CATAMARAN-OBJ-Match,Constraint,Match,him,"After lifting him onto the bus, Brandon carefully sat Derek down in one of the front-most seats.","After lifting him onto the bus, the MASKTOKEN carefully sat Derek down in one of the front-most seats.","After lifting him onto the bus, the MASKTOKEN carefully sat Derek down in one of the front-most seats.","After lifting him onto the bus, the",man,gpt2-xl,3.930293083190918
4,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"After lifting her neighbor onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After lifting her neighbor onto the bus, the MASKTOKEN carefully sat Amber down in one of the front-most seats.","After lifting her neighbor onto the bus, the MASKTOKEN carefully sat Amber down in one of the front-most seats.","After lifting her neighbor onto the bus, the",man,gpt2-xl,4.943711280822754
4,CATAMARAN-GEN-Match,No Constraint,Match,his,"After lifting his neighbor onto the bus, Brandon carefully sat Derek down in one of the front-most seats.","After lifting his neighbor onto the bus, the MASKTOKEN carefully sat Derek down in one of the front-most seats.","After lifting his neighbor onto the bus, the MASKTOKEN carefully sat Derek down in one of the front-most seats.","After lifting his neighbor onto the bus, the",man,gpt2-xl,3.2549357414245605
4,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"After lifting her onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After lifting her onto the bus, the MASKTOKEN carefully sat Amber down in one of the front-most seats.","After lifting her onto the bus, the MASKTOKEN carefully sat Amber down in one of the front-most seats.","After lifting her onto the bus, the",man,gpt2-xl,4.91094446182251
5,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"Before interrogating her about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before interrogating her about the crime, the MASKTOKEN kindly offered Jasmine some food and a cigarette.","Before interrogating her about the crime, the MASKTOKEN kindly offered Jasmine some food and a cigarette.","Before interrogating her about the crime, the",man,gpt2-xl,5.366218566894531
5,CATAMARAN-OBJ-Match,Constraint,Match,him,"Before interrogating him about the crime, Daniel kindly offered Corey some food and a cigarette.","Before interrogating him about the crime, the MASKTOKEN kindly offered Corey some food and a cigarette.","Before interrogating him about the crime, the MASKTOKEN kindly offered Corey some food and a cigarette.","Before interrogating him about the crime, the",man,gpt2-xl,5.093247890472412
5,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"Before interrogating her informant about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before interrogating her informant about the crime, the MASKTOKEN kindly offered Jasmine some food and a cigarette.","Before interrogating her informant about the crime, the MASKTOKEN kindly offered Jasmine some food and a cigarette.","Before interrogating her informant about the crime, the",man,gpt2-xl,6.442672252655029
5,CATAMARAN-GEN-Match,No Constraint,Match,his,"Before interrogating his informant about the crime, Daniel kindly offered Corey some food and a cigarette.","Before interrogating his informant about the crime, the MASKTOKEN kindly offered Corey some food and a cigarette.","Before interrogating his informant about the crime, the MASKTOKEN kindly offered Corey some food and a cigarette.","Before interrogating his informant about the crime, the",man,gpt2-xl,6.136636734008789
6,CATAMARAN-GEN-Match,No Constraint,Match,his,"After embarrassing his guests during the party, Andrew promptly apologized to Jeffrey for the unforgivable behavior.","After embarrassing his guests during the party, the MASKTOKEN promptly apologized to Jeffrey for the unforgivable behavior.","After embarrassing his guests during the party, the MASKTOKEN promptly apologized to Jeffrey for the unforgivable behavior.","After embarrassing his guests during the party, the",man,gpt2-xl,6.694913864135742
6,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"After embarrassing her during the party, Andrew promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing her during the party, the MASKTOKEN promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing her during the party, the MASKTOKEN promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing her during the party, the",man,gpt2-xl,7.124472618103027
6,CATAMARAN-OBJ-Match,Constraint,Match,him,"After embarrassing him during the party, Andrew promptly apologized to Jeffrey for the unforgivable behavior.","After embarrassing him during the party, the MASKTOKEN promptly apologized to Jeffrey for the unforgivable behavior.","After embarrassing him during the party, the MASKTOKEN promptly apologized to Jeffrey for the unforgivable behavior.","After embarrassing him during the party, the",man,gpt2-xl,6.66110897064209
6,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"After embarrassing her guests during the party, Andrew promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing her guests during the party, the MASKTOKEN promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing her guests during the party, the MASKTOKEN promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing her guests during the party, the",man,gpt2-xl,7.964293479919434
7,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"While helping her secretary shred the documents, Alexander tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping her secretary shred the documents, the MASKTOKEN tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping her secretary shred the documents, the MASKTOKEN tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping her secretary shred the documents, the",man,gpt2-xl,6.751818656921387
7,CATAMARAN-GEN-Match,No Constraint,Match,his,"While helping his secretary shred the documents, Alexander tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While helping his secretary shred the documents, the MASKTOKEN tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While helping his secretary shred the documents, the MASKTOKEN tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While helping his secretary shred the documents, the",man,gpt2-xl,5.347342491149902
7,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"While helping her shred the documents, Alexander tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping her shred the documents, the MASKTOKEN tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping her shred the documents, the MASKTOKEN tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping her shred the documents, the",man,gpt2-xl,6.145473957061768
7,CATAMARAN-OBJ-Match,Constraint,Match,him,"While helping him shred the documents, Alexander tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While helping him shred the documents, the MASKTOKEN tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While helping him shred the documents, the MASKTOKEN tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While helping him shred the documents, the",man,gpt2-xl,6.160301685333252
8,CATAMARAN-OBJ-Match,Constraint,Match,him,"While reading him a bedtime story, William gently gestured to Luis to turn off the lights.","While reading him a bedtime story, the MASKTOKEN gently gestured to Luis to turn off the lights.","While reading him a bedtime story, the MASKTOKEN gently gestured to Luis to turn off the lights.","While reading him a bedtime story, the",man,gpt2-xl,5.291630268096924
8,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"While reading her grand kids a bedtime story, William gently gestured to Olivia to turn off the lights.","While reading her grand kids a bedtime story, the MASKTOKEN gently gestured to Olivia to turn off the lights.","While reading her grand kids a bedtime story, the MASKTOKEN gently gestured to Olivia to turn off the lights.","While reading her grand kids a bedtime story, the",man,gpt2-xl,6.442514896392822
8,CATAMARAN-GEN-Match,No Constraint,Match,his,"While reading his grand kids a bedtime story, William gently gestured to Luis to turn off the lights.","While reading his grand kids a bedtime story, the MASKTOKEN gently gestured to Luis to turn off the lights.","While reading his grand kids a bedtime story, the MASKTOKEN gently gestured to Luis to turn off the lights.","While reading his grand kids a bedtime story, the",man,gpt2-xl,4.685837268829346
8,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"While reading her a bedtime story, William gently gestured to Olivia to turn off the lights.","While reading her a bedtime story, the MASKTOKEN gently gestured to Olivia to turn off the lights.","While reading her a bedtime story, the MASKTOKEN gently gestured to Olivia to turn off the lights.","While reading her a bedtime story, the",man,gpt2-xl,5.630660533905029
9,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"After cornering her next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After cornering her next to the water cooler, the MASKTOKEN loudly insulted Annie much to everyone's horror.","After cornering her next to the water cooler, the MASKTOKEN loudly insulted Annie much to everyone's horror.","After cornering her next to the water cooler, the",man,gpt2-xl,6.971570491790772
9,CATAMARAN-OBJ-Match,Constraint,Match,him,"After cornering him next to the water cooler, Robert loudly insulted Jorge much to everyone's horror.","After cornering him next to the water cooler, the MASKTOKEN loudly insulted Jorge much to everyone's horror.","After cornering him next to the water cooler, the MASKTOKEN loudly insulted Jorge much to everyone's horror.","After cornering him next to the water cooler, the",man,gpt2-xl,5.628443241119385
9,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"After cornering her intern next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After cornering her intern next to the water cooler, the MASKTOKEN loudly insulted Annie much to everyone's horror.","After cornering her intern next to the water cooler, the MASKTOKEN loudly insulted Annie much to everyone's horror.","After cornering her intern next to the water cooler, the",man,gpt2-xl,6.512777805328369
9,CATAMARAN-GEN-Match,No Constraint,Match,his,"After cornering his intern next to the water cooler, Robert loudly insulted Jorge much to everyone's horror.","After cornering his intern next to the water cooler, the MASKTOKEN loudly insulted Jorge much to everyone's horror.","After cornering his intern next to the water cooler, the MASKTOKEN loudly insulted Jorge much to everyone's horror.","After cornering his intern next to the water cooler, the",man,gpt2-xl,5.056869029998779
10,CATAMARAN-GEN-Match,No Constraint,Match,his,"After weighing his patient on the scale, Jonathan calmly informed Steven that he should be concerned about the onset of gout.","After weighing his patient on the scale, the MASKTOKEN calmly informed Steven that he should be concerned about the onset of gout.","After weighing his patient on the scale, the MASKTOKEN calmly informed Steven that he should be concerned about the onset of gout.","After weighing his patient on the scale, the",man,gpt2-xl,6.981451034545898
10,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"After weighing her on the scale, Jonathan calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her on the scale, the MASKTOKEN calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her on the scale, the MASKTOKEN calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her on the scale, the",man,gpt2-xl,7.605208396911621
10,CATAMARAN-OBJ-Match,Constraint,Match,him,"After weighing him on the scale, Jonathan calmly informed Steven that he should be concerned about the onset of gout.","After weighing him on the scale, the MASKTOKEN calmly informed Steven that he should be concerned about the onset of gout.","After weighing him on the scale, the MASKTOKEN calmly informed Steven that he should be concerned about the onset of gout.","After weighing him on the scale, the",man,gpt2-xl,6.148971080780029
10,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"After weighing her patient on the scale, Jonathan calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her patient on the scale, the MASKTOKEN calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her patient on the scale, the MASKTOKEN calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her patient on the scale, the",man,gpt2-xl,9.04189395904541
11,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"Before spotting her instructor at yoga class, Zachary secretly followed Kaitlyn around town.","Before spotting her instructor at yoga class, the MASKTOKEN secretly followed Kaitlyn around town.","Before spotting her instructor at yoga class, the MASKTOKEN secretly followed Kaitlyn around town.","Before spotting her instructor at yoga class, the",man,gpt2-xl,5.408698081970215
11,CATAMARAN-GEN-Match,No Constraint,Match,his,"Before spotting his instructor at yoga class, Zachary secretly followed Christian around town.","Before spotting his instructor at yoga class, the MASKTOKEN secretly followed Christian around town.","Before spotting his instructor at yoga class, the MASKTOKEN secretly followed Christian around town.","Before spotting his instructor at yoga class, the",man,gpt2-xl,4.021822452545166
11,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.","Before spotting her at yoga class, the MASKTOKEN secretly followed Kaitlyn around town.","Before spotting her at yoga class, the MASKTOKEN secretly followed Kaitlyn around town.","Before spotting her at yoga class, the",man,gpt2-xl,5.599293231964111
11,CATAMARAN-OBJ-Match,Constraint,Match,him,"Before spotting him at yoga class, Zachary secretly followed Christian around town.","Before spotting him at yoga class, the MASKTOKEN secretly followed Christian around town.","Before spotting him at yoga class, the MASKTOKEN secretly followed Christian around town.","Before spotting him at yoga class, the",man,gpt2-xl,4.554583549499512
12,CATAMARAN-OBJ-Match,Constraint,Match,him,"Before visiting him on Sunday afternoons, Benjamin usually called Jason up to confirm that he was still free.","Before visiting him on Sunday afternoons, the MASKTOKEN usually called Jason up to confirm that he was still free.","Before visiting him on Sunday afternoons, the MASKTOKEN usually called Jason up to confirm that he was still free.","Before visiting him on Sunday afternoons, the",man,gpt2-xl,5.687599182128906
12,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"Before visiting her family on Sunday afternoons, Benjamin usually called Mary up to confirm that they were still free.","Before visiting her family on Sunday afternoons, the MASKTOKEN usually called Mary up to confirm that they were still free.","Before visiting her family on Sunday afternoons, the MASKTOKEN usually called Mary up to confirm that they were still free.","Before visiting her family on Sunday afternoons, the",man,gpt2-xl,7.17750883102417
12,CATAMARAN-GEN-Match,No Constraint,Match,his,"Before visiting his family on Sunday afternoons, Benjamin usually called Jason up to confirm that they were still free.","Before visiting his family on Sunday afternoons, the MASKTOKEN usually called Jason up to confirm that they were still free.","Before visiting his family on Sunday afternoons, the MASKTOKEN usually called Jason up to confirm that they were still free.","Before visiting his family on Sunday afternoons, the",man,gpt2-xl,6.169757843017578
12,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"Before visiting her on Sunday afternoons, Benjamin usually called Mary up to confirm that she was still free.","Before visiting her on Sunday afternoons, the MASKTOKEN usually called Mary up to confirm that she was still free.","Before visiting her on Sunday afternoons, the MASKTOKEN usually called Mary up to confirm that she was still free.","Before visiting her on Sunday afternoons, the",man,gpt2-xl,6.332380294799805
13,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After having him in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having him in multiple classes, the MASKTOKEN finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having him in multiple classes, the MASKTOKEN finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having him in multiple classes, the",woman,gpt2-xl,9.067452430725098
13,CATAMARAN-OBJ-Match,Constraint,Match,her,"After having her in multiple classes, Jessica finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her in multiple classes, the MASKTOKEN finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her in multiple classes, the MASKTOKEN finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her in multiple classes, the",woman,gpt2-xl,6.966001510620117
13,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After having his therapist in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having his therapist in multiple classes, the MASKTOKEN finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having his therapist in multiple classes, the MASKTOKEN finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having his therapist in multiple classes, the",woman,gpt2-xl,7.910394668579102
13,CATAMARAN-GEN-Match,No Constraint,Match,her,"After having her therapist in multiple classes, Jessica finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her therapist in multiple classes, the MASKTOKEN finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her therapist in multiple classes, the MASKTOKEN finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her therapist in multiple classes, the",woman,gpt2-xl,5.843990802764893
14,CATAMARAN-GEN-Match,No Constraint,Match,her,"After buying her colleague a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After buying her colleague a pumpkin-spice latte, the MASKTOKEN generously offered Tiffany the best seat at the conference table.","After buying her colleague a pumpkin-spice latte, the MASKTOKEN generously offered Tiffany the best seat at the conference table.","After buying her colleague a pumpkin-spice latte, the",woman,gpt2-xl,3.833209753036499
14,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After buying him a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After buying him a pumpkin-spice latte, the MASKTOKEN generously offered Austin the best seat at the conference table.","After buying him a pumpkin-spice latte, the MASKTOKEN generously offered Austin the best seat at the conference table.","After buying him a pumpkin-spice latte, the",woman,gpt2-xl,6.493376731872559
14,CATAMARAN-OBJ-Match,Constraint,Match,her,"After buying her a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After buying her a pumpkin-spice latte, the MASKTOKEN generously offered Tiffany the best seat at the conference table.","After buying her a pumpkin-spice latte, the MASKTOKEN generously offered Tiffany the best seat at the conference table.","After buying her a pumpkin-spice latte, the",woman,gpt2-xl,3.985218048095703
14,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After buying his colleague a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After buying his colleague a pumpkin-spice latte, the MASKTOKEN generously offered Austin the best seat at the conference table.","After buying his colleague a pumpkin-spice latte, the MASKTOKEN generously offered Austin the best seat at the conference table.","After buying his colleague a pumpkin-spice latte, the",woman,gpt2-xl,8.099127769470215
15,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"While writing his editor a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While writing his editor a reminder note, the MASKTOKEN vigorously scolded Antonio for being so forgetful about important appointments.","While writing his editor a reminder note, the MASKTOKEN vigorously scolded Antonio for being so forgetful about important appointments.","While writing his editor a reminder note, the",woman,gpt2-xl,8.148531913757324
15,CATAMARAN-GEN-Match,No Constraint,Match,her,"While writing her editor a reminder note, Amanda vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her editor a reminder note, the MASKTOKEN vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her editor a reminder note, the MASKTOKEN vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her editor a reminder note, the",woman,gpt2-xl,4.997425079345703
15,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"While writing him a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While writing him a reminder note, the MASKTOKEN vigorously scolded Antonio for being so forgetful about important appointments.","While writing him a reminder note, the MASKTOKEN vigorously scolded Antonio for being so forgetful about important appointments.","While writing him a reminder note, the",woman,gpt2-xl,6.371925354003906
15,CATAMARAN-OBJ-Match,Constraint,Match,her,"While writing her a reminder note, Amanda vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her a reminder note, the MASKTOKEN vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her a reminder note, the MASKTOKEN vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her a reminder note, the",woman,gpt2-xl,4.760955333709717
16,CATAMARAN-OBJ-Match,Constraint,Match,her,"After pouring her some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her some hot tea, the MASKTOKEN accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her some hot tea, the MASKTOKEN accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her some hot tea, the",woman,gpt2-xl,4.203232765197754
16,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After pouring his mother some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After pouring his mother some hot tea, the MASKTOKEN accidentally burned Peter by knocking the nearly full pot off the table.","After pouring his mother some hot tea, the MASKTOKEN accidentally burned Peter by knocking the nearly full pot off the table.","After pouring his mother some hot tea, the",woman,gpt2-xl,7.978649139404297
16,CATAMARAN-GEN-Match,No Constraint,Match,her,"After pouring her mother some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her mother some hot tea, the MASKTOKEN accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her mother some hot tea, the MASKTOKEN accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her mother some hot tea, the",woman,gpt2-xl,4.347504138946533
16,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After pouring him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After pouring him some hot tea, the MASKTOKEN accidentally burned Peter by knocking the nearly full pot off the table.","After pouring him some hot tea, the MASKTOKEN accidentally burned Peter by knocking the nearly full pot off the table.","After pouring him some hot tea, the",woman,gpt2-xl,6.728397846221924
17,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After leaving him a voice message, Stephanie also sent Marcus a text containing the same information.","After leaving him a voice message, the MASKTOKEN also sent Marcus a text containing the same information.","After leaving him a voice message, the MASKTOKEN also sent Marcus a text containing the same information.","After leaving him a voice message, the",woman,gpt2-xl,5.119344711303711
17,CATAMARAN-OBJ-Match,Constraint,Match,her,"After leaving her a voice message, Stephanie also sent Marissa a text containing the same information.","After leaving her a voice message, the MASKTOKEN also sent Marissa a text containing the same information.","After leaving her a voice message, the MASKTOKEN also sent Marissa a text containing the same information.","After leaving her a voice message, the",woman,gpt2-xl,4.009642124176025
17,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After leaving his partner a voice message, Stephanie also sent Marcus a text containing the same information.","After leaving his partner a voice message, the MASKTOKEN also sent Marcus a text containing the same information.","After leaving his partner a voice message, the MASKTOKEN also sent Marcus a text containing the same information.","After leaving his partner a voice message, the",woman,gpt2-xl,4.986055374145508
17,CATAMARAN-GEN-Match,No Constraint,Match,her,"After leaving her partner a voice message, Stephanie also sent Marissa a text containing the same information.","After leaving her partner a voice message, the MASKTOKEN also sent Marissa a text containing the same information.","After leaving her partner a voice message, the MASKTOKEN also sent Marissa a text containing the same information.","After leaving her partner a voice message, the",woman,gpt2-xl,3.088733434677124
18,CATAMARAN-GEN-Match,No Constraint,Match,her,"After sending her boss a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her boss a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her boss a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her boss a thank-you note, the",woman,gpt2-xl,3.4540510177612305
18,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After sending him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the",woman,gpt2-xl,6.547082901000977
18,CATAMARAN-OBJ-Match,Constraint,Match,her,"After sending her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note, the",woman,gpt2-xl,4.784639358520508
18,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After sending his boss a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending his boss a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending his boss a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending his boss a thank-you note, the",woman,gpt2-xl,7.297530651092529
