item,exp,contrast,top,middle,bottom,N1,N2,N3,N1_gender,N2_gender,N3_gender,mask_sents,auto_sents,target,sent,model,surp
12,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,mother,widow,businessman,f,f,f,the mother warned the widow that the businessman would blame MASKTOKEN for the high cost of tests.,the mother warned the widow that the businessman would blame,him,the mother warned the widow that the businessman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_23-d0.2.pt,3.734362125396729
12,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,mother,widow,business woman,f,f,f,the mother warned the widow that the business woman would blame MASKTOKEN for the high cost of tests.,the mother warned the widow that the business woman would blame,him,the mother warned the widow that the business woman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_23-d0.2.pt,4.3441925048828125
13,1,Match_Match_Match,Match,Match,Match,groom,wizard,boyfriend,m,m,m,the groom convinced the wizard that the boyfriend should give MASKTOKEN a raise in pay.,the groom convinced the wizard that the boyfriend should give,him,the groom convinced the wizard that the boyfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_23-d0.2.pt,3.826307773590088
13,1,Match_Match_Mismatch,Match,Match,Mismatch,groom,wizard,girlfriend,m,m,m,the groom convinced the wizard that the girlfriend should give MASKTOKEN a raise in pay.,the groom convinced the wizard that the girlfriend should give,him,the groom convinced the wizard that the girlfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_23-d0.2.pt,3.952523231506348
13,1,Match_Mismatch_Match,Match,Mismatch,Match,groom,witch,boyfriend,m,f,f,the groom convinced the witch that the boyfriend should give MASKTOKEN a raise in pay.,the groom convinced the witch that the boyfriend should give,him,the groom convinced the witch that the boyfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_23-d0.2.pt,4.253189563751221
13,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,groom,witch,girlfriend,m,f,f,the groom convinced the witch that the girlfriend should give MASKTOKEN a raise in pay.,the groom convinced the witch that the girlfriend should give,him,the groom convinced the witch that the girlfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_23-d0.2.pt,4.646566867828369
13,1,Mismatch_Match_Match,Mismatch,Match,Match,bride,wizard,boyfriend,f,m,m,the bride convinced the wizard that the boyfriend should give MASKTOKEN a raise in pay.,the bride convinced the wizard that the boyfriend should give,him,the bride convinced the wizard that the boyfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_23-d0.2.pt,3.8559067249298096
13,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,bride,wizard,girlfriend,f,m,m,the bride convinced the wizard that the girlfriend should give MASKTOKEN a raise in pay.,the bride convinced the wizard that the girlfriend should give,him,the bride convinced the wizard that the girlfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_23-d0.2.pt,3.9557695388793945
13,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,bride,witch,boyfriend,f,f,f,the bride convinced the witch that the boyfriend should give MASKTOKEN a raise in pay.,the bride convinced the witch that the boyfriend should give,him,the bride convinced the witch that the boyfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_23-d0.2.pt,4.204570770263672
13,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,bride,witch,girlfriend,f,f,f,the bride convinced the witch that the girlfriend should give MASKTOKEN a raise in pay.,the bride convinced the witch that the girlfriend should give,him,the bride convinced the witch that the girlfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_23-d0.2.pt,4.526455402374268
14,1,Match_Match_Match,Match,Match,Match,priest,sorcerer,congressman,m,m,m,the priest told the sorcerer that the congressman would probably not protect MASKTOKEN under the circumstances.,the priest told the sorcerer that the congressman would probably not protect,him,the priest told the sorcerer that the congressman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_23-d0.2.pt,3.5128955841064453
14,1,Match_Match_Mismatch,Match,Match,Mismatch,priest,sorcerer,congress woman,m,m,m,the priest told the sorcerer that the congress woman would probably not protect MASKTOKEN under the circumstances.,the priest told the sorcerer that the congress woman would probably not protect,him,the priest told the sorcerer that the congress woman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_23-d0.2.pt,4.128479480743408
14,1,Match_Mismatch_Match,Match,Mismatch,Match,priest,witch,congressman,m,f,f,the priest told the witch that the congressman would probably not protect MASKTOKEN under the circumstances.,the priest told the witch that the congressman would probably not protect,him,the priest told the witch that the congressman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_23-d0.2.pt,3.617088794708252
14,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,priest,witch,congress woman,m,f,f,the priest told the witch that the congress woman would probably not protect MASKTOKEN under the circumstances.,the priest told the witch that the congress woman would probably not protect,him,the priest told the witch that the congress woman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_23-d0.2.pt,4.207887649536133
14,1,Mismatch_Match_Match,Mismatch,Match,Match,nun,sorcerer,congressman,f,m,m,the nun told the sorcerer that the congressman would probably not protect MASKTOKEN under the circumstances.,the nun told the sorcerer that the congressman would probably not protect,him,the nun told the sorcerer that the congressman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_23-d0.2.pt,3.6444051265716553
14,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,nun,sorcerer,congress woman,f,m,m,the nun told the sorcerer that the congress woman would probably not protect MASKTOKEN under the circumstances.,the nun told the sorcerer that the congress woman would probably not protect,him,the nun told the sorcerer that the congress woman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_23-d0.2.pt,4.314694881439209
14,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,nun,witch,congressman,f,f,f,the nun told the witch that the congressman would probably not protect MASKTOKEN under the circumstances.,the nun told the witch that the congressman would probably not protect,him,the nun told the witch that the congressman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_23-d0.2.pt,3.757946014404297
14,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,nun,witch,congress woman,f,f,f,the nun told the witch that the congress woman would probably not protect MASKTOKEN under the circumstances.,the nun told the witch that the congress woman would probably not protect,him,the nun told the witch that the congress woman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_23-d0.2.pt,4.4059648513793945
15,1,Match_Match_Match,Match,Match,Match,driver,chairman,council man,m,m,m,the driver told the chairman that the council man would introduce  MASKTOKEN to the famous diplomat.,the driver told the chairman that the council man would introduce,him,the driver told the chairman that the council man would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_23-d0.2.pt,4.294220447540283
15,1,Match_Match_Mismatch,Match,Match,Mismatch,driver,chairman,council woman,m,m,m,the driver told the chairman that the council woman would introduce  MASKTOKEN to the famous diplomat.,the driver told the chairman that the council woman would introduce,him,the driver told the chairman that the council woman would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_23-d0.2.pt,4.423750877380371
15,1,Match_Mismatch_Match,Match,Mismatch,Match,driver,chair woman,council man,m,f,f,the driver told the chair woman that the council man would introduce  MASKTOKEN to the famous diplomat.,the driver told the chair woman that the council man would introduce,him,the driver told the chair woman that the council man would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_23-d0.2.pt,4.297748565673828
15,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,driver,chair woman,council woman,m,f,f,the driver told the chair woman that the council woman would introduce  MASKTOKEN to the famous diplomat.,the driver told the chair woman that the council woman would introduce,him,the driver told the chair woman that the council woman would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_23-d0.2.pt,4.489375114440918
15,1,Mismatch_Match_Match,Mismatch,Match,Match,maid,chairman,council man,f,m,m,the maid told the chairman that the council man would introduce  MASKTOKEN to the famous diplomat.,the maid told the chairman that the council man would introduce,him,the maid told the chairman that the council man would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_23-d0.2.pt,4.602719306945801
15,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,maid,chairman,council woman,f,m,m,the maid told the chairman that the council woman would introduce  MASKTOKEN to the famous diplomat.,the maid told the chairman that the council woman would introduce,him,the maid told the chairman that the council woman would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_23-d0.2.pt,4.778505325317383
15,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,maid,chair woman,council man,f,f,f,the maid told the chair woman that the council man would introduce  MASKTOKEN to the famous diplomat.,the maid told the chair woman that the council man would introduce,him,the maid told the chair woman that the council man would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_23-d0.2.pt,4.649440288543701
15,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,maid,chair woman,council woman,f,f,f,the maid told the chair woman that the council woman would introduce  MASKTOKEN to the famous diplomat.,the maid told the chair woman that the council woman would introduce,him,the maid told the chair woman that the council woman would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_23-d0.2.pt,4.839321136474609
16,1,Match_Match_Match,Match,Match,Match,professor,boy,granddaughter,m,m,m,the professor warned the boy that the granddaughter would be angry with MASKTOKEN for forgetting about the show.,the professor warned the boy that the granddaughter would be angry with,him,the professor warned the boy that the granddaughter would be angry with MASKTOKEN for forgetting about the show.,wikitext-103_LSTM_400_23-d0.2.pt,3.858544111251831
16,1,Match_Match_Mismatch,Match,Match,Mismatch,professor,boy,grandson,m,m,m,the professor warned the boy that the grandson would be angry with MASKTOKEN for forgetting about the show.,the professor warned the boy that the grandson would be angry with,him,the professor warned the boy that the grandson would be angry with MASKTOKEN for forgetting about the show.,wikitext-103_LSTM_400_23-d0.2.pt,3.9561336040496826
16,1,Match_Mismatch_Match,Match,Mismatch,Match,professor,girl,granddaughter,m,f,f,the professor warned the girl that the granddaughter would be angry with MASKTOKEN for forgetting about the show.,the professor warned the girl that the granddaughter would be angry with,him,the professor warned the girl that the granddaughter would be angry with MASKTOKEN for forgetting about the show.,wikitext-103_LSTM_400_23-d0.2.pt,3.968892335891724
16,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,professor,girl,grandson,m,f,f,the professor warned the girl that the grandson would be angry with MASKTOKEN for forgetting about the show.,the professor warned the girl that the grandson would be angry with,him,the professor warned the girl that the grandson would be angry with MASKTOKEN for forgetting about the show.,wikitext-103_LSTM_400_23-d0.2.pt,4.014530658721924
16,1,Mismatch_Match_Match,Mismatch,Match,Match,secretary,boy,granddaughter,f,m,m,the secretary warned the boy that the granddaughter would be angry with MASKTOKEN for forgetting about the show.,the secretary warned the boy that the granddaughter would be angry with,him,the secretary warned the boy that the granddaughter would be angry with MASKTOKEN for forgetting about the show.,wikitext-103_LSTM_400_23-d0.2.pt,3.6976778507232666
16,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,secretary,boy,grandson,f,m,m,the secretary warned the boy that the grandson would be angry with MASKTOKEN for forgetting about the show.,the secretary warned the boy that the grandson would be angry with,him,the secretary warned the boy that the grandson would be angry with MASKTOKEN for forgetting about the show.,wikitext-103_LSTM_400_23-d0.2.pt,3.804103136062622
16,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,secretary,girl,granddaughter,f,f,f,the secretary warned the girl that the granddaughter would be angry with MASKTOKEN for forgetting about the show.,the secretary warned the girl that the granddaughter would be angry with,him,the secretary warned the girl that the granddaughter would be angry with MASKTOKEN for forgetting about the show.,wikitext-103_LSTM_400_23-d0.2.pt,3.851561069488525
16,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,secretary,girl,grandson,f,f,f,the secretary warned the girl that the grandson would be angry with MASKTOKEN for forgetting about the show.,the secretary warned the girl that the grandson would be angry with,him,the secretary warned the girl that the grandson would be angry with MASKTOKEN for forgetting about the show.,wikitext-103_LSTM_400_23-d0.2.pt,3.9073543548583984
17,1,Match_Match_Match,Match,Match,Match,brother,boy,wizard,m,m,m,the brother told the boy that the wizard might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the brother told the boy that the wizard might treat,him,the brother told the boy that the wizard might treat MASKTOKEN to an expensive dinner in a nice restaurant.,wikitext-103_LSTM_400_23-d0.2.pt,3.078753471374512
17,1,Match_Match_Mismatch,Match,Match,Mismatch,brother,boy,witch,m,m,m,the brother told the boy that the witch might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the brother told the boy that the witch might treat,him,the brother told the boy that the witch might treat MASKTOKEN to an expensive dinner in a nice restaurant.,wikitext-103_LSTM_400_23-d0.2.pt,4.008419036865234
17,1,Match_Mismatch_Match,Match,Mismatch,Match,brother,girl,wizard,m,f,f,the brother told the girl that the wizard might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the brother told the girl that the wizard might treat,him,the brother told the girl that the wizard might treat MASKTOKEN to an expensive dinner in a nice restaurant.,wikitext-103_LSTM_400_23-d0.2.pt,3.249213218688965
17,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,brother,girl,witch,m,f,f,the brother told the girl that the witch might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the brother told the girl that the witch might treat,him,the brother told the girl that the witch might treat MASKTOKEN to an expensive dinner in a nice restaurant.,wikitext-103_LSTM_400_23-d0.2.pt,4.228238105773926
17,1,Mismatch_Match_Match,Mismatch,Match,Match,sister,boy,wizard,f,m,m,the sister told the boy that the wizard might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the sister told the boy that the wizard might treat,him,the sister told the boy that the wizard might treat MASKTOKEN to an expensive dinner in a nice restaurant.,wikitext-103_LSTM_400_23-d0.2.pt,3.502185821533203
17,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,sister,boy,witch,f,m,m,the sister told the boy that the witch might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the sister told the boy that the witch might treat,him,the sister told the boy that the witch might treat MASKTOKEN to an expensive dinner in a nice restaurant.,wikitext-103_LSTM_400_23-d0.2.pt,4.617979526519775
17,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,sister,girl,wizard,f,f,f,the sister told the girl that the wizard might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the sister told the girl that the wizard might treat,him,the sister told the girl that the wizard might treat MASKTOKEN to an expensive dinner in a nice restaurant.,wikitext-103_LSTM_400_23-d0.2.pt,3.699604749679565
17,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,sister,girl,witch,f,f,f,the sister told the girl that the witch might treat MASKTOKEN to an expensive dinner in a nice restaurant.,the sister told the girl that the witch might treat,him,the sister told the girl that the witch might treat MASKTOKEN to an expensive dinner in a nice restaurant.,wikitext-103_LSTM_400_23-d0.2.pt,4.832151889801025
18,1,Match_Match_Match,Match,Match,Match,son,man,lord,m,m,m,the son told the man that the lord would introduce MASKTOKEN to the band leader.,the son told the man that the lord would introduce,him,the son told the man that the lord would introduce MASKTOKEN to the band leader.,wikitext-103_LSTM_400_23-d0.2.pt,4.04293966293335
18,1,Match_Match_Mismatch,Match,Match,Mismatch,son,man,lady,m,m,m,the son told the man that the lady would introduce MASKTOKEN to the band leader.,the son told the man that the lady would introduce,him,the son told the man that the lady would introduce MASKTOKEN to the band leader.,wikitext-103_LSTM_400_23-d0.2.pt,4.35050630569458
18,1,Match_Mismatch_Match,Match,Mismatch,Match,son,woman,lord,m,f,f,the son told the woman that the lord would introduce MASKTOKEN to the band leader.,the son told the woman that the lord would introduce,him,the son told the woman that the lord would introduce MASKTOKEN to the band leader.,wikitext-103_LSTM_400_23-d0.2.pt,4.091176986694336
18,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,son,woman,lady,m,f,f,the son told the woman that the lady would introduce MASKTOKEN to the band leader.,the son told the woman that the lady would introduce,him,the son told the woman that the lady would introduce MASKTOKEN to the band leader.,wikitext-103_LSTM_400_23-d0.2.pt,4.566415786743164
18,1,Mismatch_Match_Match,Mismatch,Match,Match,daughter,man,lord,f,m,m,the daughter told the man that the lord would introduce MASKTOKEN to the band leader.,the daughter told the man that the lord would introduce,him,the daughter told the man that the lord would introduce MASKTOKEN to the band leader.,wikitext-103_LSTM_400_23-d0.2.pt,4.124325752258301
18,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,daughter,man,lady,f,m,m,the daughter told the man that the lady would introduce MASKTOKEN to the band leader.,the daughter told the man that the lady would introduce,him,the daughter told the man that the lady would introduce MASKTOKEN to the band leader.,wikitext-103_LSTM_400_23-d0.2.pt,4.585219383239746
18,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,daughter,woman,lord,f,f,f,the daughter told the woman that the lord would introduce MASKTOKEN to the band leader.,the daughter told the woman that the lord would introduce,him,the daughter told the woman that the lord would introduce MASKTOKEN to the band leader.,wikitext-103_LSTM_400_23-d0.2.pt,4.290005207061768
18,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,daughter,woman,lady,f,f,f,the daughter told the woman that the lady would introduce MASKTOKEN to the band leader.,the daughter told the woman that the lady would introduce,him,the daughter told the woman that the lady would introduce MASKTOKEN to the band leader.,wikitext-103_LSTM_400_23-d0.2.pt,4.869139194488525
19,1,Match_Match_Match,Match,Match,Match,husband,doctor,god,m,m,m,the husband told the doctor that the god would get MASKTOKEN some lunch after the event.,the husband told the doctor that the god would get,him,the husband told the doctor that the god would get MASKTOKEN some lunch after the event.,wikitext-103_LSTM_400_23-d0.2.pt,6.264871120452881
19,1,Match_Match_Mismatch,Match,Match,Mismatch,husband,doctor,goddess,m,m,m,the husband told the doctor that the goddess would get MASKTOKEN some lunch after the event.,the husband told the doctor that the goddess would get,him,the husband told the doctor that the goddess would get MASKTOKEN some lunch after the event.,wikitext-103_LSTM_400_23-d0.2.pt,6.28926420211792
19,1,Match_Mismatch_Match,Match,Mismatch,Match,husband,nurse,god,m,f,f,the husband told the nurse that the god would get MASKTOKEN some lunch after the event.,the husband told the nurse that the god would get,him,the husband told the nurse that the god would get MASKTOKEN some lunch after the event.,wikitext-103_LSTM_400_23-d0.2.pt,6.358118057250977
19,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,husband,nurse,goddess,m,f,f,the husband told the nurse that the goddess would get MASKTOKEN some lunch after the event.,the husband told the nurse that the goddess would get,him,the husband told the nurse that the goddess would get MASKTOKEN some lunch after the event.,wikitext-103_LSTM_400_23-d0.2.pt,6.338064193725586
19,1,Mismatch_Match_Match,Mismatch,Match,Match,wife,doctor,god,f,m,m,the wife told the doctor that the god would get MASKTOKEN some lunch after the event.,the wife told the doctor that the god would get,him,the wife told the doctor that the god would get MASKTOKEN some lunch after the event.,wikitext-103_LSTM_400_23-d0.2.pt,6.46536111831665
19,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,wife,doctor,goddess,f,m,m,the wife told the doctor that the goddess would get MASKTOKEN some lunch after the event.,the wife told the doctor that the goddess would get,him,the wife told the doctor that the goddess would get MASKTOKEN some lunch after the event.,wikitext-103_LSTM_400_23-d0.2.pt,6.342883586883545
19,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,wife,nurse,god,f,f,f,the wife told the nurse that the god would get MASKTOKEN some lunch after the event.,the wife told the nurse that the god would get,him,the wife told the nurse that the god would get MASKTOKEN some lunch after the event.,wikitext-103_LSTM_400_23-d0.2.pt,6.513764381408691
19,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,wife,nurse,goddess,f,f,f,the wife told the nurse that the goddess would get MASKTOKEN some lunch after the event.,the wife told the nurse that the goddess would get,him,the wife told the nurse that the goddess would get MASKTOKEN some lunch after the event.,wikitext-103_LSTM_400_23-d0.2.pt,6.362746238708496
20,1,Match_Match_Match,Match,Match,Match,businessman,actor,hero,m,m,m,the businessman told the actor that the hero would buy MASKTOKEN twenty yards ot fine silk.,the businessman told the actor that the hero would buy,him,the businessman told the actor that the hero would buy MASKTOKEN twenty yards ot fine silk.,wikitext-103_LSTM_400_23-d0.2.pt,5.338973045349121
20,1,Match_Match_Mismatch,Match,Match,Mismatch,businessman,actor,heroine,m,m,m,the businessman told the actor that the heroine would buy MASKTOKEN twenty yards ot fine silk.,the businessman told the actor that the heroine would buy,him,the businessman told the actor that the heroine would buy MASKTOKEN twenty yards ot fine silk.,wikitext-103_LSTM_400_23-d0.2.pt,5.600051403045654
20,1,Match_Mismatch_Match,Match,Mismatch,Match,businessman,actress,hero,m,f,f,the businessman told the actress that the hero would buy MASKTOKEN twenty yards ot fine silk.,the businessman told the actress that the hero would buy,him,the businessman told the actress that the hero would buy MASKTOKEN twenty yards ot fine silk.,wikitext-103_LSTM_400_23-d0.2.pt,5.839027404785156
20,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,businessman,actress,heroine,m,f,f,the businessman told the actress that the heroine would buy MASKTOKEN twenty yards ot fine silk.,the businessman told the actress that the heroine would buy,him,the businessman told the actress that the heroine would buy MASKTOKEN twenty yards ot fine silk.,wikitext-103_LSTM_400_23-d0.2.pt,6.054351329803467
20,1,Mismatch_Match_Match,Mismatch,Match,Match,business woman,actor,hero,f,m,m,the business woman told the actor that the hero would buy MASKTOKEN twenty yards ot fine silk.,the business woman told the actor that the hero would buy,him,the business woman told the actor that the hero would buy MASKTOKEN twenty yards ot fine silk.,wikitext-103_LSTM_400_23-d0.2.pt,5.627820014953613
20,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,business woman,actor,heroine,f,m,m,the business woman told the actor that the heroine would buy MASKTOKEN twenty yards ot fine silk.,the business woman told the actor that the heroine would buy,him,the business woman told the actor that the heroine would buy MASKTOKEN twenty yards ot fine silk.,wikitext-103_LSTM_400_23-d0.2.pt,5.8322434425354
20,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,business woman,actress,hero,f,f,f,the business woman told the actress that the hero would buy MASKTOKEN twenty yards ot fine silk.,the business woman told the actress that the hero would buy,him,the business woman told the actress that the hero would buy MASKTOKEN twenty yards ot fine silk.,wikitext-103_LSTM_400_23-d0.2.pt,6.198331832885742
20,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,business woman,actress,heroine,f,f,f,the business woman told the actress that the heroine would buy MASKTOKEN twenty yards ot fine silk.,the business woman told the actress that the heroine would buy,him,the business woman told the actress that the heroine would buy MASKTOKEN twenty yards ot fine silk.,wikitext-103_LSTM_400_23-d0.2.pt,6.365108013153076
21,1,Match_Match_Match,Match,Match,Match,boyfriend,prince,policeman,m,m,m,the boyfriend told the prince that the policeman would supply MASKTOKEN with the stolen equipment.,the boyfriend told the prince that the policeman would supply,him,the boyfriend told the prince that the policeman would supply MASKTOKEN with the stolen equipment.,wikitext-103_LSTM_400_23-d0.2.pt,4.493971347808838
21,1,Match_Match_Mismatch,Match,Match,Mismatch,boyfriend,prince,police woman,m,m,m,the boyfriend told the prince that the police woman would supply MASKTOKEN with the stolen equipment.,the boyfriend told the prince that the police woman would supply,him,the boyfriend told the prince that the police woman would supply MASKTOKEN with the stolen equipment.,wikitext-103_LSTM_400_23-d0.2.pt,4.659339427947998
21,1,Match_Mismatch_Match,Match,Mismatch,Match,boyfriend,princess,policeman,m,f,f,the boyfriend told the princess that the policeman would supply MASKTOKEN with the stolen equipment.,the boyfriend told the princess that the policeman would supply,him,the boyfriend told the princess that the policeman would supply MASKTOKEN with the stolen equipment.,wikitext-103_LSTM_400_23-d0.2.pt,4.712017059326172
21,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,boyfriend,princess,police woman,m,f,f,the boyfriend told the princess that the police woman would supply MASKTOKEN with the stolen equipment.,the boyfriend told the princess that the police woman would supply,him,the boyfriend told the princess that the police woman would supply MASKTOKEN with the stolen equipment.,wikitext-103_LSTM_400_23-d0.2.pt,4.925910949707031
21,1,Mismatch_Match_Match,Mismatch,Match,Match,girlfriend,prince,policeman,f,m,m,the girlfriend told the prince that the policeman would supply MASKTOKEN with the stolen equipment.,the girlfriend told the prince that the policeman would supply,him,the girlfriend told the prince that the policeman would supply MASKTOKEN with the stolen equipment.,wikitext-103_LSTM_400_23-d0.2.pt,4.57135534286499
21,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,girlfriend,prince,police woman,f,m,m,the girlfriend told the prince that the police woman would supply MASKTOKEN with the stolen equipment.,the girlfriend told the prince that the police woman would supply,him,the girlfriend told the prince that the police woman would supply MASKTOKEN with the stolen equipment.,wikitext-103_LSTM_400_23-d0.2.pt,4.734580039978027
21,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,girlfriend,princess,policeman,f,f,f,the girlfriend told the princess that the policeman would supply MASKTOKEN with the stolen equipment.,the girlfriend told the princess that the policeman would supply,him,the girlfriend told the princess that the policeman would supply MASKTOKEN with the stolen equipment.,wikitext-103_LSTM_400_23-d0.2.pt,4.74469518661499
21,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,girlfriend,princess,police woman,f,f,f,the girlfriend told the princess that the police woman would supply MASKTOKEN with the stolen equipment.,the girlfriend told the princess that the police woman would supply,him,the girlfriend told the princess that the police woman would supply MASKTOKEN with the stolen equipment.,wikitext-103_LSTM_400_23-d0.2.pt,4.9795427322387695
22,1,Match_Match_Match,Match,Match,Match,grandfather,lord,hunter,m,m,m,the grandfather told the lord that the hunter would be proud of MASKTOKEN for saving the child's life.,the grandfather told the lord that the hunter would be proud of,him,the grandfather told the lord that the hunter would be proud of MASKTOKEN for saving the child's life.,wikitext-103_LSTM_400_23-d0.2.pt,5.074240684509277
22,1,Match_Match_Mismatch,Match,Match,Mismatch,grandfather,lord,female hunter,m,m,m,the grandfather told the lord that the female hunter would be proud of MASKTOKEN for saving the child's life.,the grandfather told the lord that the female hunter would be proud of,him,the grandfather told the lord that the female hunter would be proud of MASKTOKEN for saving the child's life.,wikitext-103_LSTM_400_23-d0.2.pt,4.921789646148682
22,1,Match_Mismatch_Match,Match,Mismatch,Match,grandfather,lady,hunter,m,f,f,the grandfather told the lady that the hunter would be proud of MASKTOKEN for saving the child's life.,the grandfather told the lady that the hunter would be proud of,him,the grandfather told the lady that the hunter would be proud of MASKTOKEN for saving the child's life.,wikitext-103_LSTM_400_23-d0.2.pt,5.268167495727539
22,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,grandfather,lady,female hunter,m,f,f,the grandfather told the lady that the female hunter would be proud of MASKTOKEN for saving the child's life.,the grandfather told the lady that the female hunter would be proud of,him,the grandfather told the lady that the female hunter would be proud of MASKTOKEN for saving the child's life.,wikitext-103_LSTM_400_23-d0.2.pt,5.125048637390137
22,1,Mismatch_Match_Match,Mismatch,Match,Match,grandmother,lord,hunter,f,m,m,the grandmother told the lord that the hunter would be proud of MASKTOKEN for saving the child's life.,the grandmother told the lord that the hunter would be proud of,him,the grandmother told the lord that the hunter would be proud of MASKTOKEN for saving the child's life.,wikitext-103_LSTM_400_23-d0.2.pt,5.358686923980713
22,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,grandmother,lord,female hunter,f,m,m,the grandmother told the lord that the female hunter would be proud of MASKTOKEN for saving the child's life.,the grandmother told the lord that the female hunter would be proud of,him,the grandmother told the lord that the female hunter would be proud of MASKTOKEN for saving the child's life.,wikitext-103_LSTM_400_23-d0.2.pt,5.220683097839356
22,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,grandmother,lady,hunter,f,f,f,the grandmother told the lady that the hunter would be proud of MASKTOKEN for saving the child's life.,the grandmother told the lady that the hunter would be proud of,him,the grandmother told the lady that the hunter would be proud of MASKTOKEN for saving the child's life.,wikitext-103_LSTM_400_23-d0.2.pt,5.60854959487915
