item,exp,cond,contrast,matrix,embedded,pronoun,N1,N2,N1_gender,N2_gender,mask_sents,auto_sents,target,sent,/data/gpt2-xl_surp,/data/transfo-xl-wt103_surp
40,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,metal worker,f,m,the woman predicted that the metal worker would confront MASKTOKEN boss daily until salaries were increased for all employees.,the woman predicted that the metal worker would confront,his,the woman predicted that the metal worker would confront,3.76045298576355,5.523038387298584
40,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,fashion designer,f,f,the woman predicted that the fashion designer would confront MASKTOKEN boss daily until salaries were increased for all employees.,the woman predicted that the fashion designer would confront,his,the woman predicted that the fashion designer would confront,5.38792085647583,5.232487678527832
41,1,Common Nouns,Match_Match,Match,Match,him,man,school principal,m,m,the man hoped that the school principal would defend MASKTOKEN fully throughout the controversy over the new legislation.,the man hoped that the school principal would defend,him,the man hoped that the school principal would defend,1.4533393383026123,4.472420692443848
41,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,school teacher,m,f,the man hoped that the school teacher would defend MASKTOKEN fully throughout the controversy over the new legislation.,the man hoped that the school teacher would defend,him,the man hoped that the school teacher would defend,1.7163338661193848,3.815873861312866
41,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,school principal,f,m,the woman hoped that the school principal would defend MASKTOKEN fully throughout the controversy over the new legislation.,the woman hoped that the school principal would defend,him,the woman hoped that the school principal would defend,4.212428569793701,6.055887222290039
41,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,school teacher,f,f,the woman hoped that the school teacher would defend MASKTOKEN fully throughout the controversy over the new legislation.,the woman hoped that the school teacher would defend,him,the woman hoped that the school teacher would defend,4.690903663635254,5.580689907073975
41,1,Common Nouns,Match_Match,Match,Match,his,man,school principal,m,m,the man hoped that the school principal would defend MASKTOKEN ideals fully throughout the controversy over the new legislation.,the man hoped that the school principal would defend,his,the man hoped that the school principal would defend,2.997683048248291,4.678164005279541
41,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,school teacher,m,f,the man hoped that the school teacher would defend MASKTOKEN ideals fully throughout the controversy over the new legislation.,the man hoped that the school teacher would defend,his,the man hoped that the school teacher would defend,2.838951349258423,4.91360330581665
41,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,school principal,f,m,the woman hoped that the school principal would defend MASKTOKEN ideals fully throughout the controversy over the new legislation.,the woman hoped that the school principal would defend,his,the woman hoped that the school principal would defend,5.486904144287109,5.013159275054932
41,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,school teacher,f,f,the woman hoped that the school teacher would defend MASKTOKEN ideals fully throughout the controversy over the new legislation.,the woman hoped that the school teacher would defend,his,the woman hoped that the school teacher would defend,5.142077445983887,5.089430332183838
42,1,Common Nouns,Match_Match,Match,Match,him,man,clown,m,m,the man supposed that the clown could amuse MASKTOKEN nightly by doing tricks with fire.,the man supposed that the clown could amuse,him,the man supposed that the clown could amuse,1.7106552124023438,4.7890095710754395
42,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,ballet dancer,m,f,the man supposed that the ballet dancer could amuse MASKTOKEN nightly by doing tricks with fire.,the man supposed that the ballet dancer could amuse,him,the man supposed that the ballet dancer could amuse,2.103652238845825,5.0947136878967285
42,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,clown,f,m,the woman supposed that the clown could amuse MASKTOKEN nightly by doing tricks with fire.,the woman supposed that the clown could amuse,him,the woman supposed that the clown could amuse,5.002264499664307,4.950812339782715
42,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,ballet dancer,f,f,the woman supposed that the ballet dancer could amuse MASKTOKEN nightly by doing tricks with fire.,the woman supposed that the ballet dancer could amuse,him,the woman supposed that the ballet dancer could amuse,2.997028112411499,5.86007833480835
42,1,Common Nouns,Match_Match,Match,Match,his,man,clown,m,m,the man supposed that the clown could amuse MASKTOKEN clients nightly by doing tricks with fire.,the man supposed that the clown could amuse,his,the man supposed that the clown could amuse,4.202134609222412,4.902489185333252
42,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,ballet dancer,m,f,the man supposed that the ballet dancer could amuse MASKTOKEN clients nightly by doing tricks with fire.,the man supposed that the ballet dancer could amuse,his,the man supposed that the ballet dancer could amuse,4.367799758911133,5.698853969573975
42,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,clown,f,m,the woman supposed that the clown could amuse MASKTOKEN clients nightly by doing tricks with fire.,the woman supposed that the clown could amuse,his,the woman supposed that the clown could amuse,6.504396915435791,5.152942657470703
42,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,ballet dancer,f,f,the woman supposed that the ballet dancer could amuse MASKTOKEN clients nightly by doing tricks with fire.,the woman supposed that the ballet dancer could amuse,his,the woman supposed that the ballet dancer could amuse,7.0604567527771,5.874343395233154
43,1,Common Nouns,Match_Match,Match,Match,him,man,doctor,m,m,the man complained that the doctor had pushed MASKTOKEN constantly to lose a few pounds and eat more vegetables.,the man complained that the doctor had pushed,him,the man complained that the doctor had pushed,1.615397572517395,4.5951738357543945
43,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,nurse,m,f,the man complained that the nurse had pushed MASKTOKEN constantly to lose a few pounds and eat more vegetables.,the man complained that the nurse had pushed,him,the man complained that the nurse had pushed,1.5072928667068481,5.379943370819092
43,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,doctor,f,m,the woman complained that the doctor had pushed MASKTOKEN constantly to lose a few pounds and eat more vegetables.,the woman complained that the doctor had pushed,him,the woman complained that the doctor had pushed,7.052334308624268,5.890122413635254
43,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,nurse,f,f,the woman complained that the nurse had pushed MASKTOKEN constantly to lose a few pounds and eat more vegetables.,the woman complained that the nurse had pushed,him,the woman complained that the nurse had pushed,7.036401271820068,6.773914337158203
43,1,Common Nouns,Match_Match,Match,Match,his,man,doctor,m,m,the man complained that the doctor had pushed MASKTOKEN patients constantly to lose a few pounds and eat more vegetables.,the man complained that the doctor had pushed,his,the man complained that the doctor had pushed,2.6928164958953857,5.776223659515381
43,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,nurse,m,f,the man complained that the nurse had pushed MASKTOKEN patients constantly to lose a few pounds and eat more vegetables.,the man complained that the nurse had pushed,his,the man complained that the nurse had pushed,2.6844701766967773,5.366715908050537
43,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,doctor,f,m,the woman complained that the doctor had pushed MASKTOKEN patients constantly to lose a few pounds and eat more vegetables.,the woman complained that the doctor had pushed,his,the woman complained that the doctor had pushed,2.8602535724639893,6.045648097991943
43,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,nurse,f,f,the woman complained that the nurse had pushed MASKTOKEN patients constantly to lose a few pounds and eat more vegetables.,the woman complained that the nurse had pushed,his,the woman complained that the nurse had pushed,6.06674861907959,6.327141761779785
44,1,Common Nouns,Match_Match,Match,Match,him,man,fisherman,m,m,the man said that the fisherman had entertained MASKTOKEN publicly by singing lively songs and dancing.,the man said that the fisherman had entertained,him,the man said that the fisherman had entertained,1.235047698020935,4.948326110839844
44,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,fairy,m,f,the man said that the fairy had entertained MASKTOKEN publicly by singing lively songs and dancing.,the man said that the fairy had entertained,him,the man said that the fairy had entertained,0.5143553018569946,4.456777095794678
44,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,fisherman,f,m,the woman said that the fisherman had entertained MASKTOKEN publicly by singing lively songs and dancing.,the woman said that the fisherman had entertained,him,the woman said that the fisherman had entertained,5.9728803634643555,4.565062046051025
44,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,fairy,f,f,the woman said that the fairy had entertained MASKTOKEN publicly by singing lively songs and dancing.,the woman said that the fairy had entertained,him,the woman said that the fairy had entertained,4.163733959197998,4.580433368682861
44,1,Common Nouns,Match_Match,Match,Match,his,man,fisherman,m,m,the man said that the fisherman had entertained MASKTOKEN family publicly by singing lively songs and dancing.,the man said that the fisherman had entertained,his,the man said that the fisherman had entertained,3.8795065879821777,5.793877124786377
44,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,fairy,m,f,the man said that the fairy had entertained MASKTOKEN family publicly by singing lively songs and dancing.,the man said that the fairy had entertained,his,the man said that the fairy had entertained,4.728549480438232,6.209619045257568
44,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,fisherman,f,m,the woman said that the fisherman had entertained MASKTOKEN family publicly by singing lively songs and dancing.,the woman said that the fisherman had entertained,his,the woman said that the fisherman had entertained,5.75730037689209,5.540121078491211
44,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,fairy,f,f,the woman said that the fairy had entertained MASKTOKEN family publicly by singing lively songs and dancing.,the woman said that the fairy had entertained,his,the woman said that the fairy had entertained,8.984731674194336,6.262246131896973
45,1,Common Nouns,Match_Match,Match,Match,him,man,market analyst,m,m,the man feared that the market analyst would contradict MASKTOKEN without considering the effects of the worsening housing market.,the man feared that the market analyst would contradict,him,the man feared that the market analyst would contradict,1.5473188161849976,3.4564061164855957
45,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,advice columnist,m,f,the man feared that the advice columnist would contradict MASKTOKEN without considering the effects of the worsening housing market.,the man feared that the advice columnist would contradict,him,the man feared that the advice columnist would contradict,1.4749330282211304,5.009845733642578
45,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,market analyst,f,m,the woman feared that the market analyst would contradict MASKTOKEN without considering the effects of the worsening housing market.,the woman feared that the market analyst would contradict,him,the woman feared that the market analyst would contradict,7.091004848480225,5.207903861999512
45,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,advice columnist,f,f,the woman feared that the advice columnist would contradict MASKTOKEN without considering the effects of the worsening housing market.,the woman feared that the advice columnist would contradict,him,the woman feared that the advice columnist would contradict,6.011247634887695,5.78831148147583
45,1,Common Nouns,Match_Match,Match,Match,his,man,market analyst,m,m,the man feared that the market analyst would contradict MASKTOKEN interests without considering the effects of the worsening housing market.,the man feared that the market analyst would contradict,his,the man feared that the market analyst would contradict,1.809026837348938,3.998967409133911
45,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,advice columnist,m,f,the man feared that the advice columnist would contradict MASKTOKEN interests without considering the effects of the worsening housing market.,the man feared that the advice columnist would contradict,his,the man feared that the advice columnist would contradict,1.8513424396514893,3.676056146621704
45,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,market analyst,f,m,the woman feared that the market analyst would contradict MASKTOKEN interests without considering the effects of the worsening housing market.,the woman feared that the market analyst would contradict,his,the woman feared that the market analyst would contradict,4.624871253967285,4.495781421661377
45,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,advice columnist,f,f,the woman feared that the advice columnist would contradict MASKTOKEN interests without considering the effects of the worsening housing market.,the woman feared that the advice columnist would contradict,his,the woman feared that the advice columnist would contradict,4.538272857666016,4.366152763366699
46,1,Common Nouns,Match_Match,Match,Match,him,man,worker,m,m,the man predicted that the worker would blame MASKTOKEN alone for the sloppy bookkeeping that led to the investigation.,the man predicted that the worker would blame,him,the man predicted that the worker would blame,2.9605729579925537,4.278110027313232
46,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,designer,m,f,the man predicted that the designer would blame MASKTOKEN alone for the sloppy bookkeeping that led to the investigation.,the man predicted that the designer would blame,him,the man predicted that the designer would blame,4.102297306060791,3.6862056255340576
46,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,worker,f,m,the woman predicted that the worker would blame MASKTOKEN alone for the sloppy bookkeeping that led to the investigation.,the woman predicted that the worker would blame,him,the woman predicted that the worker would blame,5.1373291015625,5.130537986755371
46,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,designer,f,f,the woman predicted that the designer would blame MASKTOKEN alone for the sloppy bookkeeping that led to the investigation.,the woman predicted that the designer would blame,him,the woman predicted that the designer would blame,5.441318511962891,4.434503078460693
46,1,Common Nouns,Match_Match,Match,Match,his,man,worker,m,m,the man predicted that the worker would blame MASKTOKEN boss alone for the sloppy bookkeeping that led to the investigation.,the man predicted that the worker would blame,his,the man predicted that the worker would blame,3.267306089401245,5.190342903137207
46,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,designer,m,f,the man predicted that the designer would blame MASKTOKEN boss alone for the sloppy bookkeeping that led to the investigation.,the man predicted that the designer would blame,his,the man predicted that the designer would blame,4.157593250274658,5.223294734954834
46,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,worker,f,m,the woman predicted that the worker would blame MASKTOKEN boss alone for the sloppy bookkeeping that led to the investigation.,the woman predicted that the worker would blame,his,the woman predicted that the worker would blame,4.194762229919434,6.045451641082764
46,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,designer,f,f,the woman predicted that the designer would blame MASKTOKEN boss alone for the sloppy bookkeeping that led to the investigation.,the woman predicted that the designer would blame,his,the woman predicted that the designer would blame,4.5612921714782715,5.691861152648926
47,1,Common Nouns,Match_Match,Match,Match,him,man,drummer,m,m,the man claimed that the drummer had pressured MASKTOKEN continually to delay the start of quiet hours each night.,the man claimed that the drummer had pressured,him,the man claimed that the drummer had pressured,0.3212732970714569,2.9595682621002197
47,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,singer,m,f,the man claimed that the singer had pressured MASKTOKEN continually to delay the start of quiet hours each night.,the man claimed that the singer had pressured,him,the man claimed that the singer had pressured,0.21076376736164093,2.8708086013793945
47,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,drummer,f,m,the woman claimed that the drummer had pressured MASKTOKEN continually to delay the start of quiet hours each night.,the woman claimed that the drummer had pressured,him,the woman claimed that the drummer had pressured,8.275033950805664,3.6223373413085938
47,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,singer,f,f,the woman claimed that the singer had pressured MASKTOKEN continually to delay the start of quiet hours each night.,the woman claimed that the singer had pressured,him,the woman claimed that the singer had pressured,8.483150482177734,3.848871946334839
47,1,Common Nouns,Match_Match,Match,Match,his,man,drummer,m,m,the man claimed that the drummer had pressured MASKTOKEN group continually to delay the start of quiet hours each night.,the man claimed that the drummer had pressured,his,the man claimed that the drummer had pressured,5.8218536376953125,5.102438926696777
47,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,singer,m,f,the man claimed that the singer had pressured MASKTOKEN group continually to delay the start of quiet hours each night.,the man claimed that the singer had pressured,his,the man claimed that the singer had pressured,5.728283405303955,5.273527145385742
47,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,drummer,f,m,the woman claimed that the drummer had pressured MASKTOKEN group continually to delay the start of quiet hours each night.,the woman claimed that the drummer had pressured,his,the woman claimed that the drummer had pressured,8.635377883911133,5.244831562042236
47,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,singer,f,f,the woman claimed that the singer had pressured MASKTOKEN group continually to delay the start of quiet hours each night.,the woman claimed that the singer had pressured,his,the woman claimed that the singer had pressured,9.630675315856934,5.846606731414795
48,1,Common Nouns,Match_Match,Match,Match,him,man,personal trainer,m,m,the man warned that the personal trainer had injured MASKTOKEN often by not allowing enough time to stretch before workouts.,the man warned that the personal trainer had injured,him,the man warned that the personal trainer had injured,2.2616195678710938,4.789840221405029
48,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,dance instructor,m,f,the man warned that the dance instructor had injured MASKTOKEN often by not allowing enough time to stretch before workouts.,the man warned that the dance instructor had injured,him,the man warned that the dance instructor had injured,2.8108623027801514,4.844654083251953
48,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,personal trainer,f,m,the woman warned that the personal trainer had injured MASKTOKEN often by not allowing enough time to stretch before workouts.,the woman warned that the personal trainer had injured,him,the woman warned that the personal trainer had injured,5.903700828552246,5.253546714782715
48,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,dance instructor,f,f,the woman warned that the dance instructor had injured MASKTOKEN often by not allowing enough time to stretch before workouts.,the woman warned that the dance instructor had injured,him,the woman warned that the dance instructor had injured,4.653661727905273,5.49511194229126
48,1,Common Nouns,Match_Match,Match,Match,his,man,personal trainer,m,m,the man warned that the personal trainer had injured MASKTOKEN body often by not allowing enough time to stretch before workouts.,the man warned that the personal trainer had injured,his,the man warned that the personal trainer had injured,1.9244098663330078,3.903862953186035
48,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,dance instructor,m,f,the man warned that the dance instructor had injured MASKTOKEN body often by not allowing enough time to stretch before workouts.,the man warned that the dance instructor had injured,his,the man warned that the dance instructor had injured,2.36582350730896,4.039507865905762
48,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,personal trainer,f,m,the woman warned that the personal trainer had injured MASKTOKEN body often by not allowing enough time to stretch before workouts.,the woman warned that the personal trainer had injured,his,the woman warned that the personal trainer had injured,4.474889278411865,4.396397590637207
48,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,dance instructor,f,f,the woman warned that the dance instructor had injured MASKTOKEN body often by not allowing enough time to stretch before workouts.,the woman warned that the dance instructor had injured,his,the woman warned that the dance instructor had injured,5.131979942321777,4.636607646942139
49,1,Common Nouns,Match_Match,Match,Match,him,man,salesman,m,m,the man declared that the salesman had failed MASKTOKEN horribly during the big annual sale last weekend.,the man declared that the salesman had failed,him,the man declared that the salesman had failed,5.199783802032471,9.908768653869629
49,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,secretary,m,f,the man declared that the secretary had failed MASKTOKEN horribly during the big annual sale last weekend.,the man declared that the secretary had failed,him,the man declared that the secretary had failed,4.922483444213867,9.664878845214844
49,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,salesman,f,m,the woman declared that the salesman had failed MASKTOKEN horribly during the big annual sale last weekend.,the woman declared that the salesman had failed,him,the woman declared that the salesman had failed,9.774120330810547,10.899452209472656
49,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,secretary,f,f,the woman declared that the secretary had failed MASKTOKEN horribly during the big annual sale last weekend.,the woman declared that the secretary had failed,him,the woman declared that the secretary had failed,8.060639381408691,11.572571754455566
49,1,Common Nouns,Match_Match,Match,Match,his,man,salesman,m,m,the man declared that the salesman had failed MASKTOKEN clients horribly during the big annual sale last weekend.,the man declared that the salesman had failed,his,the man declared that the salesman had failed,6.7966628074646,7.591263771057129
49,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,secretary,m,f,the man declared that the secretary had failed MASKTOKEN clients horribly during the big annual sale last weekend.,the man declared that the secretary had failed,his,the man declared that the secretary had failed,7.126563549041748,7.539602279663086
49,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,salesman,f,m,the woman declared that the salesman had failed MASKTOKEN clients horribly during the big annual sale last weekend.,the woman declared that the salesman had failed,his,the woman declared that the salesman had failed,7.428581237792969,8.3302001953125
49,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,secretary,f,f,the woman declared that the secretary had failed MASKTOKEN clients horribly during the big annual sale last weekend.,the woman declared that the secretary had failed,his,the woman declared that the secretary had failed,8.984663963317871,8.978328704833984
50,1,Common Nouns,Match_Match,Match,Match,him,man,prophet,m,m,the man heard that the prophet had designated MASKTOKEN officially as the next tribe leader before the election was held.,the man heard that the prophet had designated,him,the man heard that the prophet had designated,1.3827815055847168,3.0013160705566406
50,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,nun,m,f,the man heard that the nun had designated MASKTOKEN officially as the next tribe leader before the election was held.,the man heard that the nun had designated,him,the man heard that the nun had designated,2.035351276397705,4.303648948669434
50,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,prophet,f,m,the woman heard that the prophet had designated MASKTOKEN officially as the next tribe leader before the election was held.,the woman heard that the prophet had designated,him,the woman heard that the prophet had designated,3.914024829864502,5.333235740661621
50,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,nun,f,f,the woman heard that the nun had designated MASKTOKEN officially as the next tribe leader before the election was held.,the woman heard that the nun had designated,him,the woman heard that the nun had designated,3.6952521800994873,6.346333026885986
50,1,Common Nouns,Match_Match,Match,Match,his,man,prophet,m,m,the man heard that the prophet had designated MASKTOKEN friend officially as the next tribe leader before the election was held.,the man heard that the prophet had designated,his,the man heard that the prophet had designated,5.282635688781738,5.4257073402404785
50,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,nun,m,f,the man heard that the nun had designated MASKTOKEN friend officially as the next tribe leader before the election was held.,the man heard that the nun had designated,his,the man heard that the nun had designated,6.403585910797119,6.434184551239014
50,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,prophet,f,m,the woman heard that the prophet had designated MASKTOKEN friend officially as the next tribe leader before the election was held.,the woman heard that the prophet had designated,his,the woman heard that the prophet had designated,5.207935333251953,5.697033882141113
50,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,nun,f,f,the woman heard that the nun had designated MASKTOKEN friend officially as the next tribe leader before the election was held.,the woman heard that the nun had designated,his,the woman heard that the nun had designated,7.925758361816406,6.352344036102295
51,1,Common Nouns,Match_Match,Match,Match,him,man,comedian,m,m,the man mentioned that the comedian had reminded MASKTOKEN repeatedly to arrive on time for the cover shoot.,the man mentioned that the comedian had reminded,him,the man mentioned that the comedian had reminded,0.22747713327407837,1.9371613264083862
51,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,model,m,f,the man mentioned that the model had reminded MASKTOKEN repeatedly to arrive on time for the cover shoot.,the man mentioned that the model had reminded,him,the man mentioned that the model had reminded,0.10520356893539429,2.334426164627075
51,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,comedian,f,m,the woman mentioned that the comedian had reminded MASKTOKEN repeatedly to arrive on time for the cover shoot.,the woman mentioned that the comedian had reminded,him,the woman mentioned that the comedian had reminded,4.453276634216309,2.752655029296875
51,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,model,f,f,the woman mentioned that the model had reminded MASKTOKEN repeatedly to arrive on time for the cover shoot.,the woman mentioned that the model had reminded,him,the woman mentioned that the model had reminded,4.3166093826293945,3.123950719833374
51,1,Common Nouns,Match_Match,Match,Match,his,man,comedian,m,m,the man mentioned that the comedian had reminded MASKTOKEN coworker repeatedly to arrive on time for the cover shoot.,the man mentioned that the comedian had reminded,his,the man mentioned that the comedian had reminded,7.094854354858398,5.26140022277832
51,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,model,m,f,the man mentioned that the model had reminded MASKTOKEN coworker repeatedly to arrive on time for the cover shoot.,the man mentioned that the model had reminded,his,the man mentioned that the model had reminded,8.067421913146973,6.545241355895996
51,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,comedian,f,m,the woman mentioned that the comedian had reminded MASKTOKEN coworker repeatedly to arrive on time for the cover shoot.,the woman mentioned that the comedian had reminded,his,the woman mentioned that the comedian had reminded,8.227051734924316,6.430355072021484
51,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,model,f,f,the woman mentioned that the model had reminded MASKTOKEN coworker repeatedly to arrive on time for the cover shoot.,the woman mentioned that the model had reminded,his,the woman mentioned that the model had reminded,11.52043628692627,7.056231498718262
52,1,Common Nouns,Match_Match,Match,Match,him,man,patriarch,m,m,the man expected that the patriarch would nominate MASKTOKEN readily to marry the butcher's daughter.,the man expected that the patriarch would nominate,him,the man expected that the patriarch would nominate,1.3815439939498901,1.9802665710449219
52,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,couples therapist,m,f,the man expected that the couples therapist would nominate MASKTOKEN readily to marry the butcher's daughter.,the man expected that the couples therapist would nominate,him,the man expected that the couples therapist would nominate,2.134864568710327,1.7483327388763428
52,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,patriarch,f,m,the woman expected that the patriarch would nominate MASKTOKEN readily to marry the butcher's daughter.,the woman expected that the patriarch would nominate,him,the woman expected that the patriarch would nominate,5.623462677001953,3.3910796642303467
52,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,couples therapist,f,f,the woman expected that the couples therapist would nominate MASKTOKEN readily to marry the butcher's daughter.,the woman expected that the couples therapist would nominate,him,the woman expected that the couples therapist would nominate,4.335480213165283,3.1061153411865234
52,1,Common Nouns,Match_Match,Match,Match,his,man,patriarch,m,m,the man expected that the patriarch would nominate MASKTOKEN friend readily to marry the butcher's daughter.,the man expected that the patriarch would nominate,his,the man expected that the patriarch would nominate,3.940197467803955,4.928412437438965
52,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,couples therapist,m,f,the man expected that the couples therapist would nominate MASKTOKEN friend readily to marry the butcher's daughter.,the man expected that the couples therapist would nominate,his,the man expected that the couples therapist would nominate,5.241767883300781,5.956378936767578
52,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,patriarch,f,m,the woman expected that the patriarch would nominate MASKTOKEN friend readily to marry the butcher's daughter.,the woman expected that the patriarch would nominate,his,the woman expected that the patriarch would nominate,3.5902345180511475,5.102941036224365
52,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,couples therapist,f,f,the woman expected that the couples therapist would nominate MASKTOKEN friend readily to marry the butcher's daughter.,the woman expected that the couples therapist would nominate,his,the woman expected that the couples therapist would nominate,6.83655309677124,6.696350574493408
53,1,Common Nouns,Match_Match,Match,Match,him,man,wizard,m,m,the man dreamed that the wizard would poison MASKTOKEN secretly on the night of the full moon.,the man dreamed that the wizard would poison,him,the man dreamed that the wizard would poison,0.9738321304321289,4.936583518981934
53,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,witch,m,f,the man dreamed that the witch would poison MASKTOKEN secretly on the night of the full moon.,the man dreamed that the witch would poison,him,the man dreamed that the witch would poison,0.6460824608802795,4.8366546630859375
53,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,wizard,f,m,the woman dreamed that the wizard would poison MASKTOKEN secretly on the night of the full moon.,the woman dreamed that the wizard would poison,him,the woman dreamed that the wizard would poison,5.734499931335449,5.447882175445557
53,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,witch,f,f,the woman dreamed that the witch would poison MASKTOKEN secretly on the night of the full moon.,the woman dreamed that the witch would poison,him,the woman dreamed that the witch would poison,4.299792766571045,5.880053520202637
53,1,Common Nouns,Match_Match,Match,Match,his,man,wizard,m,m,the man dreamed that the wizard would poison MASKTOKEN lover secretly on the night of the full moon.,the man dreamed that the wizard would poison,his,the man dreamed that the wizard would poison,2.6756746768951416,5.0737528800964355
53,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,witch,m,f,the man dreamed that the witch would poison MASKTOKEN lover secretly on the night of the full moon.,the man dreamed that the witch would poison,his,the man dreamed that the witch would poison,2.7025270462036133,6.060042381286621
53,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,wizard,f,m,the woman dreamed that the wizard would poison MASKTOKEN lover secretly on the night of the full moon.,the woman dreamed that the wizard would poison,his,the woman dreamed that the wizard would poison,6.285262584686279,5.230610370635986
53,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,witch,f,f,the woman dreamed that the witch would poison MASKTOKEN lover secretly on the night of the full moon.,the woman dreamed that the witch would poison,his,the woman dreamed that the witch would poison,8.384614944458008,6.554532527923584
54,1,Common Nouns,Match_Match,Match,Match,him,man,professor,m,m,the man reported that the professor had introduced MASKTOKEN nicely to the board members at the reception.,the man reported that the professor had introduced,him,the man reported that the professor had introduced,0.9381593465805054,2.960175037384033
