item,exp,pronoun,cond,contrast,target_changed,mask_sents,auto_sents,target,sent,model,surp
6,1,he,m,Match,1,"When he was lost, the MASKTOKEN spotted the maid in the forest.","When he was lost, the",hunter,"When he was lost, the MASKTOKEN spotted the maid in the forest.",wikitext-103_LSTM_400_22-d0.2.pt,13.262506484985352
6,1,she,m,Mismatch,1,"When she was lost, the MASKTOKEN spotted the maid in the forest.","When she was lost, the",hunter,"When she was lost, the MASKTOKEN spotted the maid in the forest.",wikitext-103_LSTM_400_22-d0.2.pt,13.530113220214844
6,1,she,f,Match,1,"When she was lost, the MASKTOKEN spotted the hunter in the forest.","When she was lost, the",maid,"When she was lost, the MASKTOKEN spotted the hunter in the forest.",wikitext-103_LSTM_400_22-d0.2.pt,13.699444770812988
6,1,he,f,Mismatch,1,"When he was lost, the MASKTOKEN spotted the hunter in the forest.","When he was lost, the",maid,"When he was lost, the MASKTOKEN spotted the hunter in the forest.",wikitext-103_LSTM_400_22-d0.2.pt,14.759417533874512
7,1,he,m,Match,1,"When he was bad-tempered, the MASKTOKEN ignored the lady all day.","When he was bad-tempered, the",man,"When he was bad-tempered, the MASKTOKEN ignored the lady all day.",wikitext-103_LSTM_400_22-d0.2.pt,7.885353565216064
7,1,she,m,Mismatch,1,"When she was bad-tempered, the MASKTOKEN ignored the lady all day.","When she was bad-tempered, the",man,"When she was bad-tempered, the MASKTOKEN ignored the lady all day.",wikitext-103_LSTM_400_22-d0.2.pt,8.242521286010742
7,1,she,f,Match,1,"When she was bad-tempered, the MASKTOKEN ignored the man all day.","When she was bad-tempered, the",lady,"When she was bad-tempered, the MASKTOKEN ignored the man all day.",wikitext-103_LSTM_400_22-d0.2.pt,12.022250175476074
7,1,he,f,Mismatch,1,"When he was bad-tempered, the MASKTOKEN ignored the man all day.","When he was bad-tempered, the",lady,"When he was bad-tempered, the MASKTOKEN ignored the man all day.",wikitext-103_LSTM_400_22-d0.2.pt,13.086580276489258
8,1,he,m,Match,0,"When he was jealous, the MASKTOKEN angered the secretary more than ever.","When he was jealous, the",businessman,"When he was jealous, the MASKTOKEN angered the secretary more than ever.",wikitext-103_LSTM_400_22-d0.2.pt,14.48180866241455
8,1,she,m,Mismatch,0,"When she was jealous, the MASKTOKEN angered the secretary more than ever.","When she was jealous, the",businessman,"When she was jealous, the MASKTOKEN angered the secretary more than ever.",wikitext-103_LSTM_400_22-d0.2.pt,14.719182968139648
8,1,she,f,Match,1,"When she was jealous, the MASKTOKEN angered the businessman more than ever.","When she was jealous, the",secretary,"When she was jealous, the MASKTOKEN angered the businessman more than ever.",wikitext-103_LSTM_400_22-d0.2.pt,11.084665298461914
8,1,he,f,Mismatch,1,"When he was jealous, the MASKTOKEN angered the businessman more than ever.","When he was jealous, the",secretary,"When he was jealous, the MASKTOKEN angered the businessman more than ever.",wikitext-103_LSTM_400_22-d0.2.pt,11.050800323486328
9,1,he,m,Match,1,"When he was in residence, the MASKTOKEN annoyed the princess very much.","When he was in residence, the",lord,"When he was in residence, the MASKTOKEN annoyed the princess very much.",wikitext-103_LSTM_400_22-d0.2.pt,10.333209037780762
9,1,she,m,Mismatch,1,"When she was in residence, the MASKTOKEN annoyed the princess very much.","When she was in residence, the",lord,"When she was in residence, the MASKTOKEN annoyed the princess very much.",wikitext-103_LSTM_400_22-d0.2.pt,10.49190902709961
9,1,she,f,Match,0,"When she was in residence, the MASKTOKEN annoyed the lord very much.","When she was in residence, the",princess,"When she was in residence, the MASKTOKEN annoyed the lord very much.",wikitext-103_LSTM_400_22-d0.2.pt,10.66611385345459
9,1,he,f,Mismatch,0,"When he was in residence, the MASKTOKEN annoyed the lord very much.","When he was in residence, the",princess,"When he was in residence, the MASKTOKEN annoyed the lord very much.",wikitext-103_LSTM_400_22-d0.2.pt,11.797608375549316
10,1,he,m,Match,1,"When he was introduced, the MASKTOKEN shook the widow by the hand.","When he was introduced, the",sailor,"When he was introduced, the MASKTOKEN shook the widow by the hand.",wikitext-103_LSTM_400_22-d0.2.pt,15.566187858581545
10,1,she,m,Mismatch,1,"When she was introduced, the MASKTOKEN shook the widow by the hand.","When she was introduced, the",sailor,"When she was introduced, the MASKTOKEN shook the widow by the hand.",wikitext-103_LSTM_400_22-d0.2.pt,15.399282455444336
10,1,she,f,Match,1,"When she was introduced, the MASKTOKEN shook the sailor by the hand.","When she was introduced, the",widow,"When she was introduced, the MASKTOKEN shook the sailor by the hand.",wikitext-103_LSTM_400_22-d0.2.pt,11.18218994140625
10,1,he,f,Mismatch,1,"When he was introduced, the MASKTOKEN shook the sailor by the hand.","When he was introduced, the",widow,"When he was introduced, the MASKTOKEN shook the sailor by the hand.",wikitext-103_LSTM_400_22-d0.2.pt,11.79333209991455
11,1,he,m,Match,0,"When he arrived, the MASKTOKEN greeted the maid kindly.","When he arrived, the",master,"When he arrived, the MASKTOKEN greeted the maid kindly.",wikitext-103_LSTM_400_22-d0.2.pt,10.624105453491213
11,1,she,m,Mismatch,0,"When she arrived, the MASKTOKEN greeted the maid kindly.","When she arrived, the",master,"When she arrived, the MASKTOKEN greeted the maid kindly.",wikitext-103_LSTM_400_22-d0.2.pt,11.13945198059082
11,1,she,f,Match,1,"When she arrived, the MASKTOKEN greeted the master kindly.","When she arrived, the",maid,"When she arrived, the MASKTOKEN greeted the master kindly.",wikitext-103_LSTM_400_22-d0.2.pt,13.351448059082031
11,1,he,f,Mismatch,1,"When he arrived, the MASKTOKEN greeted the master kindly.","When he arrived, the",maid,"When he arrived, the MASKTOKEN greeted the master kindly.",wikitext-103_LSTM_400_22-d0.2.pt,14.47470474243164
12,1,he,m,Match,0,"When he felt sad, the MASKTOKEN hugged the woman gently.","When he felt sad, the",man,"When he felt sad, the MASKTOKEN hugged the woman gently.",wikitext-103_LSTM_400_22-d0.2.pt,7.526126384735107
12,1,she,m,Mismatch,0,"When she felt sad, the MASKTOKEN hugged the woman gently.","When she felt sad, the",man,"When she felt sad, the MASKTOKEN hugged the woman gently.",wikitext-103_LSTM_400_22-d0.2.pt,7.827409267425537
12,1,she,f,Match,0,"When she felt sad, the MASKTOKEN hugged the man gently.","When she felt sad, the",woman,"When she felt sad, the MASKTOKEN hugged the man gently.",wikitext-103_LSTM_400_22-d0.2.pt,8.51264476776123
12,1,he,f,Mismatch,0,"When he felt sad, the MASKTOKEN hugged the man gently.","When he felt sad, the",woman,"When he felt sad, the MASKTOKEN hugged the man gently.",wikitext-103_LSTM_400_22-d0.2.pt,9.82121467590332
13,1,he,m,Match,1,"When he was present, the MASKTOKEN embarrassed the actress all the time.","When he was present, the",actor,"When he was present, the MASKTOKEN embarrassed the actress all the time.",wikitext-103_LSTM_400_22-d0.2.pt,9.40909194946289
13,1,she,m,Mismatch,1,"When she was present, the MASKTOKEN embarrassed the actress all the time.","When she was present, the",actor,"When she was present, the MASKTOKEN embarrassed the actress all the time.",wikitext-103_LSTM_400_22-d0.2.pt,9.933331489562988
13,1,she,f,Match,0,"When she was present, the MASKTOKEN embarrassed the actor all the time.","When she was present, the",actress,"When she was present, the MASKTOKEN embarrassed the actor all the time.",wikitext-103_LSTM_400_22-d0.2.pt,10.31407642364502
13,1,he,f,Mismatch,0,"When he was present, the MASKTOKEN embarrassed the actor all the time.","When he was present, the",actress,"When he was present, the MASKTOKEN embarrassed the actor all the time.",wikitext-103_LSTM_400_22-d0.2.pt,11.569866180419922
14,1,he,m,Match,0,"When he was depressed, the MASKTOKEN invited the lady for a drink.","When he was depressed, the",lord,"When he was depressed, the MASKTOKEN invited the lady for a drink.",wikitext-103_LSTM_400_22-d0.2.pt,10.681574821472168
14,1,she,m,Mismatch,0,"When she was depressed, the MASKTOKEN invited the lady for a drink.","When she was depressed, the",lord,"When she was depressed, the MASKTOKEN invited the lady for a drink.",wikitext-103_LSTM_400_22-d0.2.pt,10.866299629211426
14,1,she,f,Match,1,"When she was depressed, the MASKTOKEN invited the lord for a drink.","When she was depressed, the",lady,"When she was depressed, the MASKTOKEN invited the lord for a drink.",wikitext-103_LSTM_400_22-d0.2.pt,11.612042427062988
14,1,he,f,Mismatch,1,"When he was depressed, the MASKTOKEN invited the lord for a drink.","When he was depressed, the",lady,"When he was depressed, the MASKTOKEN invited the lord for a drink.",wikitext-103_LSTM_400_22-d0.2.pt,12.679482460021973
15,1,he,m,Match,0,"When he was around, the MASKTOKEN helped the maid all the time.","When he was around, the",salesman,"When he was around, the MASKTOKEN helped the maid all the time.",wikitext-103_LSTM_400_22-d0.2.pt,16.76458168029785
15,1,she,m,Mismatch,0,"When she was around, the MASKTOKEN helped the maid all the time.","When she was around, the",salesman,"When she was around, the MASKTOKEN helped the maid all the time.",wikitext-103_LSTM_400_22-d0.2.pt,17.54966163635254
15,1,she,f,Match,1,"When she was around, the MASKTOKEN helped the salesman all the time.","When she was around, the",maid,"When she was around, the MASKTOKEN helped the salesman all the time.",wikitext-103_LSTM_400_22-d0.2.pt,14.09231185913086
15,1,he,f,Mismatch,1,"When he was around, the MASKTOKEN helped the salesman all the time.","When he was around, the",maid,"When he was around, the MASKTOKEN helped the salesman all the time.",wikitext-103_LSTM_400_22-d0.2.pt,15.266382217407228
16,1,he,m,Match,0,"When he was near, the MASKTOKEN approached the waitress on the plane.","When he was near, the",congressman,"When he was near, the MASKTOKEN approached the waitress on the plane.",wikitext-103_LSTM_400_22-d0.2.pt,16.005155563354492
16,1,she,m,Mismatch,0,"When she was near, the MASKTOKEN approached the waitress on the plane.","When she was near, the",congressman,"When she was near, the MASKTOKEN approached the waitress on the plane.",wikitext-103_LSTM_400_22-d0.2.pt,16.242036819458008
16,1,she,f,Match,1,"When she was near, the MASKTOKEN approached the congressman on the plane.","When she was near, the",waitress,"When she was near, the MASKTOKEN approached the congressman on the plane.",wikitext-103_LSTM_400_22-d0.2.pt,15.927922248840332
16,1,he,f,Mismatch,1,"When he was near, the MASKTOKEN approached the congressman on the plane.","When he was near, the",waitress,"When he was near, the MASKTOKEN approached the congressman on the plane.",wikitext-103_LSTM_400_22-d0.2.pt,17.147249221801758
17,1,he,m,Match,0,"When he was in court, the MASKTOKEN trusted the lady most of all.","When he was in court, the",knight,"When he was in court, the MASKTOKEN trusted the lady most of all.",wikitext-103_LSTM_400_22-d0.2.pt,12.622373580932615
17,1,she,m,Mismatch,0,"When she was in court, the MASKTOKEN trusted the lady most of all.","When she was in court, the",knight,"When she was in court, the MASKTOKEN trusted the lady most of all.",wikitext-103_LSTM_400_22-d0.2.pt,12.860615730285645
17,1,she,f,Match,1,"When she was in court, the MASKTOKEN trusted the knight most of all.","When she was in court, the",lady,"When she was in court, the MASKTOKEN trusted the knight most of all.",wikitext-103_LSTM_400_22-d0.2.pt,11.138680458068848
17,1,he,f,Mismatch,1,"When he was in court, the MASKTOKEN trusted the knight most of all.","When he was in court, the",lady,"When he was in court, the MASKTOKEN trusted the knight most of all.",wikitext-103_LSTM_400_22-d0.2.pt,12.183586120605469
18,1,he,m,Match,1,"When he was poorly, the MASKTOKEN depressed the actress very often.","When he was poorly, the",man,"When he was poorly, the MASKTOKEN depressed the actress very often.",wikitext-103_LSTM_400_22-d0.2.pt,8.387290000915527
18,1,she,m,Mismatch,1,"When she was poorly, the MASKTOKEN depressed the actress very often.","When she was poorly, the",man,"When she was poorly, the MASKTOKEN depressed the actress very often.",wikitext-103_LSTM_400_22-d0.2.pt,8.604693412780762
18,1,she,f,Match,0,"When she was poorly, the MASKTOKEN depressed the man very often.","When she was poorly, the",actress,"When she was poorly, the MASKTOKEN depressed the man very often.",wikitext-103_LSTM_400_22-d0.2.pt,10.117121696472168
18,1,he,f,Mismatch,0,"When he was poorly, the MASKTOKEN depressed the man very often.","When he was poorly, the",actress,"When he was poorly, the MASKTOKEN depressed the man very often.",wikitext-103_LSTM_400_22-d0.2.pt,11.456464767456056
19,1,he,m,Match,0,"When he arrived, the MASKTOKEN upset the lady with the story.","When he arrived, the",policeman,"When he arrived, the MASKTOKEN upset the lady with the story.",wikitext-103_LSTM_400_22-d0.2.pt,14.153035163879396
19,1,she,m,Mismatch,0,"When she arrived, the MASKTOKEN upset the lady with the story.","When she arrived, the",policeman,"When she arrived, the MASKTOKEN upset the lady with the story.",wikitext-103_LSTM_400_22-d0.2.pt,14.10001277923584
19,1,she,f,Match,0,"When she arrived, the MASKTOKEN upset the policeman with the story.","When she arrived, the",lady,"When she arrived, the MASKTOKEN upset the policeman with the story.",wikitext-103_LSTM_400_22-d0.2.pt,11.426746368408203
19,1,he,f,Mismatch,0,"When he arrived, the MASKTOKEN upset the policeman with the story.","When he arrived, the",lady,"When he arrived, the MASKTOKEN upset the policeman with the story.",wikitext-103_LSTM_400_22-d0.2.pt,12.552430152893066
20,1,he,m,Match,0,"When he was appointed, the MASKTOKEN bribed the secretary shortly afterwards.","When he was appointed, the",chairman,"When he was appointed, the MASKTOKEN bribed the secretary shortly afterwards.",wikitext-103_LSTM_400_22-d0.2.pt,10.701855659484863
20,1,she,m,Mismatch,0,"When she was appointed, the MASKTOKEN bribed the secretary shortly afterwards.","When she was appointed, the",chairman,"When she was appointed, the MASKTOKEN bribed the secretary shortly afterwards.",wikitext-103_LSTM_400_22-d0.2.pt,11.241211891174316
20,1,she,f,Match,1,"When she was appointed, the MASKTOKEN bribed the chairman shortly afterwards.","When she was appointed, the",secretary,"When she was appointed, the MASKTOKEN bribed the chairman shortly afterwards.",wikitext-103_LSTM_400_22-d0.2.pt,9.642548561096191
20,1,he,f,Mismatch,1,"When he was appointed, the MASKTOKEN bribed the chairman shortly afterwards.","When he was appointed, the",secretary,"When he was appointed, the MASKTOKEN bribed the chairman shortly afterwards.",wikitext-103_LSTM_400_22-d0.2.pt,9.597819328308104
21,1,he,m,Match,1,"When he was fired, the MASKTOKEN blamed the woman for the mess.","When he was fired, the",man,"When he was fired, the MASKTOKEN blamed the woman for the mess.",wikitext-103_LSTM_400_22-d0.2.pt,7.445979595184326
21,1,she,m,Mismatch,1,"When she was fired, the MASKTOKEN blamed the woman for the mess.","When she was fired, the",man,"When she was fired, the MASKTOKEN blamed the woman for the mess.",wikitext-103_LSTM_400_22-d0.2.pt,7.772932052612305
21,1,she,f,Match,1,"When she was fired, the MASKTOKEN blamed the man for the mess.","When she was fired, the",woman,"When she was fired, the MASKTOKEN blamed the man for the mess.",wikitext-103_LSTM_400_22-d0.2.pt,8.279032707214355
21,1,he,f,Mismatch,1,"When he was fired, the MASKTOKEN blamed the man for the mess.","When he was fired, the",woman,"When he was fired, the MASKTOKEN blamed the man for the mess.",wikitext-103_LSTM_400_22-d0.2.pt,9.600177764892578
22,1,he,m,Match,1,"When he was close, the MASKTOKEN recognized the girl on the path.","When he was close, the",boy,"When he was close, the MASKTOKEN recognized the girl on the path.",wikitext-103_LSTM_400_22-d0.2.pt,8.343750953674316
22,1,she,m,Mismatch,1,"When she was close, the MASKTOKEN recognized the girl on the path.","When she was close, the",boy,"When she was close, the MASKTOKEN recognized the girl on the path.",wikitext-103_LSTM_400_22-d0.2.pt,8.728618621826172
22,1,she,f,Match,1,"When she was close, the MASKTOKEN recognized the boy on the path.","When she was close, the",girl,"When she was close, the MASKTOKEN recognized the boy on the path.",wikitext-103_LSTM_400_22-d0.2.pt,9.13829231262207
22,1,he,f,Mismatch,1,"When he was close, the MASKTOKEN recognized the boy on the path.","When he was close, the",girl,"When he was close, the MASKTOKEN recognized the boy on the path.",wikitext-103_LSTM_400_22-d0.2.pt,10.383235931396484
23,1,he,m,Match,0,"When he was retired, the MASKTOKEN visited the lady almost every day.","When he was retired, the",lord,"When he was retired, the MASKTOKEN visited the lady almost every day.",wikitext-103_LSTM_400_22-d0.2.pt,10.969764709472656
23,1,she,m,Mismatch,0,"When she was retired, the MASKTOKEN visited the lady almost every day.","When she was retired, the",lord,"When she was retired, the MASKTOKEN visited the lady almost every day.",wikitext-103_LSTM_400_22-d0.2.pt,11.05522918701172
23,1,she,f,Match,0,"When she was retired, the MASKTOKEN visited the lord almost every day.","When she was retired, the",lady,"When she was retired, the MASKTOKEN visited the lord almost every day.",wikitext-103_LSTM_400_22-d0.2.pt,11.996947288513184
23,1,he,f,Mismatch,0,"When he was retired, the MASKTOKEN visited the lord almost every day.","When he was retired, the",lady,"When he was retired, the MASKTOKEN visited the lord almost every day.",wikitext-103_LSTM_400_22-d0.2.pt,13.181669235229492
24,1,he,m,Match,1,"When he was abroad, the MASKTOKEN forgave the lady for all the troubles.","When he was abroad, the",lord,"When he was abroad, the MASKTOKEN forgave the lady for all the troubles.",wikitext-103_LSTM_400_22-d0.2.pt,10.649060249328612
24,1,she,m,Mismatch,1,"When she was abroad, the MASKTOKEN forgave the lady for all the troubles.","When she was abroad, the",lord,"When she was abroad, the MASKTOKEN forgave the lady for all the troubles.",wikitext-103_LSTM_400_22-d0.2.pt,10.856550216674805
24,1,she,f,Match,1,"When she was abroad, the MASKTOKEN forgave the duke for all the troubles.","When she was abroad, the",lady,"When she was abroad, the MASKTOKEN forgave the duke for all the troubles.",wikitext-103_LSTM_400_22-d0.2.pt,11.50938320159912
24,1,he,f,Mismatch,1,"When he was abroad, the MASKTOKEN forgave the duke for all the troubles.","When he was abroad, the",lady,"When he was abroad, the MASKTOKEN forgave the duke for all the troubles.",wikitext-103_LSTM_400_22-d0.2.pt,12.601920127868652
25,1,he,m,Match,0,"When he was discovered, the MASKTOKEN blamed the mistress straight away.","When he was discovered, the",husband,"When he was discovered, the MASKTOKEN blamed the mistress straight away.",wikitext-103_LSTM_400_22-d0.2.pt,12.430583953857422
25,1,she,m,Mismatch,0,"When she was discovered, the MASKTOKEN blamed the mistress straight away.","When she was discovered, the",husband,"When she was discovered, the MASKTOKEN blamed the mistress straight away.",wikitext-103_LSTM_400_22-d0.2.pt,11.049673080444336
25,1,she,f,Match,0,"When she was discovered, the MASKTOKEN blamed the husband straight away.","When she was discovered, the",mistress,"When she was discovered, the MASKTOKEN blamed the husband straight away.",wikitext-103_LSTM_400_22-d0.2.pt,13.922094345092772
25,1,he,f,Mismatch,0,"When he was discovered, the MASKTOKEN blamed the husband straight away.","When he was discovered, the",mistress,"When he was discovered, the MASKTOKEN blamed the husband straight away.",wikitext-103_LSTM_400_22-d0.2.pt,14.688628196716309
26,1,he,m,Match,1,"When he was busy, the MASKTOKEN avoided the lady as much as possible.","When he was busy, the",man,"When he was busy, the MASKTOKEN avoided the lady as much as possible.",wikitext-103_LSTM_400_22-d0.2.pt,8.173564910888672
26,1,she,m,Mismatch,1,"When she was busy, the MASKTOKEN avoided the lady as much as possible.","When she was busy, the",man,"When she was busy, the MASKTOKEN avoided the lady as much as possible.",wikitext-103_LSTM_400_22-d0.2.pt,8.43161678314209
26,1,she,f,Match,1,"When she was busy, the MASKTOKEN avoided the man as much as possible.","When she was busy, the",lady,"When she was busy, the MASKTOKEN avoided the man as much as possible.",wikitext-103_LSTM_400_22-d0.2.pt,11.438355445861816
26,1,he,f,Mismatch,1,"When he was busy, the MASKTOKEN avoided the man as much as possible.","When he was busy, the",lady,"When he was busy, the MASKTOKEN avoided the man as much as possible.",wikitext-103_LSTM_400_22-d0.2.pt,12.616966247558594
27,1,he,m,Match,0,"When he was twenty-one, the MASKTOKEN married the bride in the cathedral.","When he was twenty-one, the",prince,"When he was twenty-one, the MASKTOKEN married the bride in the cathedral.",wikitext-103_LSTM_400_22-d0.2.pt,9.901128768920898
27,1,she,m,Mismatch,0,"When she was twenty-one, the MASKTOKEN married the bride in the cathedral.","When she was twenty-one, the",prince,"When she was twenty-one, the MASKTOKEN married the bride in the cathedral.",wikitext-103_LSTM_400_22-d0.2.pt,9.787881851196287
27,1,she,f,Match,0,"When she was twenty-one, the MASKTOKEN married the prince in the cathedral.","When she was twenty-one, the",bride,"When she was twenty-one, the MASKTOKEN married the prince in the cathedral.",wikitext-103_LSTM_400_22-d0.2.pt,13.23621654510498
27,1,he,f,Mismatch,0,"When he was twenty-one, the MASKTOKEN married the prince in the cathedral.","When he was twenty-one, the",bride,"When he was twenty-one, the MASKTOKEN married the prince in the cathedral.",wikitext-103_LSTM_400_22-d0.2.pt,14.034124374389648
28,1,he,m,Match,0,"When he was annoyed, the MASKTOKEN disliked the maid very much.","When he was annoyed, the",general,"When he was annoyed, the MASKTOKEN disliked the maid very much.",wikitext-103_LSTM_400_22-d0.2.pt,8.199667930603027
28,1,she,m,Mismatch,0,"When she was annoyed, the MASKTOKEN disliked the maid very much.","When she was annoyed, the",general,"When she was annoyed, the MASKTOKEN disliked the maid very much.",wikitext-103_LSTM_400_22-d0.2.pt,8.371837615966797
28,1,she,f,Match,1,"When she was annoyed, the MASKTOKEN disliked the general very much.","When she was annoyed, the",maid,"When she was annoyed, the MASKTOKEN disliked the general very much.",wikitext-103_LSTM_400_22-d0.2.pt,14.542664527893066
28,1,he,f,Mismatch,1,"When he was annoyed, the MASKTOKEN disliked the general very much.","When he was annoyed, the",maid,"When he was annoyed, the MASKTOKEN disliked the general very much.",wikitext-103_LSTM_400_22-d0.2.pt,15.65481948852539
29,1,he,m,Match,1,"When he was in church, the MASKTOKEN congratulated the sister about the charity work.","When he was in church, the",priest,"When he was in church, the MASKTOKEN congratulated the sister about the charity work.",wikitext-103_LSTM_400_22-d0.2.pt,12.257084846496582
29,1,she,m,Mismatch,1,"When she was in church, the MASKTOKEN congratulated the sister about the charity work.","When she was in church, the",priest,"When she was in church, the MASKTOKEN congratulated the sister about the charity work.",wikitext-103_LSTM_400_22-d0.2.pt,12.825963973999023
29,1,she,f,Match,0,"When she was in church, the MASKTOKEN congratulated the priest about the charity work.","When she was in church, the",sister,"When she was in church, the MASKTOKEN congratulated the priest about the charity work.",wikitext-103_LSTM_400_22-d0.2.pt,12.437052726745604
29,1,he,f,Mismatch,0,"When he was in church, the MASKTOKEN congratulated the priest about the charity work.","When he was in church, the",sister,"When he was in church, the MASKTOKEN congratulated the priest about the charity work.",wikitext-103_LSTM_400_22-d0.2.pt,13.016569137573242
30,1,he,m,Match,0,"When he was banished, the MASKTOKEN missed the witch a great deal.","When he was banished, the",wizard,"When he was banished, the MASKTOKEN missed the witch a great deal.",wikitext-103_LSTM_400_22-d0.2.pt,13.413240432739258
30,1,she,m,Mismatch,0,"When she was banished, the MASKTOKEN missed the witch a great deal.","When she was banished, the",wizard,"When she was banished, the MASKTOKEN missed the witch a great deal.",wikitext-103_LSTM_400_22-d0.2.pt,13.96114730834961
30,1,she,f,Match,0,"When she was banished, the MASKTOKEN missed the wizard a great deal.","When she was banished, the",witch,"When she was banished, the MASKTOKEN missed the wizard a great deal.",wikitext-103_LSTM_400_22-d0.2.pt,14.329440116882324
30,1,he,f,Mismatch,0,"When he was banished, the MASKTOKEN missed the wizard a great deal.","When he was banished, the",witch,"When he was banished, the MASKTOKEN missed the wizard a great deal.",wikitext-103_LSTM_400_22-d0.2.pt,15.150186538696287
31,1,he,m,Match,0,"When he was angry, the MASKTOKEN ignored the lady all the time.","When he was angry, the",man,"When he was angry, the MASKTOKEN ignored the lady all the time.",wikitext-103_LSTM_400_22-d0.2.pt,7.962317943572998
31,1,she,m,Mismatch,0,"When she was angry, the MASKTOKEN ignored the lady all the time.","When she was angry, the",man,"When she was angry, the MASKTOKEN ignored the lady all the time.",wikitext-103_LSTM_400_22-d0.2.pt,8.064796447753906
31,1,she,f,Match,1,"When she was angry, the MASKTOKEN ignored the man all the time.","When she was angry, the",lady,"When she was angry, the MASKTOKEN ignored the man all the time.",wikitext-103_LSTM_400_22-d0.2.pt,11.522990226745604
31,1,he,f,Mismatch,1,"When he was angry, the MASKTOKEN ignored the man all the time.","When he was angry, the",lady,"When he was angry, the MASKTOKEN ignored the man all the time.",wikitext-103_LSTM_400_22-d0.2.pt,12.776598930358888
32,1,he,m,Match,0,"When he was distraught, the MASKTOKEN visited the nun straight away.","When he was distraught, the",bishop,"When he was distraught, the MASKTOKEN visited the nun straight away.",wikitext-103_LSTM_400_22-d0.2.pt,12.350481033325195
32,1,she,m,Mismatch,0,"When she was distraught, the MASKTOKEN visited the nun straight away.","When she was distraught, the",bishop,"When she was distraught, the MASKTOKEN visited the nun straight away.",wikitext-103_LSTM_400_22-d0.2.pt,12.75551414489746
32,1,she,f,Match,0,"When she was distraught, the MASKTOKEN visited the bishop straight away.","When she was distraught, the",nun,"When she was distraught, the MASKTOKEN visited the bishop straight away.",wikitext-103_LSTM_400_22-d0.2.pt,14.637065887451172
32,1,he,f,Mismatch,0,"When he was distraught, the MASKTOKEN visited the bishop straight away.","When he was distraught, the",nun,"When he was distraught, the MASKTOKEN visited the bishop straight away.",wikitext-103_LSTM_400_22-d0.2.pt,15.664779663085938
1,1,he,m,Match,1,"When he was off work, the MASKTOKEN pestered the waitress all the time.","When he was off work, the",waiter,"When he was off work, the MASKTOKEN pestered the waitress all the time.",wikitext-103_LSTM_400_23-d0.2.pt,14.879766464233398
1,1,she,m,Mismatch,1,"When she was off work, the MASKTOKEN pestered the waitress all the time.","When she was off work, the",waiter,"When she was off work, the MASKTOKEN pestered the waitress all the time.",wikitext-103_LSTM_400_23-d0.2.pt,15.46459674835205
1,1,she,f,Match,0,"When she was off work, the MASKTOKEN pestered the waiter all the time.","When she was off work, the",waitress,"When she was off work, the MASKTOKEN pestered the waiter all the time.",wikitext-103_LSTM_400_23-d0.2.pt,15.720903396606444
1,1,he,f,Mismatch,0,"When he was off work, the MASKTOKEN pestered the waiter all the time.","When he was off work, the",waitress,"When he was off work, the MASKTOKEN pestered the waiter all the time.",wikitext-103_LSTM_400_23-d0.2.pt,17.3968505859375
2,1,he,m,Match,0,"When he arrived, the MASKTOKEN recognized the woman at once.","When he arrived, the",chairman,"When he arrived, the MASKTOKEN recognized the woman at once.",wikitext-103_LSTM_400_23-d0.2.pt,11.16250228881836
2,1,she,m,Mismatch,0,"When she arrived, the MASKTOKEN recognized the woman at once.","When she arrived, the",chairman,"When she arrived, the MASKTOKEN recognized the woman at once.",wikitext-103_LSTM_400_23-d0.2.pt,11.811697006225586
2,1,she,f,Match,1,"When she arrived, the MASKTOKEN recognized the chairman at once.","When she arrived, the",woman,"When she arrived, the MASKTOKEN recognized the chairman at once.",wikitext-103_LSTM_400_23-d0.2.pt,8.69251823425293
2,1,he,f,Mismatch,1,"When he arrived, the MASKTOKEN recognized the chairman at once.","When he arrived, the",woman,"When he arrived, the MASKTOKEN recognized the chairman at once.",wikitext-103_LSTM_400_23-d0.2.pt,10.53577709197998
3,1,he,m,Match,0,"When he was fed up, the MASKTOKEN visited the girl very often.","When he was fed up, the",boy,"When he was fed up, the MASKTOKEN visited the girl very often.",wikitext-103_LSTM_400_23-d0.2.pt,9.148849487304688
3,1,she,m,Mismatch,0,"When she was fed up, the MASKTOKEN visited the girl very often.","When she was fed up, the",boy,"When she was fed up, the MASKTOKEN visited the girl very often.",wikitext-103_LSTM_400_23-d0.2.pt,9.473188400268556
3,1,she,f,Match,0,"When she was fed up, the MASKTOKEN visited the boy very often.","When she was fed up, the",girl,"When she was fed up, the MASKTOKEN visited the boy very often.",wikitext-103_LSTM_400_23-d0.2.pt,9.306352615356444
3,1,he,f,Mismatch,0,"When he was fed up, the MASKTOKEN visited the boy very often.","When he was fed up, the",girl,"When he was fed up, the MASKTOKEN visited the boy very often.",wikitext-103_LSTM_400_23-d0.2.pt,10.89263916015625
4,1,he,m,Match,0,"When he was talking, the MASKTOKEN noticed the girl at the end of the street.","When he was talking, the",policeman,"When he was talking, the MASKTOKEN noticed the girl at the end of the street.",wikitext-103_LSTM_400_23-d0.2.pt,14.283023834228516
4,1,she,m,Mismatch,0,"When she was talking, the MASKTOKEN noticed the girl at the end of the street.","When she was talking, the",policeman,"When she was talking, the MASKTOKEN noticed the girl at the end of the street.",wikitext-103_LSTM_400_23-d0.2.pt,14.62997341156006
