item,exp,cond,contrast,matrix,embedded,pronoun,N1,N2,N1_gender,N2_gender,mask_sents,auto_sents,target
53,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,wizard,f,m,the woman dreamed that the wizard would poison MASKTOKEN lover secretly on the night of the full moon.,the woman dreamed that the wizard would poison,his
53,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,witch,f,f,the woman dreamed that the witch would poison MASKTOKEN lover secretly on the night of the full moon.,the woman dreamed that the witch would poison,his
54,1,Common Nouns,Match_Match,Match,Match,him,man,professor,m,m,the man reported that the professor had introduced MASKTOKEN nicely to the board members at the reception.,the man reported that the professor had introduced,him
54,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,counselor,m,f,the man reported that the counselor had introduced MASKTOKEN nicely to the board members at the reception.,the man reported that the counselor had introduced,him
54,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,professor,f,m,the woman reported that the professor had introduced MASKTOKEN nicely to the board members at the reception.,the woman reported that the professor had introduced,him
54,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,counselor,f,f,the woman reported that the counselor had introduced MASKTOKEN nicely to the board members at the reception.,the woman reported that the counselor had introduced,him
54,1,Common Nouns,Match_Match,Match,Match,his,man,professor,m,m,the man reported that the professor had introduced MASKTOKEN clients nicely to the board members at the reception.,the man reported that the professor had introduced,his
54,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,counselor,m,f,the man reported that the counselor had introduced MASKTOKEN clients nicely to the board members at the reception.,the man reported that the counselor had introduced,his
54,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,professor,f,m,the woman reported that the professor had introduced MASKTOKEN clients nicely to the board members at the reception.,the woman reported that the professor had introduced,his
54,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,counselor,f,f,the woman reported that the counselor had introduced MASKTOKEN clients nicely to the board members at the reception.,the woman reported that the counselor had introduced,his
55,1,Common Nouns,Match_Match,Match,Match,him,man,engineer,m,m,the man suggested that the engineer should email MASKTOKEN promptly with a summary of what had been done so far.,the man suggested that the engineer should email,him
55,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,secretary,m,f,the man suggested that the secretary should email MASKTOKEN promptly with a summary of what had been done so far.,the man suggested that the secretary should email,him
55,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,engineer,f,m,the woman suggested that the engineer should email MASKTOKEN promptly with a summary of what had been done so far.,the woman suggested that the engineer should email,him
55,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,secretary,f,f,the woman suggested that the secretary should email MASKTOKEN promptly with a summary of what had been done so far.,the woman suggested that the secretary should email,him
55,1,Common Nouns,Match_Match,Match,Match,his,man,engineer,m,m,the man suggested that the engineer should email MASKTOKEN boss promptly with a summary of what had been done so far.,the man suggested that the engineer should email,his
55,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,secretary,m,f,the man suggested that the secretary should email MASKTOKEN boss promptly with a summary of what had been done so far.,the man suggested that the secretary should email,his
55,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,engineer,f,m,the woman suggested that the engineer should email MASKTOKEN boss promptly with a summary of what had been done so far.,the woman suggested that the engineer should email,his
55,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,secretary,f,f,the woman suggested that the secretary should email MASKTOKEN boss promptly with a summary of what had been done so far.,the woman suggested that the secretary should email,his
56,1,Common Nouns,Match_Match,Match,Match,him,man,rock star,m,m,the man remembered that the rock star had blamed MASKTOKEN fairly for the damage to the sound equipment during the show.,the man remembered that the rock star had blamed,him
56,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,makeup artist,m,f,the man remembered that the makeup artist had blamed MASKTOKEN fairly for the damage to the sound equipment during the show.,the man remembered that the makeup artist had blamed,him
56,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,rock star,f,m,the woman remembered that the rock star had blamed MASKTOKEN fairly for the damage to the sound equipment during the show.,the woman remembered that the rock star had blamed,him
56,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,makeup artist,f,f,the woman remembered that the makeup artist had blamed MASKTOKEN fairly for the damage to the sound equipment during the show.,the woman remembered that the makeup artist had blamed,him
56,1,Common Nouns,Match_Match,Match,Match,his,man,rock star,m,m,the man remembered that the rock star had blamed MASKTOKEN manager fairly for the damage to the sound equipment during the show.,the man remembered that the rock star had blamed,his
56,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,makeup artist,m,f,the man remembered that the makeup artist had blamed MASKTOKEN manager fairly for the damage to the sound equipment during the show.,the man remembered that the makeup artist had blamed,his
56,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,rock star,f,m,the woman remembered that the rock star had blamed MASKTOKEN manager fairly for the damage to the sound equipment during the show.,the woman remembered that the rock star had blamed,his
56,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,makeup artist,f,f,the woman remembered that the makeup artist had blamed MASKTOKEN manager fairly for the damage to the sound equipment during the show.,the woman remembered that the makeup artist had blamed,his
57,1,Common Nouns,Match_Match,Match,Match,him,man,anarchist,m,m,the man argued that the anarchist would undermine MASKTOKEN without helping the cause or gaining any public sympathy.,the man argued that the anarchist would undermine,him
57,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,feminist,m,f,the man argued that the feminist would undermine MASKTOKEN without helping the cause or gaining any public sympathy.,the man argued that the feminist would undermine,him
57,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,anarchist,f,m,the woman argued that the anarchist would undermine MASKTOKEN without helping the cause or gaining any public sympathy.,the woman argued that the anarchist would undermine,him
57,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,feminist,f,f,the woman argued that the feminist would undermine MASKTOKEN without helping the cause or gaining any public sympathy.,the woman argued that the feminist would undermine,him
57,1,Common Nouns,Match_Match,Match,Match,his,man,anarchist,m,m,the man argued that the anarchist would undermine MASKTOKEN base without helping the cause or gaining any public sympathy.,the man argued that the anarchist would undermine,his
57,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,feminist,m,f,the man argued that the feminist would undermine MASKTOKEN base without helping the cause or gaining any public sympathy.,the man argued that the feminist would undermine,his
57,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,anarchist,f,m,the woman argued that the anarchist would undermine MASKTOKEN base without helping the cause or gaining any public sympathy.,the woman argued that the anarchist would undermine,his
57,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,feminist,f,f,the woman argued that the feminist would undermine MASKTOKEN base without helping the cause or gaining any public sympathy.,the woman argued that the feminist would undermine,his
58,1,Common Nouns,Match_Match,Match,Match,him,man,construction worker,m,m,the man appreciated that the construction worker had taught MASKTOKEN patiently about how to make something from scratch.,the man appreciated that the construction worker had taught,him
58,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,secretary,m,f,the man appreciated that the secretary had taught MASKTOKEN patiently about how to make something from scratch.,the man appreciated that the secretary had taught,him
58,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,construction worker,f,m,the woman appreciated that the construction worker had taught MASKTOKEN patiently about how to make something from scratch.,the woman appreciated that the construction worker had taught,him
58,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,secretary,f,f,the woman appreciated that the secretary had taught MASKTOKEN patiently about how to make something from scratch.,the woman appreciated that the secretary had taught,him
58,1,Common Nouns,Match_Match,Match,Match,his,man,construction worker,m,m,the man appreciated that the construction worker had taught MASKTOKEN friend patiently about how to make something from scratch.,the man appreciated that the construction worker had taught,his
58,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,secretary,m,f,the man appreciated that the secretary had taught MASKTOKEN friend patiently about how to make something from scratch.,the man appreciated that the secretary had taught,his
58,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,construction worker,f,m,the woman appreciated that the construction worker had taught MASKTOKEN friend patiently about how to make something from scratch.,the woman appreciated that the construction worker had taught,his
58,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,secretary,f,f,the woman appreciated that the secretary had taught MASKTOKEN friend patiently about how to make something from scratch.,the woman appreciated that the secretary had taught,his
59,1,Common Nouns,Match_Match,Match,Match,him,man,art critic,m,m,the man assumed that the art critic would promote MASKTOKEN openly rather than support stale traditions.,the man assumed that the art critic would promote,him
59,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,art curator,m,f,the man assumed that the art curator would promote MASKTOKEN openly rather than support stale traditions.,the man assumed that the art curator would promote,him
59,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,art critic,f,m,the woman assumed that the art critic would promote MASKTOKEN openly rather than support stale traditions.,the woman assumed that the art critic would promote,him
59,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,art curator,f,f,the woman assumed that the art curator would promote MASKTOKEN openly rather than support stale traditions.,the woman assumed that the art curator would promote,him
59,1,Common Nouns,Match_Match,Match,Match,his,man,art critic,m,m,the man assumed that the art critic would promote MASKTOKEN work openly rather than support stale traditions.,the man assumed that the art critic would promote,his
59,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,art curator,m,f,the man assumed that the art curator would promote MASKTOKEN work openly rather than support stale traditions.,the man assumed that the art curator would promote,his
59,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,art critic,f,m,the woman assumed that the art critic would promote MASKTOKEN work openly rather than support stale traditions.,the woman assumed that the art critic would promote,his
59,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,art curator,f,f,the woman assumed that the art curator would promote MASKTOKEN work openly rather than support stale traditions.,the woman assumed that the art curator would promote,his
60,1,Common Nouns,Match_Match,Match,Match,him,man,district attorney,m,m,the man remembered that the district attorney had congratulated MASKTOKEN publicly for helping to raise votes for the new law.,the man remembered that the district attorney had congratulated,him
60,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,child advocate,m,f,the man remembered that the child advocate had congratulated MASKTOKEN publicly for helping to raise votes for the new law.,the man remembered that the child advocate had congratulated,him
60,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,district attorney,f,m,the woman remembered that the district attorney had congratulated MASKTOKEN publicly for helping to raise votes for the new law.,the woman remembered that the district attorney had congratulated,him
60,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,child advocate,f,f,the woman remembered that the child advocate had congratulated MASKTOKEN publicly for helping to raise votes for the new law.,the woman remembered that the child advocate had congratulated,him
60,1,Common Nouns,Match_Match,Match,Match,his,man,district attorney,m,m,the man remembered that the district attorney had congratulated MASKTOKEN work publicly for helping to raise votes for the new law.,the man remembered that the district attorney had congratulated,his
60,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,child advocate,m,f,the man remembered that the child advocate had congratulated MASKTOKEN work publicly for helping to raise votes for the new law.,the man remembered that the child advocate had congratulated,his
60,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,district attorney,f,m,the woman remembered that the district attorney had congratulated MASKTOKEN work publicly for helping to raise votes for the new law.,the woman remembered that the district attorney had congratulated,his
60,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,child advocate,f,f,the woman remembered that the child advocate had congratulated MASKTOKEN work publicly for helping to raise votes for the new law.,the woman remembered that the child advocate had congratulated,his
